specie	ProteinName	T	N	p	q	log2(A,B)
P05387	P05387	22.184437598201228	20.083882949398934	9.879735104342679e-05	0.0006337513264645	2.1005546488022944
P05556	P05556	19.176096450794763	18.97971820556589		1.0	0.19637824522887115
P05787	P05787	21.16175896638004	19.83423912094494	0.003408498126459708	0.007907414000185775	1.327519845435102
P06312	P06312	21.576633454682966	20.757478090383678	0.08452506243053738	0.11866430760678856	0.8191553642992879
P06396	P06396	22.427334137013965	21.731003501784144	0.0047405365089119925	0.010269305614513276	0.6963306352298204
P06576	P06576	22.287467822435918	21.11127718622973	0.0002744155947121615	0.0013200500740377752	1.1761906362061865
P06681	P06681	19.14921758100038	18.21416932247877	0.012452446047510881	0.02433444806352724	0.9350482585216078
P06702	P06702	22.789759130486676	20.23506766869749	0.05501426570980805	0.08217159863441419	2.5546914617891865
P06703	P06703	19.895789873387024	19.198836177980166	0.048987523831731106	0.07523092724299094	0.696953695406858
P06727	P06727	17.368447766638656	19.27485518769312		1.0	-1.906407421054464
P06733	P06733	23.549317064927955	21.696641927882116	1.1175618652466504e-06	8.388805603922531e-05	1.8526751370458392
P06744	P06744	21.83850280179666	19.352491044607426	9.742306100831214e-05	0.0006337513264645	2.4860117571892353
P07108	P07108	20.837156860693863	20.12584430564884	0.01166703702205826	0.023129548866638372	0.7113125550450228
P07203	P07203	19.99923916311204	19.447568070776892	0.003990325772404942	0.009064526834343863	0.5516710923351482
P07237	P07237	21.506933678850075	19.322397783792724	1.603664305926755e-06	8.388805603922531e-05	2.1845358950573512
P07339	P07339	20.409161799338705	20.337794263602422	0.7019890614895108	0.7198304137665232	0.0713675357362824
P07355	P07355	22.533828940111924	22.333002421061167	0.16660623249112558	0.2128834053473809	0.2008265190507572
P07384	P07384	19.56238532715721	18.86436223917749	0.0015279042073662733	0.0044229111353135545	0.6980230879797205
P07437	P07437	21.448361415060038	19.916825045841435	4.341328010653318e-05	0.00038906963482789763	1.5315363692186033
P07437;P68371;Q13509;Q13885;Q9BVA1	P07437;P68371;Q13509;Q13885;Q9BVA1	21.10233896523117	19.442676479248657	0.0016563689917302499	0.004670782374981296	1.659662485982512
P07437;Q13509;Q13885;Q9BVA1	P07437;Q13509;Q13885;Q9BVA1	22.567435721147092	21.3657598190092	5.3814664930353166e-05	0.0004416592341504693	1.201675902137893
P07451	P07451	17.61852395001028	19.421038160980327		1.0	-1.8025142109700454
P07737	P07737	23.148664498442916	21.939578531285754	2.834036690020162e-05	0.0003433461916228364	1.2090859671571614
P07858	P07858	21.83153552910646	19.723796266278416	0.00018454068876169806	0.0009895843821019384	2.1077392628280442
P07900	P07900	21.21809843932352	19.85797679138027	0.00010078357176902522	0.0006337513264645	1.3601216479432487
P07942	P07942	19.670986957013202	18.504363286157893		1.0	1.1666236708553086
P07988	P07988	20.83959663299245	21.644736720263108	0.2540763466337068	0.30781586669404154	-0.805140087270658
P07996	P07996	18.982676728301474	17.40765752876118		1.0	1.575019199540293
P08123	P08123	20.568724367548594	19.545086128774575	0.01185744657374025	0.02336542144281421	1.0236382387740193
P08133	P08133	21.014292877476908	20.248689210566607	0.0032039199808636862	0.007594393651280163	0.7656036669103017
P08134;P61586	P08134;P61586	20.599175117478435	19.586761653884178		1.0	1.0124134635942568
P08237	P08237	18.52679943044348	17.566192486426438		1.0	0.9606069440170408
P08238	P08238	21.451888104717483	19.678275298020978	0.00040222377698524123	0.0016868002917875995	1.7736128066965051
P08246	P08246	19.898376391718756	18.193180961555058	0.11305893277503413	0.15313889922927568	1.7051954301636982
P08294	P08294	18.492476501951376	19.197652816604574		1.0	-0.7051763146531975
P08572	P08572	18.93942280700741	18.6439831362317	0.14351547870570472	0.18703184274773021	0.29543967077571054
P08603	P08603	21.51542854384473	21.143242574086624	0.07666629590378854	0.11047630851159801	0.3721859697581067
P08670	P08670	23.80981595321098	23.025216657296177	0.0024822218679085937	0.00621234845463141	0.784599295914802
P08727	P08727	21.996323333583856	20.16049170819063	0.03325174173549624	0.0533181118780413	1.8358316253932259
P08729	P08729	21.10802685757572	20.7315757932484	0.19118329757785332	0.24145750816238618	0.3764510643273198
P08758	P08758	22.339412574065612	20.975572805992623	0.0002882422004222615	0.0013469455965502662	1.3638397680729888
P08865	P08865	22.165570279516924	20.41900068322228	5.05814713322438e-05	0.0004354099926046651	1.7465695962946448
P09211	P09211	22.577444703470032	21.94763468857564	0.018394266369219356	0.032879250715828076	0.6298100148943924
P09382	P09382	21.427640604891803	20.387830205357123	0.0010158846124779086	0.0032262475502011084	1.0398103995346801
P09417	P09417	18.83617950865125	18.69308929395986	0.3035434049064854	0.3548713293982118	0.14309021469138727
P09429	P09429	20.299941738022827	19.175916101726315		1.0	1.124025636296512
P09467	P09467	21.02026131409021	20.790603229887296	0.5282538882564808	0.5665436724128393	0.22965808420291367
P09525	P09525	20.67909127908726	20.25357525867805	0.03417995335237276	0.05435192898963017	0.42551602040920855
P09622	P09622	18.821052371915997	17.491874793881436		1.0	1.3291775780345603
P09668	P09668	18.200485483594004	18.64202500556189		1.0	-0.4415395219678864
P09871	P09871	18.33865022311384	18.101010103398366	0.12210321761592718	0.1630240035750256	0.2376401197154756
P09960	P09960	19.619159028227212	19.313555203100528	0.09935797987383885	0.1365577417360886	0.3056038251266848
P09972	P09972	20.06865962105354	17.977680778434667	1.8536700305331747e-05	0.0002488340055983387	2.090978842618874
P0C0L4;P0C0L5	P0C0L4;P0C0L5	20.7439402345587	20.681738664720847	0.48368955854506457	0.5239022935389542	0.0622015698378533
P0CF74;P0CG04;P0DOY2;P0DOY3;B9A064	P0CF74;P0CG04;P0DOY2;P0DOY3;B9A064	24.22664967353067	22.87243638735704	0.0027391386671732987	0.006686513883114578	1.3542132861736285
P0DMV8;P0DMV9	P0DMV8;P0DMV9	21.327766642994096	20.34246469562176	0.0027778409750521416	0.006730760565497365	0.985301947372335
P0DMV8;P0DMV9;P17066	P0DMV8;P0DMV9;P17066	20.63520495298907	19.69652927271471	0.020994377316801344	0.03614430909771054	0.9386756802743612
P0DMV8;P0DMV9;P17066;P34931;P48741	P0DMV8;P0DMV9;P17066;P34931;P48741	19.992021718124168	18.99062870744633		1.0	1.0013930106778375
P0DOY2;P0DOY3	P0DOY2;P0DOY3	20.719759738865264	18.90195127832684		1.0	1.8178084605384228
P0DP23;P0DP24;P0DP25	P0DP23;P0DP24;P0DP25	21.199263585977018	20.836484551141425	0.059809352211308335	0.08733968286428165	0.3627790348355937
P0DPH7;P0DPH8;P68363;P68366;Q6PEY2;Q71U36;Q9BQE3	P0DPH7;P0DPH8;P68363;P68366;Q6PEY2;Q71U36;Q9BQE3	24.49391724526729	23.29739984711303	0.00023425101875176389	0.001216274129236821	1.1965173981542598
P0DPH7;P0DPH8;P68363;P68366;Q6PEY2;Q71U36;Q9NY65	P0DPH7;P0DPH8;P68363;P68366;Q6PEY2;Q71U36;Q9NY65	21.491374170635538	19.890922492398076	0.003251212729748701	0.007651051350699116	1.6004516782374623
P10301	P10301	16.090735649536736	17.593506665098403		1.0	-1.5027710155616667
P10412;P16402;P16403;P22492;Q02539	P10412;P16402;P16403;P22492;Q02539	22.723186401729375	21.861449723805087	0.002037041196337149	0.0054353409265887305	0.8617366779242879
P10643	P10643	18.07380364033188	17.856316098742848		1.0	0.21748754158903338
P10809	P10809	22.054612866819046	19.864018353643917	0.00015679747179672996	0.0008998181117482842	2.190594513175128
P10909	P10909	21.101842586463405	20.966297444632787	0.13556674556203002	0.17768209232729862	0.13554514183061883
P11021	P11021	22.81723476267236	20.55932917499352	3.3160239722642724e-06	0.00010075042360389005	2.2579055876788416
P11047	P11047	19.387050238722583	19.224905809528067	0.28188928028169397	0.33530219562670405	0.162144429194516
P11142	P11142	21.716731747981555	20.25240580278376	0.00016579220930536628	0.000935032390728101	1.4643259451977961
P11142;P54652	P11142;P54652	21.465037551615442	20.251094050228485	0.00037523152159718587	0.0016518875254187485	1.2139435013869573
P11166	P11166	19.28755082134533	18.927175754593037	0.056498696247765684	0.08324841664404672	0.3603750667522938
P11171	P11171	16.60318104538484	19.632883246683182		1.0	-3.029702201298342
P11177	P11177	19.539108409965543	18.612473695818135		1.0	0.9266347141474078
P11216	P11216	17.965765198582133	17.320768860328187		1.0	0.6449963382539465
P11277	P11277	17.385296472755893	19.78919233091969	5.959340688032933e-05	0.00045646689380558937	-2.4038958581637964
P11413	P11413	22.006362457286684	20.041897429411588	0.0033701225438901665	0.007874231659482324	1.9644650278750966
P11908;P21108;P60891	P11908;P21108;P60891	19.242950568268604	18.278855394303037		1.0	0.9640951739655677
P12109	P12109	21.33241313577373	21.047156883452686	0.09230373254964618	0.12739765896730057	0.28525625232104446
P12110	P12110	21.630169307308726	21.04356722616245	0.022951169145013058	0.038698453883981486	0.5866020811462782
P12111	P12111	22.290133660150797	21.852454945559906	0.022429479989857407	0.03801477516570005	0.43767871459089136
P12277	P12277	19.32520019954917	19.864807607763638		1.0	-0.5396074082144686
P12429	P12429	19.436062574784316	20.394766355955646	0.11329489902517471	0.15313889922927568	-0.9587037811713301
P12814	P12814	20.880574070733463	19.818284316704336	0.0009066090145354456	0.002983555270736327	1.062289754029127
P12956	P12956	20.39770224371572	18.526429780250947	7.534614615557254e-05	0.0005357889373923029	1.8712724634647735
P13489	P13489	21.71222387463564	21.2593419875875	0.026826111406212685	0.04423418983934143	0.4528818870481395
P13671	P13671	18.271349866693708	17.63877634284699	0.05563181815077057	0.082342018774967	0.6325735238467161
P13716	P13716	17.62333310480587	19.06777258384162	0.0015927947230957855	0.004530566383100626	-1.4444394790357507
P13796	P13796	22.05096331559131	20.576514202798197		1.0	1.4744491127931134
P13798	P13798	19.045198261536555	19.114173246204096	0.5850269250267643	0.6193097327807426	-0.06897498466754115
P13861	P13861	18.41453821044268	17.976658158226883		1.0	0.43788005221579596
P14543	P14543	18.77861854268904	19.205875699105526	0.6770000420363369	0.7007968537171904	-0.42725715641648776
P14550	P14550	20.71100031966382	19.539521195924788	3.953822811120748e-05	0.00038906963482789763	1.171479123739033
P14618	P14618	22.994795009962687	21.183189374576333	7.3150197935800214e-06	0.00014954987462897066	1.8116056353863534
P14625	P14625	22.457295582281162	19.664337074048884	5.9872665612005355e-06	0.00013989142322268504	2.792958508232278
P14780	P14780	19.288840779026025	18.4901123720242		1.0	0.7987284070018248
P14866	P14866	19.89179686326683	18.181007977314913		1.0	1.7107888859519171
P15153	P15153	18.65590840177701	16.770954991787768		1.0	1.8849534099892402
P15311	P15311	19.491082658038557	18.806609230711864	0.02354115547855933	0.03948968728589924	0.6844734273266937
P15531;P22392;O60361	P15531;P22392;O60361	20.884667973360862	19.324831604509757	0.00028582522919976065	0.0013469455965502662	1.559836368851105
P16152	P16152	19.616557020648976	18.79348569611799	0.055333891554415884	0.0822733278125407	0.8230713245309857
P16157	P16157	18.045943505687557	21.03041479581642		1.0	-2.9844712901288624
P16284	P16284	17.213433936627553	17.465209738973048		1.0	-0.25177580234549524
P16615	P16615	19.0885629083758	16.764296503946575		1.0	2.324266404429224
P17655	P17655	20.597445067756006	20.552064117254137	0.46948355942052966	0.5136174029610787	0.045380950501868966
P17661	P17661	19.9982872135414	20.673107892013945	0.1951378324464617	0.24550404889781227	-0.6748206784725461
P17858	P17858	19.06788270813288	18.134604752582575	0.0005886270005341764	0.0022131530943163866	0.9332779555503059
P17931	P17931	19.52844033349306	19.534644754139453	0.6272640519669614	0.6518110396877463	-0.006204420646394482
P17980	P17980	19.711020012362006	18.52450081409554	0.0001764796703694838	0.0009784377552804653	1.186519198266467
P18206	P18206	20.85197707887852	20.64254927395598	0.20914086119324174	0.2591346543168063	0.20942780492254087
P18669	P18669	21.97408283650955	20.52391268354783	1.893194914529301e-05	0.0002488340055983387	1.450170152961718
P18669;Q8N0Y7	P18669;Q8N0Y7	20.77466536353764	19.328238833622503	5.064841082279871e-06	0.000127442124075539	1.4464265299151364
P19338	P19338	20.17623366510297	18.23990322592182		1.0	1.9363304391811482
P19823	P19823	20.347838978938405	20.31883334898269	0.504593909087762	0.5447408017900579	0.02900562995571576
P19827	P19827	19.353000121172506	18.59037600823165	0.028172669103204186	0.045848218721828295	0.7626241129408555
P19971	P19971	20.90464381410682	19.03664316123888	3.2664470307493367e-05	0.0003684411697201988	1.8680006528679378
P20073	P20073	19.880033015119945	18.69108886213188	6.936744308222982e-05	0.0005156957358231026	1.1889441529880642
P20700	P20700	19.778461889019216	17.63515568446899		1.0	2.1433062045502247
P20810	P20810	19.943782113917973	19.1146791129366	0.0010756410687126202	0.0033193423015142813	0.8291030009813731
P21281	P21281	17.989873363548746	17.028439524724728		1.0	0.9614338388240178
P21291	P21291	20.1176806061445	21.19840433490737	0.02038400316373517	0.03572697239976176	-1.0807237287628695
P21333	P21333	23.323183039464773	23.14519761004779	0.21195686149253923	0.26163276836963495	0.1779854294169816
P21397	P21397	17.46900931806778	18.05155359598249	0.31330888650109334	0.36342444437172367	-0.5825442779147103
P21399	P21399	18.84457796054363	17.07013216123863		1.0	1.7744457993050027
P21810	P21810	21.45614814807076	22.035384729672202	0.3966484730886991	0.4458649447439281	-0.5792365816014424
P21964	P21964	19.6782816832409	18.58710361013029	0.0014177672170715128	0.0042160210943157275	1.091178073110612
P21980	P21980	22.23558769858137	22.274042136620686	0.6154842495946151	0.647361824368982	-0.038454438039316585
P22061	P22061	19.21846636789683	18.6472990876674	0.0050376978525786984	0.010770384695360817	0.5711672802294316
P22105;Q16473	P22105;Q16473	18.42152364920522	19.015436654729637		1.0	-0.5939130055244171
P22314	P22314	21.973575860248005	20.82572315274258	0.002419758714729601	0.006135823842569454	1.1478527075054252
P22352	P22352	19.084758952211317	19.129756223270295		1.0	-0.04499727105897833
P22626	P22626	22.183966252145932	20.70624763350594	4.248090275515589e-05	0.00038906963482789763	1.4777186186399938
P22695	P22695	19.218573066640413	18.285849674818877		1.0	0.9327233918215363
P23141	P23141	20.627116379753286	19.96662121757012	0.21822034879378982	0.2683515692658751	0.6604951621831674
P23142	P23142	20.365365149052717	19.65647893986529	0.06541553847137917	0.09468103829176669	0.7088862091874262
P23246	P23246	20.392832721731068	18.370427393485215		1.0	2.0224053282458527
P23381	P23381	21.29721731917632	20.823874039914667	0.04541856742327838	0.07041116122185498	0.4733432792616519
P23526	P23526	20.16712176363357	18.048263032508267	0.00026382946214632716	0.001301174786420581	2.1188587311253038
P24752	P24752	20.168964869129237	19.41850781050136	0.019454564157932182	0.03439856358197485	0.7504570586278767
P25311	P25311	19.612329025957024	19.35297324325142		1.0	0.25935578270560455
P25705	P25705	23.13917025113017	21.82390074344106	0.0001091393949875859	0.0006611169812473653	1.3152695076891092
P26038	P26038	21.542883485209053	20.608487948886804	0.0030659733066346535	0.007320459337056987	0.9343955363222491
P26599	P26599	20.698469225783377	19.152708874191944	0.00010268434107945564	0.0006337513264645	1.5457603515914329
P27105	P27105	18.725786191870284	18.97655728668481	0.7928896273273466	0.7980312639430289	-0.25077109481452453
P27797	P27797	21.10994628505916	19.236640253889284		1.0	1.873306031169875
P27824	P27824	21.386367979088494	19.634034442132105	1.2780883239339893e-05	0.00021584797952105614	1.7523335369563888
P28070	P28070	19.199361407133964	17.93871821193511		1.0	1.2606431951988526
P28838	P28838	20.91822999752913	19.671186419922165		1.0	1.2470435776069664
P29401	P29401	22.35517271285408	21.344263783671416	0.015905960325993947	0.029395250048466298	1.0109089291826656
P30040	P30040	22.394749642566186	20.831790449600096		1.0	1.5629591929660904
P30041	P30041	22.330284407361226	22.144725033770165	0.19714378669025384	0.24707745377114093	0.18555937359106167
P30043	P30043	19.114681914102388	20.77841828499263	0.020867369526059092	0.036115732936137464	-1.6637363708902413
