"","logFC","se","df","t","pval","adjPval"
"ACADS_MOUSE",0.0319973811429838,0.126354633941338,10.3372109618945,0.25323472630089,0.805052028497531,0.901342933281684
"ACADV_MOUSE",0.267149800150248,0.152493252750494,12.8447147778416,1.75187947880784,0.103616953925845,0.287445761266267
"ACAP2_MOUSE",0.210422885411437,0.24067380818852,13.3845338867711,0.874307374762659,0.397367850487171,0.619992130236466
"ACBD5_MOUSE",-0.0462303509338628,0.217797557091341,12.831627011015,-0.212262945238061,0.835236508817646,0.914553875576551
"ACBD6_MOUSE",-0.0398214626811281,0.253990033708743,11.5464958431182,-0.156783563904686,0.878123376400092,0.936847023655464
"ACBG1_MOUSE",-0.545976733303049,0.237718749022835,12.7994224662297,-2.29673399993622,0.0391828107686691,0.167101116617362
"ACBP_MOUSE",-0.0391308077332242,0.28890459728057,12.591799958516,-0.135445431126949,0.894400947518117,0.945116076902554
"ACD10_MOUSE",0.602354353600804,0.250514667479739,11.644424409557,2.40446740967581,0.0338181916356764,0.153347456312104
"ACDSB_MOUSE",-0.015718592573389,0.182498071941937,13.1478590821655,-0.0861301843144403,0.932660784217559,0.967833238836094
"ACE_MOUSE",0.543309242903342,0.149298851483572,11.9208029922169,3.63907181806501,0.00342914947570411,0.0456196430593876
"ACE2_MOUSE",NA,NA,NA,NA,NA,NA
"ACES_MOUSE",0.567559348131308,0.304756605109171,11.494488653568,1.86233649612941,0.0882999928451159,0.26375063894947
"ACINU_MOUSE",-1.02940840640289,0.225053522097547,11.965739553627,-4.5740604137566,0.000643634782097003,0.0200070837901114
"ACL6A_MOUSE",-0.61983678629304,0.124980215923574,12.7380791694687,-4.95947924007488,0.0002772469149664,0.0138946652083211
"ACLY_MOUSE",0.123813883802189,0.119213668162258,11.9212668227083,1.03858798836447,0.319603680375186,0.551832455124402
"ACO11_MOUSE",0.475177398330868,0.186717616546767,12.3266545830009,2.54489858599845,0.0252630676955838,0.128238108957921
"ACO13_MOUSE",-0.0750575215529379,0.172306445045289,12.0444414602368,-0.435604840742955,0.670827796830457,0.826468446237541
"ACOC_MOUSE",0.109185707518334,0.129763656178728,12.824756003253,0.841419783733191,0.41552697068923,0.634979472993784
"ACOD1_MOUSE",-0.538097736937065,0.394548996829729,10.2945132211535,-1.36382994573748,0.201697208372223,0.419467299525083
"ACON_MOUSE",0.281281488049248,0.194624217781501,13.2779033343365,1.44525430213949,0.171572230958869,0.381607157510186
"ACOT1_MOUSE",-0.27013955984391,0.198158850906729,12.6569774284476,-1.36324750879315,0.196563573704799,0.412362726487743
"ACOT2_MOUSE",0.00266301672900512,0.298312552765976,12.1396278257412,0.00892693486852442,0.993022457620965,0.996696924946255
"ACOT9_MOUSE",-0.129161740864743,0.122920138177777,13.3845338867711,-1.05077770639941,0.311963371807286,0.545458100880172
"ACOX1_MOUSE",-0.167415555895287,0.144637963013926,13.1498438090042,-1.15748004470422,0.267669034040495,0.49513464359862
"ACOX2_MOUSE",1.11822559172868,0.319040225979272,5.1348133291546,3.50496740119952,0.0164573802128814,0.102634207509424
"ACOX3_MOUSE",-0.128861950630538,0.207805140809392,12.9060320164386,-0.620109541701552,0.545979513449244,0.743113404822043
"ACPM_MOUSE",0.316032844686399,0.808497139858394,13.3845338867711,0.39088925502167,0.702030257332043,0.841945378548569
"ACS2L_MOUSE",0.134605427035553,0.333851669236677,13.1492543992857,0.403189318607621,0.693288193098422,0.83740698942318
"ACSA_MOUSE",-0.153591630394891,0.122741050786516,13.3845338867711,-1.25134687548043,0.232237920719373,0.455558208862103
"ACSF2_MOUSE",-0.0302865371040933,0.130024463291525,12.9139729886687,-0.232929529854614,0.819467278953776,0.907178760394822
"ACSF3_MOUSE",-0.0693231622780556,0.288892794432261,13.1333541025229,-0.239961548415533,0.814064761853051,0.904841109801384
"ACSL1_MOUSE",0.591112784810771,0.241222481940164,12.9414227284189,2.45048794812333,0.0292607072997843,0.139404389523011
"ACSL3_MOUSE",-0.0602503877039995,0.154609839340468,12.6764084757948,-0.389693100782038,0.703231813451796,0.842124480846764
"ACSL4_MOUSE",-0.183094745668934,0.215958283792189,12.3113541810255,-0.847824600445153,0.412715497377398,0.633384409845403
"ACSL5_MOUSE",-0.265118744249897,0.417048692318587,10.0569359214627,-0.635702135345316,0.539166206252032,0.737418434184636
"ACSL6_MOUSE",-0.0281035078221175,0.128548253274681,13.3845338867711,-0.21862224578086,0.830242627306438,0.912525771646948
"ACTB_MOUSE;ACTG_MOUSE",0.188315112951853,0.125139580036167,12.2370208439183,1.50484053804101,0.157732097729473,0.363607134773287
"ACTBL_MOUSE",-0.00932509377710414,0.287630689971804,12.7118398857326,-0.0324203713380455,0.974640330235843,0.987597144079451
"ACTH_MOUSE",-0.601953593708386,0.414403447879173,11.9938089317044,-1.45257863270456,0.171996731463454,0.381852687572698
"ACTN1_MOUSE",-0.0567029506475662,0.174600531466853,13.324614134277,-0.324758178976855,0.750406499326555,0.869768768951513
"ACTN2_MOUSE",1.12243982285694,0.541100293427027,12.8970847899357,2.07436557786364,0.0586340340141391,0.206885341412761
"ACTN3_MOUSE",1.09568071667456,0.408648159393992,13.0971057458619,2.68123247710062,0.0187566996399229,0.110514934565533
"ACTN4_MOUSE",-0.0503271930454849,0.135897965632435,13.0579158257294,-0.370330731672655,0.717073718427838,0.85162474059894
"ACTS_MOUSE",1.13166421707719,0.564287571999195,12.860639009992,2.00547428869975,0.0664232977841301,0.224781307934738
"ACTY_MOUSE",0.124433976703295,0.147282324877874,12.3736114927349,0.84486700496122,0.414223038146014,0.634076834293006
"ACTZ_MOUSE",0.565335791815207,0.243546322020718,12.6735214354856,2.32126597981272,0.0376290739556217,0.163376865402256
"ACY1_MOUSE",0.050705807326391,0.183153551118241,12.7420329643367,0.276848617003642,0.786336405202135,0.892246554295995
"ACY2_MOUSE",-0.0465619580746251,0.118098223214777,12.5317591873967,-0.394264679070965,0.700012860232061,0.841632402571639
"ACY3_MOUSE",0.293402418503005,0.219823167945225,12.9261672661703,1.33472018097799,0.205002127330957,0.424502033395109
"ACYP1_MOUSE",-0.0837083032553243,0.11675441188084,12.3012012766265,-0.716960514869086,0.486789336901076,0.696947643350914
"ACYP2_MOUSE",-0.0117309644333907,0.227495609172906,13.3507215326082,-0.0515656740630747,0.959638335497758,0.981090757304712
"ADA_MOUSE",-0.629500070341895,0.303190087645369,12.3845338867711,-2.07625544499397,0.0593114016819976,0.208196893915901
"ADA10_MOUSE",0.405578702482752,0.163634664822947,12.8995673057015,2.47856224670725,0.0278102051022794,0.135992469349436
"ADA11_MOUSE",-0.25311317844435,0.250530131984814,12.0203742306046,-1.0103103225112,0.33225193745082,0.563970945082657
"ADA17_MOUSE",0.354680461281108,0.27872083241116,11.5259449926946,1.27252942743044,0.228256641765132,0.451437489511283
"ADA22_MOUSE",0.338598587808104,0.132934417884125,12.8942313156058,2.54711002009465,0.0244499673128647,0.125570848167247
"ADA23_MOUSE",0.442720605449871,0.103662141074467,13.3845338867711,4.27080321572593,0.000855312181035917,0.0220817693190025
"ADAM9_MOUSE",0.43907513647673,0.226753148046417,13.1084615861284,1.93635740125138,0.0746842649608301,0.240371206663476
"ADAP2_MOUSE",0.158085978904059,0.155101624933387,11.7019553620017,1.01924128114037,0.32869872497951,0.561512371878907
"ADAS_MOUSE",0.0321025289173357,0.144329350195793,12.5731308870444,0.222425507173602,0.827554933877148,0.911561389225266
"ADCK1_MOUSE",-0.209228044706283,0.264141167682099,13.3845338867711,-0.792106912157272,0.44211173354941,0.657516722412866
"ADDA_MOUSE",-0.0170844485707931,0.18242859551884,12.4284340366467,-0.0936500581074126,0.926879989694685,0.963810677893867
"ADDB_MOUSE",-0.0975579579824947,0.180492590398333,12.6569456795157,-0.540509489986221,0.598229019130948,0.777298864158017
"ADDG_MOUSE",0.135111810270703,0.133186101050267,12.5560210218001,1.01445878515288,0.329514197588489,0.56184648349447
"ADH1_MOUSE",0.318751828358241,0.296980377837334,11.9652335294102,1.07330939060503,0.304301986343526,0.534787856594317
"ADHX_MOUSE",0.12214267124365,0.109308973387644,12.6802352473414,1.11740754174403,0.28454501935506,0.515364636664643
