,Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
648,DNJC2_MOUSE,ST-Ctrl,-0.271595520513975,0.735692247556808,-0.369170018327538,0.0,,1.0,,0.6,0.0
649,DNJC9_MOUSE,ST-Ctrl,1.87639227035264,0.462034251962224,4.06115404298219,0.0,,1.0,,0.6,0.0
650,DNLI3_MOUSE,ST-Ctrl,-0.273500181509748,0.281993739247648,-0.969880332235172,2.0,0.434418539351448,0.9973721824632329,,0.5,0.2
651,DNM1L_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
652,DNMT1_MOUSE,ST-Ctrl,-2.39513473003575,0.197146305168749,-12.1490216516389,0.0,,1.0,,0.483333333333333,0.0833333333333333
653,DOC10_MOUSE,ST-Ctrl,-0.0772603546083339,0.232062248271515,-0.332929441060738,4.0,0.755906014826552,1.0,,0.36,0.36
654,DOC11_MOUSE,ST-Ctrl,0.388023029231794,0.381130733078226,1.018083811027,5.0,0.355343864584119,0.9264059842007061,,0.466666666666667,0.366666666666667
655,DOCK1_MOUSE,ST-Ctrl,0.512106100129477,0.371714959439145,1.37768493606542,3.0,0.262084520012627,0.8388723395668215,,0.375,0.175
656,DOCK3_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.9,0.0
657,DOCK5_MOUSE,ST-Ctrl,-0.0026211231853707,0.430250652582527,-0.0060920841598677,6.0,0.995336753133035,1.0,,0.406666666666667,0.306666666666667
658,DOCK7_MOUSE,ST-Ctrl,0.435246746019598,0.379677942008591,1.146357736025,7.0,0.289318145552393,0.8693165980771637,,0.38,0.38
659,DOCK9_MOUSE,ST-Ctrl,0.488284085184781,0.341906926460947,1.42811989870744,5.0,0.212621899588301,0.7919657593071234,,0.566666666666667,0.366666666666667
660,DOHH_MOUSE,ST-Ctrl,0.1916070080729,0.0014167309296436,135.245870661622,0.0,,1.0,,0.76,0.06
661,DOK4_MOUSE,ST-Ctrl,-0.188758266119115,0.0960395509244769,-1.96542220681092,1.0,0.299631490134038,0.8763601262892863,,0.56,0.06
662,DOP2_MOUSE,ST-Ctrl,-0.396930355472856,0.557427555218094,-0.712075231583335,1.0,0.606069707081268,1.0,,0.771428571428571,0.171428571428571
663,DP13B_MOUSE,ST-Ctrl,0.891924092098482,0.14527534678488,6.13954199275958,1.0,0.102789100504629,0.6387275870135708,,0.55,0.05
664,DPM1_MOUSE,ST-Ctrl,-0.0462336687668795,0.220776041843051,-0.209414338534735,2.0,0.853518951176403,1.0,,0.4,0.0
665,DPP2_MOUSE,ST-Ctrl,,,,,,1.0,,,
666,DPP4_MOUSE,ST-Ctrl,0.328999158201641,0.164720348122247,1.99731946873664,3.0,0.139688447042625,0.7083831033627174,,0.442857142857143,0.142857142857143
667,DPP8_MOUSE,ST-Ctrl,0.521720760042539,0.198731149506265,2.6252591067818,1.0,0.231695297370224,0.8093036236145531,,0.433333333333333,0.0333333333333333
668,DPP9_MOUSE,ST-Ctrl,-0.276180321757741,0.289092844677085,-0.955334339271638,4.0,0.393507737100995,0.9546755558330468,,0.43,0.33
669,DPYL1_MOUSE;DPYL4_MOUSE,ST-Ctrl,-0.234883460977617,0.467234992231456,-0.502709482129844,3.0,0.649752264920271,1.0,,0.32,0.12
670,DPYL2_MOUSE,ST-Ctrl,0.42699089192249,0.351776232456785,1.21381393205678,2.0,0.348704312352269,0.9235204511360988,,0.683333333333333,0.0833333333333333
671,DPYL3_MOUSE,ST-Ctrl,-0.591156452044229,1.24156997867974,-0.476136232508498,4.0,0.658817650508811,1.0,,0.59,0.29
672,DPYL4_MOUSE,ST-Ctrl,-0.620744925914853,0.613328723312637,-1.01209172556302,3.0,0.386032497853858,0.9505908074360525,,0.5125,0.1125
673,DPYL5_MOUSE,ST-Ctrl,-0.182223704125826,0.769017066973569,-0.236956644984433,0.0,,1.0,,0.72,0.02
674,DRP2_MOUSE,ST-Ctrl,1.20026273295928,1.18500837640737,1.01287278373352,0.0,,1.0,,0.833333333333333,0.0333333333333333
675,DRS7B_MOUSE,ST-Ctrl,0.285326126635251,0.0006526310428139,437.193617706262,0.0,,1.0,,0.6,0.0
676,DRS7C_MOUSE,ST-Ctrl,2.02378207395805,0.437694402629389,4.62373304707682,2.0,0.0437297440204683,0.49469700971911745,,0.572727272727273,0.172727272727273
677,DTD2_MOUSE,ST-Ctrl,0.257200429340551,0.129954893862034,1.97915154787174,4.0,0.118916995991722,0.6724443273658195,,0.125,0.125
678,DTNA_MOUSE,ST-Ctrl,1.14593300431736,0.563745586108259,2.03271304034176,0.0,,1.0,,0.833333333333333,0.0333333333333333
679,DTX3_MOUSE,ST-Ctrl,0.922524392983284,0.841235530540246,1.09663032467356,0.0,,1.0,,0.725,0.025
680,DUS14_MOUSE,ST-Ctrl,0.0109647289581484,0.510696560977465,0.0214701444966893,1.0,0.9863337811322,1.0,,0.583333333333333,0.0833333333333333
681,DUS23_MOUSE,ST-Ctrl,-0.0766856373087882,0.238794149180278,-0.321137002610957,4.0,0.764185696183061,1.0,,0.681818181818182,0.381818181818182
682,DUS29_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.8,0.0
683,DUS3L_MOUSE,ST-Ctrl,-1.23701124677046,,,0.0,,1.0,,0.8,0.0
684,DYHC1_MOUSE,ST-Ctrl,-0.484212546579512,0.338555706267613,-1.43023005554295,7.0,0.195732241992063,0.7737580349662478,,0.551219512195122,0.551219512195122
685,DYL1_MOUSE,ST-Ctrl,1.09469647925383,0.621564795191805,1.76119446873761,0.0,,1.0,,0.72,0.02
686,DYN1_MOUSE,ST-Ctrl,0.194720875133778,0.37920041509051,0.51350385544093,4.0,0.634661156833169,1.0,,0.457142857142857,0.357142857142857
687,DYN1_MOUSE;DYN2_MOUSE,ST-Ctrl,0.631620407128019,0.432217369361377,1.4613489690645,2.0,0.281399058077762,0.8630110119048944,,0.6,0.0
688,DYN3_MOUSE,ST-Ctrl,0.474146716183675,0.296789482851034,1.59758597787531,5.0,0.171026257397938,0.7388671342513746,,0.55,0.45
689,DYR1A_MOUSE,ST-Ctrl,0.0667045749825301,0.255203224877675,0.261378260460867,2.0,0.81825572260259,1.0,,0.6125,0.2125
690,DYSF_MOUSE,ST-Ctrl,0.247329784232825,0.334216121047459,0.740029485883789,6.0,0.487217411562852,1.0,,0.572727272727273,0.572727272727273
691,DYST_MOUSE,ST-Ctrl,-0.266512654804983,0.267419224590251,-0.996609930394282,7.0,0.352149364509498,0.9257114722374011,,0.507575757575758,0.507575757575758
692,E2AK2_MOUSE,ST-Ctrl,,,,,,1.0,,,
693,E41L1_MOUSE,ST-Ctrl,0.987808460068766,0.408767378306915,2.41655404147023,3.0,0.0944601310414614,0.6235659301788733,,0.522222222222222,0.222222222222222
694,E41L2_MOUSE,ST-Ctrl,-0.361236842627323,0.269298864003115,-1.34139757315554,3.0,0.272298249545699,0.8512778897594155,,0.45,0.05
695,E41L2_MOUSE;EPB41_MOUSE,ST-Ctrl,0.15798828191179,0.170613934120155,0.925998704188645,0.0,,1.0,,0.52,0.02
696,E41L3_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.8,0.0
697,EAA1_MOUSE,ST-Ctrl,-0.115155523495957,0.885805017747936,-0.130000983499424,6.0,0.900814497510154,1.0,,0.341666666666667,0.241666666666667
698,ECH1_MOUSE,ST-Ctrl,0.982593110232649,0.501599788058219,1.95891851158159,1.0,0.300485158478047,0.8763601262892863,,0.675,0.075
699,ECHA_MOUSE,ST-Ctrl,-0.348584923851048,0.534166408551591,-0.652577395864797,6.0,0.538212605986419,1.0,,0.477777777777778,0.477777777777778
700,ECI2_MOUSE,ST-Ctrl,-0.017388771083815,0.42637398148154,-0.040782908524093,1.0,0.974051174107352,1.0,,0.48,0.08
701,ECM1_MOUSE,ST-Ctrl,,,,,,1.0,,,
702,ECM29_MOUSE,ST-Ctrl,0.601901304292698,0.23433369094342,2.56856494629288,7.0,0.0370854088172834,0.4585437320257934,,0.463636363636364,0.463636363636364
703,ECP1_MOUSE,ST-Ctrl,-1.08410089689976,0.636255109774561,-1.70387770604134,0.0,,1.0,,0.45,0.05
704,ECP1_MOUSE;ECP2_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
705,ECP2_MOUSE,ST-Ctrl,-2.1467671762058,0.412055573622987,-5.20989719258113,0.0,,1.0,,0.416666666666667,0.0166666666666667
706,ECSCR_MOUSE,ST-Ctrl,,,,,,1.0,,,
707,EDC3_MOUSE,ST-Ctrl,-0.032258580552741,0.13770536885442,-0.23425797280892,2.0,0.836581399657544,1.0,,0.316666666666667,0.116666666666667
708,EDC4_MOUSE,ST-Ctrl,-1.13676199501826,0.36244313618555,-3.13638715022128,7.0,0.0164620762775329,0.3464238306341146,,0.376470588235294,0.376470588235294
709,EEA1_MOUSE,ST-Ctrl,0.15704370665819,0.739083779473086,0.212484309654517,0.0,,1.0,,0.62,0.02
710,EF1A1_MOUSE;EF1A2_MOUSE,ST-Ctrl,0.445616655438821,0.32685773511943,1.36333519926031,4.0,0.24446876070067,0.8265257620218709,,0.55,0.15
711,EF1A2_MOUSE,ST-Ctrl,0.908961210067375,0.604937048733952,1.50257156834699,0.0,,1.0,,0.75,0.05
712,EF2_MOUSE,ST-Ctrl,-0.20287299227799,0.47269463724257,-0.429184036149499,2.0,0.709599430334674,1.0,,0.2,0.0
713,EFGM_MOUSE,ST-Ctrl,-0.442249401533591,0.272823449729699,-1.62100949156588,5.0,0.165941833393156,0.7388671342513746,,0.418181818181818,0.318181818181818
714,EFNB1_MOUSE,ST-Ctrl,,,,,,1.0,,,
715,EFNMT_MOUSE,ST-Ctrl,-0.224244891190073,0.0584560442877139,-3.83612839223889,0.0,,1.0,,0.766666666666667,0.0666666666666667
716,EGFB2_MOUSE;K1B11_MOUSE;K1B21_MOUSE;K1B24_MOUSE;K1B26_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,,
717,EGFR_MOUSE,ST-Ctrl,0.631382374894095,0.351252430685192,1.79751745393605,3.0,0.170102346797651,0.7388671342513746,,0.68125,0.38125
718,EHBP1_MOUSE,ST-Ctrl,0.204466118698607,0.430754357498733,0.474669878874546,3.0,0.667436288506879,1.0,,0.477777777777778,0.277777777777778
719,EHD2_MOUSE,ST-Ctrl,0.443010255662303,0.6708208864044,0.660400212099593,4.0,0.545089733056857,1.0,,0.590909090909091,0.490909090909091
720,EHD3_MOUSE,ST-Ctrl,0.148714752038661,0.445420205469034,0.333875181710857,3.0,0.760450046035909,1.0,,0.614285714285714,0.314285714285714
721,EI2BB_MOUSE,ST-Ctrl,-0.605691708578844,0.463071218068506,-1.30798824229503,0.0,,1.0,,0.6,0.1
722,EI2BD_MOUSE,ST-Ctrl,-0.355718641477253,0.160408993131701,-2.21757293361474,4.0,0.0908571660529509,0.6204747366809772,,0.35,0.15
723,EIF2A_MOUSE,ST-Ctrl,-0.339607150556787,0.313311899373926,-1.0839267555283,7.0,0.314313121120064,0.8895091779783425,,0.5875,0.5875
724,EIF3A_MOUSE,ST-Ctrl,-0.309657539760113,0.764764616471092,-0.404905683514736,0.0,,1.0,,0.583333333333333,0.0833333333333333
725,EIF3B_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.9,0.0
726,EIF3C_MOUSE,ST-Ctrl,-0.579189122330143,0.133284487730638,-4.34551036052041,4.0,0.0122000079355078,0.3313204309244635,,0.583333333333333,0.483333333333333
727,EIF3D_MOUSE,ST-Ctrl,-0.706226089395399,0.288632193415038,-2.44680290524585,1.0,0.246996300647754,0.8278278260141653,,0.45,0.15
728,EIF3E_MOUSE,ST-Ctrl,0.212563787502843,0.290102034262043,0.732720775445643,0.0,,1.0,,0.7,0.0
729,EIF3L_MOUSE,ST-Ctrl,-0.237599509658083,0.621364559031566,-0.382383427256289,0.0,,1.0,,0.55,0.05
730,EIF3M_MOUSE,ST-Ctrl,-0.304871760858617,0.129518542900814,-2.35388504248452,1.0,0.255746901511234,0.8346231571757758,,0.4,0.0
731,ELAP2_MOUSE,ST-Ctrl,0.175458155446975,0.441861735286196,0.397088368227517,3.0,0.717865671523738,1.0,,0.46,0.16
732,ELAV2_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.55,0.05
733,ELNE_MOUSE,ST-Ctrl,-4.23078186298736,0.113242285954262,-37.3604420586859,0.0,,1.0,,0.458333333333333,0.0583333333333333
734,ELOV4_MOUSE,ST-Ctrl,0.541964279638247,0.33091536117874,1.63777310822846,2.0,0.243125135232702,0.8240565843892711,,0.22,0.02
735,ELOV6_MOUSE,ST-Ctrl,,,,,,1.0,,,
736,ELP1_MOUSE,ST-Ctrl,0.0358946235268151,0.293139070402713,0.122449127908822,3.0,0.910285586460059,1.0,,0.4,0.2
737,ELP2_MOUSE,ST-Ctrl,0.0503429371985505,0.341828804854878,0.147275292437463,3.0,0.892255622418352,1.0,,0.5,0.1
738,ELP3_MOUSE,ST-Ctrl,-0.010635690910196,0.555195787806811,-0.019156649138514,4.0,0.985633611486182,1.0,,0.5625,0.2625
739,ELP6_MOUSE,ST-Ctrl,0.746481238855904,0.433194469597316,1.72320122080462,4.0,0.159949706155207,0.729698826579908,,0.666666666666667,0.266666666666667
740,EM55_MOUSE,ST-Ctrl,,,,,,1.0,,,
741,EMAL1_MOUSE,ST-Ctrl,,,,,,1.0,,,
742,EMAL3_MOUSE,ST-Ctrl,0.489705168318155,0.0738111931834882,6.63456512755173,1.0,0.0952381146437549,0.6255815773318619,,0.6,0.2
743,EMAL4_MOUSE,ST-Ctrl,-0.435806616079426,0.439641926757121,-0.99127628543987,2.0,0.426022164465594,0.988168933656293,,0.5,0.0
744,EMB_MOUSE,ST-Ctrl,0.296994047942155,0.779355993908972,0.381076235075243,1.0,0.768214947029665,1.0,,0.7,0.2
745,EMC1_MOUSE,ST-Ctrl,0.330284769570795,0.291626068703345,1.13256256904377,6.0,0.300618930472107,0.8763601262892863,,0.45,0.45
746,EMC3_MOUSE,ST-Ctrl,-0.296338372332851,0.47184521725455,-0.628041487963167,5.0,0.557542696719452,1.0,,0.27,0.27
747,EMC6_MOUSE,ST-Ctrl,-1.24138823585903,0.0003126738710795,-3970.23336671141,0.0,,1.0,,0.6,0.0
748,EMD_MOUSE,ST-Ctrl,,,,,,1.0,,,
749,EMIL1_MOUSE,ST-Ctrl,-0.0982267362584431,0.287463611852902,-0.34170146136168,3.0,0.755110788391471,1.0,,0.15,0.05
750,ENAH_MOUSE,ST-Ctrl,-0.135101267917782,0.349563520909391,-0.386485602291438,3.0,0.724919493458535,1.0,,0.485714285714286,0.185714285714286
751,ENOA_MOUSE,ST-Ctrl,0.031095149033651,0.55174368044217,0.0563579613793332,6.0,0.956886546610164,1.0,,0.48125,0.38125
752,ENOB_MOUSE,ST-Ctrl,0.610178854619467,0.480985392006565,1.26860163481044,2.0,0.332254820752509,0.9069599861678185,,0.675,0.275
753,ENPL_MOUSE,ST-Ctrl,-0.665496104335509,0.0023323569914034,-285.332008259623,0.0,,1.0,,0.52,0.12
754,ENPP4_MOUSE,ST-Ctrl,,,,,,1.0,,,
755,EOGT_MOUSE,ST-Ctrl,,,,,,1.0,,,
756,EP15R_MOUSE,ST-Ctrl,-0.51232331340488,0.366682128820366,-1.3971864815257,5.0,0.221197172270962,0.7988289647895972,,0.446153846153846,0.346153846153846
757,EPB41_MOUSE,ST-Ctrl,-0.376501458293705,0.0015204331200684,-247.627766933112,0.0,,1.0,,0.65,0.25
758,EPB42_MOUSE,ST-Ctrl,-0.459057817741238,0.269557049717316,-1.70300802083512,2.0,0.230677948584056,0.8093036236145531,,0.2,0.0
759,EPHB2_MOUSE,ST-Ctrl,0.398950064544649,0.262952906000695,1.51719207295467,3.0,0.226497475066863,0.8073305023210505,,0.35,0.15
760,EPHB3_MOUSE,ST-Ctrl,0.229479401247564,0.467212632773845,0.491166944449133,3.0,0.656995642597667,1.0,,0.15,0.05
761,EPN2_MOUSE,ST-Ctrl,-0.95614164757117,0.292986980911453,-3.26342707992249,3.0,0.0470096901687298,0.503787378028462,,0.1,0.0
762,EPN4_MOUSE,ST-Ctrl,0.147496342357346,0.49853456166276,0.295859813340528,4.0,0.782060777594929,1.0,,0.5125,0.3125
763,EPS15_MOUSE,ST-Ctrl,0.0632500726192963,0.31223080660285,0.202574734080449,2.0,0.858205335491162,1.0,,0.36,0.06
764,EPS8_MOUSE,ST-Ctrl,-0.0389576986763492,0.181424146328801,-0.214732710417415,2.0,0.849881677603441,1.0,,0.416666666666667,0.216666666666667
765,ERAP1_MOUSE,ST-Ctrl,-0.651196871444187,0.495176357421181,-1.31508070142028,4.0,0.258805258702538,0.8388723395668215,,0.4375,0.4375
766,ERBIN_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
767,ERF1_MOUSE,ST-Ctrl,-0.259717080273606,0.484337025232169,-0.536232141552898,1.0,0.686648448030818,1.0,,0.3,0.0
768,ERF3A_MOUSE,ST-Ctrl,,,,,,1.0,,,
769,ERF3B_MOUSE,ST-Ctrl,-0.391526469181219,0.201892744630072,-1.93927954121687,5.0,0.110172489246677,0.6603848455785553,,0.488888888888889,0.488888888888889
770,ERG1_MOUSE,ST-Ctrl,-0.0416080104085821,0.0513156022252373,-0.810825725594214,2.0,0.502611293957876,1.0,,0.24,0.04
771,ERG24_MOUSE,ST-Ctrl,-0.333295987238834,0.222654672695131,-1.4969188977911,1.0,0.374938478483867,0.940774983752951,,0.366666666666667,0.0666666666666667
772,ERGI2_MOUSE,ST-Ctrl,-0.294526052245815,0.237108514373323,-1.24215721659868,3.0,0.302432825642464,0.8768723119742045,,0.28,0.08
773,ERLN2_MOUSE,ST-Ctrl,-0.0587965623244928,0.387203782001255,-0.151849142641645,1.0,0.904062732329951,1.0,,0.5,0.1
774,ERMP1_MOUSE,ST-Ctrl,-0.463691945919609,0.625598989214109,-0.741196763284591,1.0,0.593936413847261,1.0,,0.566666666666667,0.166666666666667
775,ERO1A_MOUSE,ST-Ctrl,,,,,,1.0,,,
776,ERP29_MOUSE,ST-Ctrl,-0.910528289964464,0.198917676025565,-4.57741266717515,2.0,0.0445606731484109,0.49948049641453296,,0.2,0.0
777,ERP44_MOUSE,ST-Ctrl,-0.614668636418439,0.357840832094978,-1.71771519985538,2.0,0.227986970472823,0.8082796360215393,,0.45,0.15
778,EST1_MOUSE,ST-Ctrl,,,,,,1.0,,,
779,EST1D_MOUSE,ST-Ctrl,1.00636536872398,0.382979557861056,2.62772607066689,4.0,0.058324986954096,0.5356829781193047,,0.506666666666667,0.406666666666667
780,ESYT1_MOUSE,ST-Ctrl,-0.30188748731253,0.223397923798185,-1.35134419416203,5.0,0.23450740887459,0.8114729726636426,,0.418181818181818,0.218181818181818
781,ESYT2_MOUSE,ST-Ctrl,0.964961214845413,0.371615157410838,2.59666807341392,2.0,0.121798811195573,0.6787778271575597,,0.566666666666667,0.0666666666666667
782,ETFB_MOUSE,ST-Ctrl,0.0958596243939879,0.578316432948511,0.165756355746721,1.0,0.895427028853786,1.0,,0.616666666666667,0.0166666666666667
783,ETHE1_MOUSE,ST-Ctrl,-1.04944473884576,0.250962294244886,-4.18168291776027,6.0,0.0058026259951167,0.25600682078404824,,0.411111111111111,0.411111111111111
784,EVI5_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
785,EWS_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.6125,0.1125
786,EXC6B_MOUSE,ST-Ctrl,1.09693133659516,0.286149243141889,3.83342386144717,1.0,0.162450483383815,0.7350947979003316,,0.44,0.04
787,EXOC1_MOUSE,ST-Ctrl,0.716762280587539,0.796110586149241,0.900330045923009,0.0,,1.0,,0.74,0.04
788,EXOC2_MOUSE,ST-Ctrl,-0.330706193644772,0.266556443878729,-1.24066103536116,1.0,0.431884176846251,0.9950054777926157,,0.5,0.2
789,EXOC3_MOUSE,ST-Ctrl,0.462039115298983,0.459926294154939,1.00459382551269,5.0,0.361203759906886,0.927084564192875,,0.585714285714286,0.485714285714286
790,EXOC4_MOUSE,ST-Ctrl,0.229117504583486,0.432187304752156,0.530134740341056,6.0,0.615054875429459,1.0,,0.492307692307692,0.392307692307692
791,EXOC5_MOUSE,ST-Ctrl,-0.108289332906355,0.236782447027103,-0.457336826551,6.0,0.663521063342273,1.0,,0.38,0.28
792,EXOC7_MOUSE,ST-Ctrl,-0.788287113504147,0.351049483079913,-2.24551566516536,6.0,0.0658458284066854,0.5523275763575838,,0.476190476190476,0.376190476190476
793,EXOC8_MOUSE,ST-Ctrl,0.0882447765248639,0.197360340665177,0.447125173312158,3.0,0.685094772449196,1.0,,0.266666666666667,0.0666666666666667
794,EXOG_MOUSE,ST-Ctrl,0.178591711913892,0.515191468895107,0.346651143694022,3.0,0.751743430493666,1.0,,0.52,0.12
795,EXOS6_MOUSE,ST-Ctrl,1.77574190110252,0.590035203164826,3.00955246666269,1.0,0.204226373726679,0.7846406638264564,,0.5,0.0
796,EXOS8_MOUSE,ST-Ctrl,0.361745570904459,0.213458672118384,1.69468669187559,0.0,,1.0,,0.7,0.0
797,EXOS9_MOUSE,ST-Ctrl,0.109052932461762,0.0641031739686091,1.70120956124832,0.0,,1.0,,0.583333333333333,0.0833333333333333
798,F120A_MOUSE,ST-Ctrl,-0.457407136091692,,,0.0,,1.0,,0.8,0.0
799,F13A_MOUSE,ST-Ctrl,0.225409469798175,0.164033184895246,1.37416992751878,2.0,0.303119749744627,0.8779024185234697,,0.3375,0.1375
800,F13B_MOUSE,ST-Ctrl,-0.624505722843541,0.253542754626767,-2.46311800060253,1.0,0.245518167439635,0.8268739218847794,,0.38,0.08
801,F16B1_MOUSE,ST-Ctrl,-0.350440520611443,0.207174484568921,-1.69152355484616,2.0,0.232808141834367,0.8114729726636426,,0.466666666666667,0.166666666666667
802,F16P1_MOUSE,ST-Ctrl,,,,,,1.0,completeMissing,,
803,F262_MOUSE,ST-Ctrl,-0.228339717411432,0.650469213967582,-0.35103846962819,2.0,0.759089130308531,1.0,,0.642857142857143,0.242857142857143
804,F264_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
805,F91A1_MOUSE,ST-Ctrl,0.333427952937465,0.21894465698957,1.5228869136247,5.0,0.188284401817194,0.7632720671257229,,0.35,0.35
806,FA2H_MOUSE,ST-Ctrl,0.556454093974161,0.395720977057277,1.40617790371426,3.0,0.254351728105005,0.8346231571757758,,0.14,0.04
807,FA98B_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.775,0.075
808,FAAH1_MOUSE,ST-Ctrl,-0.16635383551027,0.337408926138926,-0.493033297648371,4.0,0.647829343494522,1.0,,0.36,0.36
809,FABPL_MOUSE,ST-Ctrl,,,,,,1.0,completeMissing,,
810,FACR1_MOUSE,ST-Ctrl,-0.282373081024298,0.393607497205112,-0.71739761826018,2.0,0.547602339438728,1.0,,0.47,0.17
811,FAD1_MOUSE,ST-Ctrl,0.719766891166464,0.360314189417114,1.99760906538497,3.0,0.139649232410552,0.7083831033627174,,0.555555555555556,0.355555555555556
812,FADS2_MOUSE,ST-Ctrl,-0.0262675203972194,0.178778367431016,-0.146927845771693,3.0,0.892507387229212,1.0,,0.325,0.225
813,FAF1_MOUSE,ST-Ctrl,-0.591070891311036,0.278709236137024,-2.12074382429308,2.0,0.168019303599009,0.7388671342513746,,0.481818181818182,0.181818181818182
814,FAK1_MOUSE,ST-Ctrl,-0.344384800664774,0.338350058780685,-1.01783579381022,4.0,0.366311735284757,0.9333863083196191,,0.209090909090909,0.209090909090909
815,FAKD4_MOUSE,ST-Ctrl,0.138482079734912,0.242213893286371,0.571734667470885,3.0,0.607531526616522,1.0,,0.514285714285714,0.214285714285714
816,FBLN3_MOUSE,ST-Ctrl,0.453685151630303,0.404268079266718,1.12223837324287,3.0,0.343478178295991,0.9184217577002619,,0.32,0.12
817,FBLN4_MOUSE,ST-Ctrl,0.0784659799552325,0.439087001481705,0.17870257987699,3.0,0.869558207408149,1.0,,0.45,0.25
818,FBLN5_MOUSE,ST-Ctrl,-1.33914135365789,0.255890043539967,-5.23326869280373,0.0,,1.0,,0.475,0.075
819,FBN1_MOUSE,ST-Ctrl,0.746531875959741,0.738054771654822,1.01148573876965,7.0,0.345462318882606,0.9200099131997365,,0.468888888888889,0.468888888888889
820,FBX2_MOUSE,ST-Ctrl,-0.562620515976481,0.617368984382034,-0.911319697311399,4.0,0.413679785858961,0.9759149912340923,,0.663636363636364,0.263636363636364
821,FBX22_MOUSE,ST-Ctrl,0.292550249982846,0.295914258843924,0.988631812220808,2.0,0.427050282277583,0.988168933656293,,0.516666666666667,0.116666666666667
822,FBX3_MOUSE,ST-Ctrl,-0.018672540362715,0.296798640345482,-0.0629131600501258,2.0,0.955557632619046,1.0,,0.45,0.05
823,FBX4_MOUSE,ST-Ctrl,0.257002394577148,0.232031830746428,1.10761697543993,3.0,0.34885127367517,0.9235204511360988,,0.4,0.1
824,FBX6_MOUSE,ST-Ctrl,0.316811954576174,0.326754921586843,0.96957056694852,4.0,0.38716463124659,0.9507254568948228,,0.5,0.1
825,FCL_MOUSE,ST-Ctrl,0.686011213973347,0.554599973595806,1.23694779414705,5.0,0.271031795707699,0.8505489971284853,,0.458333333333333,0.258333333333333
826,FDFT_MOUSE,ST-Ctrl,-0.87896140733914,0.320448787640579,-2.74290757599932,1.0,0.222563040674173,0.8004854441208897,,0.5625,0.2625
827,FEN1_MOUSE,ST-Ctrl,-2.36145951222052,0.368908845779347,-6.40120056549949,3.0,0.0077230357482147,0.28275995538441223,,0.46,0.06
828,FERM2_MOUSE,ST-Ctrl,,,,,,1.0,,,
829,FETUB_MOUSE,ST-Ctrl,0.95272010321597,0.845382102102667,1.12696980554276,1.0,0.462041925281269,1.0,,0.813333333333333,0.213333333333333
830,FGGY_MOUSE,ST-Ctrl,-0.433511878953225,0.256543553662348,-1.68981786041599,1.0,0.340179861714829,0.9136199950339517,,0.616666666666667,0.116666666666667
831,FHOD1_MOUSE,ST-Ctrl,0.476690541976231,0.177577291168065,2.68441160939365,3.0,0.0747680638235373,0.5661288457007972,,0.288888888888889,0.188888888888889
832,FIBA_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.78,0.28
833,FIBB_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.625,0.025
834,FIBG_MOUSE,ST-Ctrl,1.02366818809067,0.0852286516412635,12.0108457470311,1.0,0.0528817767735845,0.5300587017375434,,0.65,0.05
835,FIBP_MOUSE,ST-Ctrl,-0.0285514109095023,0.133133964213776,-0.21445625147657,2.0,0.850070601118795,1.0,,0.2,0.0
836,FINC_MOUSE,ST-Ctrl,-0.322542671138486,0.451876142424763,-0.713785572762761,6.0,0.502167976596957,1.0,,0.452380952380952,0.352380952380952
837,FKB10_MOUSE,ST-Ctrl,-0.667142418270575,0.285483095563607,-2.33688939428616,4.0,0.079648986114552,0.5792380404844798,,0.1625,0.1625
838,FKB15_MOUSE,ST-Ctrl,-0.267080555385633,0.231258082949811,-1.15490257455605,4.0,0.312426193251954,0.8883333436786132,,0.582758620689655,0.482758620689655
839,FKB1A_MOUSE,ST-Ctrl,2.3091327730769,1.86390565407597,1.23886784077687,0.0,,1.0,,0.5,0.0
840,FKBP4_MOUSE,ST-Ctrl,-1.09202006015125,0.129114342808836,-8.4577749953626,0.0,,1.0,,0.475,0.075
841,FKBP7_MOUSE,ST-Ctrl,-0.789908450915225,0.44425522882385,-1.77805099335911,4.0,0.150024683912273,0.7142761290133605,,0.311111111111111,0.311111111111111
