,Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
0,1433B_MOUSE;1433G_MOUSE,ST-Ctrl,0.620339974365192,0.429605991973198,1.4439742134786,0.0,,1.0,,0.8,0.0
1,1433F_MOUSE,ST-Ctrl,-0.565371910656954,0.429941030102388,-1.31499873487839,3.0,0.279993559715725,0.8610340264011171,,0.3,0.0
2,1433G_MOUSE,ST-Ctrl,-0.281554386201124,0.523151970377476,-0.538188522921879,2.0,0.644327590428344,1.0,,0.533333333333333,0.133333333333333
3,1433T_MOUSE,ST-Ctrl,-0.366937306884905,0.568476628285103,-0.645474745359062,3.0,0.564588466940604,1.0,,0.5,0.2
4,2A5A_MOUSE,ST-Ctrl,0.408292384784265,0.169737233814344,2.40543795612252,2.0,0.137948354547263,0.7053549512118752,,0.42,0.12
5,2A5A_MOUSE;2A5E_MOUSE,ST-Ctrl,0.295956002081589,0.208781666284141,1.41753827023685,1.0,0.391122131423366,0.9546755558330468,,0.6,0.0
6,2A5B_MOUSE,ST-Ctrl,0.737072392824341,0.555337676835204,1.3272508305664,1.0,0.411063615962292,0.9759149912340923,,0.633333333333333,0.0333333333333333
7,2AAA_MOUSE,ST-Ctrl,-0.228031523580943,0.67789638624882,-0.336381087444306,3.0,0.758738491751633,1.0,,0.483333333333333,0.0833333333333333
8,2ABA_MOUSE;2ABD_MOUSE,ST-Ctrl,0.407441767444278,0.291806599844811,1.39627331136775,2.0,0.297421224963574,0.8761014225085326,,0.48,0.08
9,4F2_MOUSE,ST-Ctrl,-0.248873579053522,0.430736053281832,-0.577786737741878,7.0,0.581509262481202,1.0,,0.482352941176471,0.482352941176471
10,5NTD_MOUSE,ST-Ctrl,-0.500258523981656,0.293441483606817,-1.70479823722522,1.0,0.337722440469446,0.9136199950339517,,0.733333333333333,0.0333333333333333
11,6PGD_MOUSE,ST-Ctrl,0.137889029844539,0.567460896451762,0.242993007459608,0.0,,1.0,,0.483333333333333,0.0833333333333333
12,AAAT_MOUSE,ST-Ctrl,-0.147091663455874,0.0004613483759601,-318.829914920052,0.0,,1.0,,0.7,0.1
13,AACS_MOUSE,ST-Ctrl,0.0137914846502156,0.185004605092309,0.0745467100309974,4.0,0.944154603170722,1.0,,0.0727272727272728,0.0727272727272727
14,AAK1_MOUSE,ST-Ctrl,0.486921818345885,0.301099148770723,1.6171477745248,4.0,0.181154073639572,0.7518729780860093,,0.366666666666667,0.366666666666667
15,AAKG1_MOUSE,ST-Ctrl,1.0154318899852,0.18931348373794,5.36375893536897,0.0,,1.0,,0.6,0.1
16,AAKG2_MOUSE,ST-Ctrl,0.0806537440934492,0.282274642518423,0.285727911561115,3.0,0.79367956883442,1.0,,0.62,0.22
17,AAPK2_MOUSE,ST-Ctrl,0.720890194400557,0.199903740390453,3.606186622584,2.0,0.0690287959688585,0.5526807773353692,,0.35,0.05
18,AASD1_MOUSE,ST-Ctrl,0.0586557315179703,0.37049872589821,0.158315609252824,6.0,0.879402142042286,1.0,,0.40625,0.40625
19,AATM_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.8,0.0
20,AB1IP_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
21,ABC8B_MOUSE,ST-Ctrl,0.684503746947982,0.46504866622578,1.47189702209716,4.0,0.215024152682117,0.7931641961804446,,0.572727272727273,0.272727272727273
22,ABCA2_MOUSE,ST-Ctrl,-0.367847454293468,0.415221750378175,-0.885906034446512,5.0,0.416235804387127,0.9785466926574231,,0.453333333333333,0.453333333333333
23,ABCA6_MOUSE,ST-Ctrl,1.32726316151935,0.235093498897771,5.64568211261557,5.0,0.0024198934468855,0.19728883205902584,,0.38,0.28
24,ABCA7_MOUSE,ST-Ctrl,0.339378602841044,0.503154771121805,0.674501410538918,1.0,0.622225331601736,1.0,,0.5,0.0
25,ABCB6_MOUSE,ST-Ctrl,-0.404564735515345,0.353750710302255,-1.14364359910309,3.0,0.335760098913527,0.9115965563636783,,0.366666666666667,0.266666666666667
26,ABCB9_MOUSE,ST-Ctrl,0.257561717283391,0.269317321474091,0.95635035976759,6.0,0.37582463696586,0.942105492830072,,0.62,0.52
27,ABCBA_MOUSE,ST-Ctrl,0.0317210240408847,0.299476508925757,0.105921576803036,1.0,0.932818726679418,1.0,,0.46,0.06
28,ABCD1_MOUSE,ST-Ctrl,0.95267395958151,0.19187312116545,4.96512462920759,0.0,,1.0,,0.5,0.0
29,ABCF1_MOUSE,ST-Ctrl,-0.681874834986617,0.223484767272626,-3.05110206529113,4.0,0.0379872775017676,0.4634006546506775,,0.288888888888889,0.288888888888889
30,ABCF2_MOUSE,ST-Ctrl,0.636696449789508,0.00105992754293,600.69808925752,0.0,,1.0,,0.609090909090909,0.209090909090909
31,ABCF3_MOUSE,ST-Ctrl,0.648326662568163,0.523724356569963,1.23791581284144,1.0,0.432573363248874,0.9952750619310335,,0.4,0.0
32,ABD12_MOUSE,ST-Ctrl,0.0892829161280146,0.27337887659743,0.326590398055846,3.0,0.765436034144895,1.0,,0.4,0.1
33,ABEC2_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.7,0.0
34,ABHD6_MOUSE,ST-Ctrl,0.328475958845284,0.456702212691173,0.71923443705188,0.0,,1.0,,0.533333333333333,0.133333333333333
35,ABHGA_MOUSE,ST-Ctrl,-0.460469777714922,0.276826145140121,-1.66338976935089,0.0,,1.0,,0.4,0.0
36,ABLM1_MOUSE,ST-Ctrl,-0.381356166847515,0.357633788535739,-1.06633147949723,6.0,0.32728992125898,0.906207947311899,,0.352380952380952,0.352380952380952
37,ABLM2_MOUSE,ST-Ctrl,0.20853503117688,0.327174849713704,0.637380994778051,4.0,0.558532305929734,1.0,,0.61304347826087,0.51304347826087
38,ACACA_MOUSE,ST-Ctrl,0.101998828143958,0.280818397699228,0.363219892213775,5.0,0.731291402217083,1.0,,0.456,0.456
39,ACACB_MOUSE,ST-Ctrl,1.59707152313801,0.151576161282606,10.5364294069986,3.0,0.0018259275437166,0.19728883205902584,,0.663636363636364,0.263636363636364
40,ACAD8_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.8,0.0
41,ACADL_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.7,0.0
42,ACADM_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.85,0.05
43,ACADV_MOUSE,ST-Ctrl,0.203957840706696,0.291533214763083,0.699604128718039,6.0,0.510373640407336,1.0,,0.51,0.41
44,ACAP2_MOUSE,ST-Ctrl,0.0172215579245303,0.249253211361468,0.0690926220387006,1.0,0.95608406377211,1.0,,0.46,0.06
45,ACBD5_MOUSE,ST-Ctrl,-0.26299893003451,0.25318735441211,-1.0387522340726,2.0,0.408020470941571,0.9758002679037514,,0.38,0.08
46,ACBG1_MOUSE,ST-Ctrl,-0.696377862107026,0.455130276294046,-1.53006270595173,6.0,0.17687466884963,0.7467518486607296,,0.555555555555556,0.455555555555556
47,ACE_MOUSE,ST-Ctrl,0.921696991530982,0.546970761146708,1.68509371433067,5.0,0.152784825881572,0.7169096577947311,,0.333333333333333,0.333333333333333
48,ACES_MOUSE,ST-Ctrl,-0.0729480990598877,0.389286317077317,-0.187389322099907,3.0,0.863312845809336,1.0,,0.48,0.18
49,ACINU_MOUSE,ST-Ctrl,-1.33536909924834,0.300708481138245,-4.44074305517983,5.0,0.0067601963951433,0.27518590994453607,,0.388888888888889,0.388888888888889
50,ACLY_MOUSE,ST-Ctrl,0.614839298354565,0.262257864715823,2.34440747476073,5.0,0.0660173958669859,0.5523275763575838,,0.508333333333333,0.308333333333333
51,ACOC_MOUSE,ST-Ctrl,-0.712320446756192,0.274626194082018,-2.59378188281434,6.0,0.0410031263468165,0.4795158460745277,,0.425,0.425
52,ACON_MOUSE,ST-Ctrl,-0.481337902443071,0.694670709356225,-0.69290081755303,5.0,0.519231594659655,1.0,,0.563636363636364,0.463636363636364
53,ACOX2_MOUSE,ST-Ctrl,0.41306347510822,0.283363350067126,1.45771665605439,0.0,,1.0,,0.8,0.0
54,ACOX3_MOUSE,ST-Ctrl,0.0472287706710233,0.011421922303975,4.13492312538205,0.0,,1.0,,0.6,0.0
55,ACS2L_MOUSE,ST-Ctrl,-0.416066777586646,0.360727418164467,-1.15341046074005,2.0,0.36796871504741,0.9336840172753694,,0.575,0.275
56,ACSA_MOUSE,ST-Ctrl,0.658920700720468,0.448351282096515,1.46965276342987,3.0,0.237995908154968,0.8181952853174326,,0.3,0.2
57,ACSL3_MOUSE,ST-Ctrl,0.651151629687241,0.140094580831652,4.64794302407536,1.0,0.13491151490278,0.7016320904686648,,0.633333333333333,0.133333333333333
58,ACSL5_MOUSE,ST-Ctrl,0.0079083460569844,0.313105015417536,0.0252578070218338,3.0,0.981435486598557,1.0,,0.375,0.175
59,ACSL6_MOUSE,ST-Ctrl,-0.30404906517458,0.392050953777323,-0.775534563161078,3.0,0.494546754097396,1.0,,0.427272727272727,0.227272727272727
60,ACTBL_MOUSE,ST-Ctrl,0.236308161471029,0.167174023338783,1.41354593705114,4.0,0.23038141717602,0.8093036236145531,,0.563636363636364,0.263636363636364
61,ACTH_MOUSE,ST-Ctrl,,,,,,1.0,,,
62,ACTH_MOUSE;ACTS_MOUSE,ST-Ctrl,0.884531296250291,0.557462504254512,1.58670993923289,4.0,0.187766576194772,0.7632720671257229,,0.642105263157895,0.442105263157895
63,ACTN1_MOUSE,ST-Ctrl,-0.120134784433164,0.249818300474279,-0.480888646688767,2.0,0.678063640584804,1.0,,0.63,0.23
64,ACTN2_MOUSE,ST-Ctrl,2.04001848736167,0.651905346340562,3.12931700715942,4.0,0.0352084480647903,0.453980841738095,,0.483333333333333,0.283333333333333
65,ACTN2_MOUSE;ACTN3_MOUSE,ST-Ctrl,1.4114732345119,0.972424310641708,1.45149932911535,2.0,0.283753680966554,0.8653438531022447,,0.54,0.04
66,ACTN3_MOUSE,ST-Ctrl,1.02271226106937,0.757603976605032,1.34992990091253,1.0,0.405891982245218,0.9758002679037514,,0.6,0.2
67,ACTN4_MOUSE,ST-Ctrl,0.0656050469797395,0.15408112210314,0.425782510435147,3.0,0.698966120377903,1.0,,0.26,0.16
68,ACTS_MOUSE,ST-Ctrl,1.20520157527707,0.437895812044926,2.75225645490628,4.0,0.0512554639750153,0.5256703456246137,,0.533333333333333,0.233333333333333
69,ACTY_MOUSE;ACTZ_MOUSE,ST-Ctrl,-0.33925711601097,0.251315816535608,-1.34992345761454,4.0,0.248373439201486,0.8279895189308665,,0.08,0.08
70,ACY1_MOUSE,ST-Ctrl,0.649517085324353,0.233601113871191,2.78045371685385,3.0,0.0689646193069158,0.5526807773353692,,0.533333333333333,0.133333333333333
71,ADA_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
72,ADA10_MOUSE,ST-Ctrl,0.0188762637469722,0.352319767135252,0.0535770782901482,4.0,0.959841203373917,1.0,,0.216666666666667,0.216666666666667
73,ADA17_MOUSE,ST-Ctrl,0.0027251544444779,0.64812923230702,0.0042046467103139,2.0,0.997026878939106,1.0,,0.733333333333333,0.233333333333333
74,ADAS_MOUSE,ST-Ctrl,-0.137851011256935,0.316777216113709,-0.435167064563925,6.0,0.678658371874206,1.0,,0.366666666666667,0.366666666666667
75,ADDG_MOUSE,ST-Ctrl,-0.289456517446189,0.267799004302436,-1.08087226911155,3.0,0.35889474479155,0.9264059842007061,,0.54,0.24
76,ADH1_MOUSE,ST-Ctrl,0.002350368528165,0.12789821917157,0.0183768667256591,1.0,0.988302239983561,1.0,,0.5,0.1
77,ADHX_MOUSE,ST-Ctrl,0.427404704337367,0.481983769361067,0.886761612126376,2.0,0.468761735004026,1.0,,0.475,0.075
78,ADPRH_MOUSE,ST-Ctrl,-0.798125428424275,0.342275273414692,-2.33182321486977,3.0,0.101978194703453,0.6369487008326145,,0.55,0.15
79,ADPRS_MOUSE,ST-Ctrl,-0.215571284967805,0.154037638746171,-1.39947149750219,0.0,,1.0,,0.825,0.025
80,ADRM1_MOUSE,ST-Ctrl,-0.365333879553503,0.113831343828956,-3.20943131535421,1.0,0.192289748449463,0.7700747424809397,,0.766666666666667,0.0666666666666667
81,ADRO_MOUSE,ST-Ctrl,0.133039683181312,0.105459108216347,1.26152861930507,1.0,0.426705325644308,0.988168933656293,,0.375,0.075
82,AEBP1_MOUSE,ST-Ctrl,-0.210066037314648,0.291548899016704,-0.720517340395145,2.0,0.546039742347668,1.0,,0.65,0.15
83,AEDO_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
84,AF1L2_MOUSE,ST-Ctrl,-1.21087466386966,0.171017965568424,-7.08039450618535,4.0,0.0021002315529505,0.19728883205902584,,0.175,0.175
85,AFAD_MOUSE,ST-Ctrl,-0.47584297204814,0.410163660089881,-1.16012952474597,5.0,0.298376185055937,0.8761014225085326,,0.507142857142857,0.407142857142857
86,AFF2_MOUSE,ST-Ctrl,,,,,,1.0,,,
87,AG10B_MOUSE,ST-Ctrl,0.340270253050309,0.0008590181463929,396.115325944049,0.0,,1.0,,0.566666666666667,0.0666666666666667
88,AGAP1_MOUSE,ST-Ctrl,0.0840845995309174,0.309637348267216,0.27155832460609,4.0,0.799400886388538,1.0,,0.333333333333333,0.233333333333333
89,AGAP3_MOUSE,ST-Ctrl,0.0182127989512554,1.33533315072111,0.0136391423678953,1.0,0.991317590648976,1.0,,0.75,0.05
90,AGO1_MOUSE,ST-Ctrl,0.314772881944749,0.362555352709401,0.868206412048339,1.0,0.54483639104119,1.0,,0.7375,0.2375
91,AGO3_MOUSE,ST-Ctrl,0.249057846939767,0.303504690342313,0.820606253757931,2.0,0.49811607333335,1.0,,0.583333333333333,0.183333333333333
92,AGRG1_MOUSE,ST-Ctrl,-0.545170271365119,0.3502489962811,-1.55652200906689,3.0,0.217446250550041,0.7950447328937161,,0.283333333333333,0.0833333333333333
93,AGRIN_MOUSE,ST-Ctrl,0.265577160582708,0.16212993738623,1.63805133625657,3.0,0.199937108085007,0.7827462086420527,,0.6,0.5
94,AHSA1_MOUSE,ST-Ctrl,0.120744687445676,0.39451299220435,0.306060104056428,3.0,0.779569171142745,1.0,,0.42,0.12
95,AHSA2_MOUSE,ST-Ctrl,,,,,,1.0,,,
96,AHSP_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,,
97,AINX_MOUSE,ST-Ctrl,0.73958649802235,,,0.0,,1.0,,0.8,0.0
98,AIP_MOUSE,ST-Ctrl,0.100801032623547,0.377465673413183,0.267046885911682,1.0,0.833869401044863,1.0,,0.516666666666667,0.116666666666667
99,AKA12_MOUSE,ST-Ctrl,-1.15359249736505,0.316077822426039,-3.64971034193638,3.0,0.0354995150656063,0.453980841738095,,0.416666666666667,0.216666666666667
100,AKAP9_MOUSE,ST-Ctrl,0.536933296558182,0.460943911824331,1.16485603298913,2.0,0.364224591686288,0.9317939666312797,,0.2,0.0
101,AKCL2_MOUSE,ST-Ctrl,0.436466254057375,0.0742693181354849,5.87680437918061,1.0,0.107299811358824,0.6529620019677429,,0.4,0.1
102,AKT3_MOUSE,ST-Ctrl,0.225816257093585,0.274097931030543,0.823852468512146,4.0,0.456310251798552,1.0,,0.34,0.14
103,AKTS1_MOUSE,ST-Ctrl,-0.303427544366347,0.0690803149348059,-4.39238797119997,3.0,0.0218642441711143,0.4007438147883702,,0.283333333333333,0.183333333333333
104,AL1A2_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.871428571428571,0.0714285714285714
105,AL1A3_MOUSE,ST-Ctrl,0.571988413168796,0.639650987527538,0.894219542097042,2.0,0.465566163533745,1.0,,0.366666666666667,0.166666666666667
106,AL1A7_MOUSE,ST-Ctrl,1.21421753194653,0.513122315904704,2.3663315632759,1.0,0.254540873451827,0.8346231571757758,,0.628571428571429,0.328571428571429
107,AL1B1_MOUSE,ST-Ctrl,-1.02959180068826,0.260808661813555,-3.94769020909394,3.0,0.0289886166038198,0.4279475759281799,,0.46,0.06
108,AL3A2_MOUSE,ST-Ctrl,-1.51888733330888,0.200133486497841,-7.58937127358379,5.0,0.0006305243236117,0.1685534681569555,,0.48,0.38
109,AL3B1_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.733333333333333,0.0333333333333333
110,ALAT1_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.8,0.0
111,ALAT2_MOUSE,ST-Ctrl,0.0349656991927706,0.0004427401508381,78.9756680675479,0.0,,1.0,,0.54,0.04
112,ALDOA_MOUSE,ST-Ctrl,,,,,,1.0,completeMissing,,
113,ALDOB_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.975,0.075
114,ALDOC_MOUSE,ST-Ctrl,-0.0976820569599898,0.235201463089754,-0.415312284527387,2.0,0.718228895316171,1.0,,0.45,0.05
115,ALDR_MOUSE,ST-Ctrl,0.814134473990021,0.0005736411545253,1419.24000321024,0.0,,1.0,,0.65,0.05
116,ALG1_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,,
117,ALG3_MOUSE,ST-Ctrl,-0.0085874934705373,0.316671595566896,-0.0271179783433504,4.0,0.979664631601685,1.0,,0.02,0.02
118,ALS2_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,,
119,AMBP_MOUSE,ST-Ctrl,,,,,,1.0,,,
120,AMD_MOUSE,ST-Ctrl,0.24908958585471,0.336971320636232,0.739201144430945,1.0,0.594757174267794,1.0,,0.38,0.08
121,AMFR_MOUSE,ST-Ctrl,-0.152286092806969,0.169257407958376,-0.899730739374315,0.0,,1.0,,0.5,0.0
122,AMPD1_MOUSE,ST-Ctrl,0.556095142990216,0.299305782072551,1.85794988369259,3.0,0.160155394954088,0.729698826579908,,0.26,0.06
123,AMPD3_MOUSE,ST-Ctrl,0.0953403322533049,0.238719322910484,0.399382551403499,7.0,0.701516059206574,1.0,,0.558823529411765,0.558823529411765
124,AMPE_MOUSE,ST-Ctrl,1.52729926717297,0.808933916538136,1.88803959872162,0.0,,1.0,,0.625,0.025
125,AMPN_MOUSE,ST-Ctrl,0.210650254730172,0.179321903208833,1.17470454507086,2.0,0.361038417873687,0.927084564192875,,0.4,0.1
126,AMY1_MOUSE,ST-Ctrl,1.60425351631753,0.347366261279478,4.6183342919041,1.0,0.135750547185946,0.7018589386703968,,0.66,0.06
127,AMYP_MOUSE,ST-Ctrl,,,,,,1.0,completeMissing,,
128,AN13A_MOUSE,ST-Ctrl,-0.598468764061779,0.375772781649875,-1.59263468054853,2.0,0.252250006202865,0.8334533355059951,,0.42,0.22
129,AN13C_MOUSE,ST-Ctrl,0.871262781524589,0.469259818518503,1.85667459079545,1.0,0.314519860784571,0.8895091779783425,,0.46,0.06
130,AN32A_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.8,0.0
131,AN34B_MOUSE,ST-Ctrl,0.960398094991212,0.565690048398334,1.69774613803166,0.0,,1.0,,0.7,0.0
132,ANC2_MOUSE,ST-Ctrl,,,,,,1.0,,,
133,ANCHR_MOUSE,ST-Ctrl,0.932336033594011,0.677490118521927,1.37616181860789,5.0,0.227211038367279,0.8073305023210505,,0.55,0.45
134,ANFY1_MOUSE,ST-Ctrl,0.133829894657208,0.244767143989994,0.54676413049408,4.0,0.613611224333978,1.0,,0.0333333333333333,0.0333333333333333
135,ANGL7_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.716666666666667,0.0166666666666667
136,ANGT_MOUSE,ST-Ctrl,0.253127998304925,0.375585465134655,0.673955788502554,2.0,0.569795468780922,1.0,,0.683333333333333,0.0833333333333333
137,ANK1_MOUSE,ST-Ctrl,-0.928526235686121,0.144642560647617,-6.41945380065709,4.0,0.0030267385092734,0.20030561260259602,,0.227586206896552,0.227586206896552
138,ANK1_MOUSE;ANK2_MOUSE;ANK3_MOUSE,ST-Ctrl,,,,,,1.0,,,
139,ANK2_MOUSE,ST-Ctrl,-0.254643456712947,0.330527385309052,-0.770415608603349,5.0,0.475860271361694,1.0,,0.495,0.495
140,ANK3_MOUSE,ST-Ctrl,0.738879062523126,0.167693680021103,4.40612348915082,5.0,0.0069818017183165,0.27518590994453607,,0.414285714285714,0.314285714285714
141,ANKR2_MOUSE,ST-Ctrl,0.885329201088958,0.437646526957509,2.02293208458367,4.0,0.113119292649514,0.669717992035502,,0.521428571428571,0.221428571428571
142,ANKS6_MOUSE,ST-Ctrl,,,,,,1.0,,,
143,ANM1_MOUSE,ST-Ctrl,-0.276877592828975,0.341405296667682,-0.810993840843901,4.0,0.462864709154831,1.0,,0.41,0.31
144,ANM3_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,,
145,ANM5_MOUSE,ST-Ctrl,0.0322258184251898,0.135352390166846,0.238088284850129,2.0,0.833982439776136,1.0,,0.4,0.0
146,ANM7_MOUSE,ST-Ctrl,-0.172450134744711,0.358531626426411,-0.480990021615586,1.0,0.71458788727744,1.0,,0.66,0.16
147,ANR17_MOUSE,ST-Ctrl,-0.964969752944113,0.420604276535167,-2.29424617574812,2.0,0.148734392758639,0.7131436842603287,,0.433333333333333,0.133333333333333
148,ANR46_MOUSE,ST-Ctrl,0.0787764459471369,0.22538012482858,0.349527031307897,4.0,0.744319633485839,1.0,,0.445454545454545,0.445454545454545
149,ANS1A_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.6,0.0
150,ANTR2_MOUSE,ST-Ctrl,0.183306310415737,0.290798824340225,0.630354372414089,5.0,0.556145561351785,1.0,,0.454545454545455,0.254545454545455
151,ANX11_MOUSE,ST-Ctrl,0.0196256906402532,0.359929305152673,0.0545265149552867,5.0,0.958627338724774,1.0,,0.35,0.25
152,ANXA1_MOUSE,ST-Ctrl,-0.732444836514223,0.324954538220797,-2.25399171380874,2.0,0.152926673445039,0.7169096577947311,,0.366666666666667,0.0666666666666667
153,ANXA3_MOUSE,ST-Ctrl,-0.225731531676104,0.394923391861581,-0.571583087575684,5.0,0.592338984470856,1.0,,0.4875,0.2875
154,ANXA4_MOUSE,ST-Ctrl,-0.0110710286126325,0.423009957090984,-0.0261720284051168,1.0,0.983342171938842,1.0,,0.45,0.05
155,ANXA5_MOUSE,ST-Ctrl,0.524073396191267,0.407013506928472,1.28760689085281,2.0,0.326766826440997,0.906207947311899,,0.5,0.0
156,ANXA6_MOUSE,ST-Ctrl,-0.543358107011819,0.329762235354105,-1.64772690368365,6.0,0.150506193251603,0.7152821439323539,,0.523529411764706,0.423529411764706
157,AOFA_MOUSE,ST-Ctrl,0.388070920225167,0.609225572418026,0.636990529936074,0.0,,1.0,,0.54,0.04
158,AOFB_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.566666666666667,0.0666666666666667
159,AOXA_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.9,0.0
160,AP1G1_MOUSE,ST-Ctrl,0.0458487514666699,0.131823134974889,0.347805045566573,2.0,0.761181050271943,1.0,,0.333333333333333,0.0333333333333333
161,AP1M1_MOUSE,ST-Ctrl,-0.524573196323989,0.528163016031768,-0.993203197499988,3.0,0.393822235985307,0.9546755558330468,,0.46,0.16
162,AP2A1_MOUSE;AP2A2_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.9,0.0
163,AP2B1_MOUSE,ST-Ctrl,0.0978549323488666,0.431154935959811,0.226960018748314,3.0,0.835041261192357,1.0,,0.233333333333333,0.133333333333333
164,AP2S1_MOUSE,ST-Ctrl,-0.55522837610328,0.537386741732662,-1.03320073419209,2.0,0.410081311907049,0.9759149912340923,,0.65,0.05
165,AP3B1_MOUSE,ST-Ctrl,-0.800234228125712,0.672666026518471,-1.1896456734518,2.0,0.356266744807897,0.9264059842007061,,0.6,0.3
166,AP3B1_MOUSE;AP3B2_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.8,0.0
167,AP3B2_MOUSE,ST-Ctrl,0.440589188437173,0.338195487395199,1.30276483530462,5.0,0.249425721448292,0.8284401204636286,,0.514285714285714,0.314285714285714
168,AP3D1_MOUSE,ST-Ctrl,-0.0885152963220871,0.346943027497351,-0.255129197899107,4.0,0.811204305842841,1.0,,0.481818181818182,0.381818181818182
169,APC1_MOUSE,ST-Ctrl,-0.225295655788693,0.0840354456721694,-2.68095984958054,0.0,,1.0,,0.633333333333333,0.0333333333333333
170,APEH_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,0.75,0.05
171,API5_MOUSE,ST-Ctrl,-0.191666461830333,0.171296885840326,-1.11891387219377,3.0,0.344692625046973,0.9198108470725553,,0.2,0.0
172,APOA1_MOUSE,ST-Ctrl,0.146337185393791,0.45877550822807,0.318973403700188,2.0,0.779978783680315,1.0,,0.46,0.16
173,APOB_MOUSE,ST-Ctrl,1.54413160619772,0.312359961095194,4.94343641478152,4.0,0.0077976288001537,0.28275995538441223,,0.738095238095238,0.438095238095238
174,APOE_MOUSE,ST-Ctrl,,,,,,1.0,,,
175,AQP1_MOUSE,ST-Ctrl,-0.362894154852754,0.460766101466046,-0.787588656583269,3.0,0.488430148799038,1.0,,0.466666666666667,0.0666666666666667
176,AR2BP_MOUSE,ST-Ctrl,-0.162870943003227,0.442921061761364,-0.367720022966481,3.0,0.737493642794856,1.0,,0.466666666666667,0.166666666666667
177,ARAF_MOUSE,ST-Ctrl,-0.0901860173180672,0.0341057877208072,-2.64430242914597,3.0,0.0773702207781106,0.5705368531080036,,0.34,0.24
178,ARAP1_MOUSE,ST-Ctrl,0.247462153493824,0.254473847944862,0.972446306338885,3.0,0.40255324975754,0.9713928822117038,,0.566666666666667,0.366666666666667
179,ARC1A_MOUSE,ST-Ctrl,0.102467289500025,0.437546905938114,0.234185839528067,1.0,0.853551816251022,1.0,,0.525,0.025
180,ARFG1_MOUSE,ST-Ctrl,-0.865463133139784,0.369711788041799,-2.34091300611149,0.0,,1.0,,0.65,0.05
181,ARFG2_MOUSE,ST-Ctrl,-0.696862255412527,0.401830835013088,-1.73421797107688,6.0,0.13357385498709,0.6999541888520454,,0.470588235294118,0.470588235294118
182,ARFG3_MOUSE,ST-Ctrl,-inf,,,,,1.0,oneConditionMissing,0.82,0.02
183,ARGI1_MOUSE,ST-Ctrl,,,,,,1.0,completeMissing,,
184,ARH37_MOUSE,ST-Ctrl,-0.0367088722318723,0.019975332241909,-1.83771022115245,2.0,0.207499053311728,0.7900556769485562,,0.4,0.1
185,ARH40_MOUSE,ST-Ctrl,-0.0082944155949478,0.378304373147363,-0.0219252437552893,3.0,0.983884360940494,1.0,,0.525,0.425
186,ARHG1_MOUSE,ST-Ctrl,-0.668351017732131,0.221479005048261,-3.01767211563234,3.0,0.056864081848524,0.5344828746030135,,0.166666666666667,0.0666666666666667
187,ARHG6_MOUSE,ST-Ctrl,0.374354122046385,0.312963385699595,1.19615948431015,0.0,,1.0,,0.7,0.0
188,ARHGA_MOUSE,ST-Ctrl,inf,,,,,1.0,oneConditionMissing,,
189,ARHGC_MOUSE,ST-Ctrl,-0.155992656729077,0.411296508459068,-0.37927055912414,5.0,0.720060225718254,1.0,,0.447826086956522,0.447826086956522
190,ARHGH_MOUSE,ST-Ctrl,-1.29482751434757,0.602808450083546,-2.14799164505426,6.0,0.0753147821222639,0.5661288457007972,,0.3875,0.3875
191,ARHGI_MOUSE,ST-Ctrl,0.287662214560622,0.0418629897894381,6.87151624877969,0.0,,1.0,,0.52,0.12
192,ARI1_MOUSE,ST-Ctrl,0.486322579884817,0.50428587986587,0.964378736946132,2.0,0.436606459415149,0.998811474330331,,0.433333333333333,0.133333333333333
