specie	ProteinName	LT	Ctrl	p	q	log2(A,B)
MOUSE	CSN7B_MOUSE	20.68474062495488	21.28080451079214	0.40233427865606586	0.4547711561462579	-0.5960638858372604
MOUSE	CSN8_MOUSE	23.81119857252567	24.398737011691917	0.06452755991699563	0.1227036668146369	-0.5875384391662486
MOUSE	CSPG2_MOUSE	22.515961647933786	22.37984369531892	0.11487318243292872	0.18707349360770084	0.13611795261486392
MOUSE	CSPG4_MOUSE	23.12432823834957	23.71340073619667	0.14486373068289732	0.2177186137105485	-0.589072497847102
MOUSE	CSRP1_MOUSE	25.463454079212394	25.515863158049573	0.18459696479559096	0.2589662179233166	-0.05240907883717938
MOUSE	CSRP3_MOUSE	23.331926768463923	22.929158884106517	0.09086622313062119	0.1565820276161331	0.40276788435740585
MOUSE	CSTF2_MOUSE	20.618387707862095	21.507449454319467	0.0475453084717515	0.10057079750071457	-0.8890617464573722
MOUSE	CSTF3_MOUSE	19.657140883683514	21.40302993205376		1.0	-1.7458890483702447
MOUSE	CSTN1_MOUSE	20.83125905213203	21.557004974317476	0.13956379725981324	0.21256472615014294	-0.7257459221854461
MOUSE	CT027_MOUSE	22.771618467254026	23.268980534647152	0.3607495926366181	0.42137458927048904	-0.4973620673931265
MOUSE	CTBP1_MOUSE	23.308067582344066	23.391879439335455	0.46737786877047616	0.5075202338996042	-0.08381185699138882
MOUSE	CTIF_MOUSE	20.87296879010264	21.806371886541832	0.010613702978541376	0.03906375116456217	-0.9334030964391928
MOUSE	CTL1_MOUSE	24.521322150727798	24.637466982400504	0.047418065157652074	0.10045101405591658	-0.11614483167270606
MOUSE	CTL2_MOUSE	24.60580223533678	23.873387187701812	0.002768270103715454	0.01884163948001263	0.7324150476349658
MOUSE	CTNA1_MOUSE	23.140190117978268	24.08083643467162	0.00036654982801986023	0.008837664724715014	-0.9406463166933534
MOUSE	CTNA1_MOUSE;CTNA2_MOUSE	22.219634132784396	22.917019846365992	0.04056318631836682	0.09029833881089352	-0.6973857135815962
MOUSE	CTNA2_MOUSE	19.61886728153561	20.476726182897007	0.012417721672854706	0.04277089942114074	-0.8578589013613964
MOUSE	CTNA3_MOUSE	23.290315240579744	23.568037916593752	0.7283273311070241	0.6965741743369108	-0.27772267601400813
MOUSE	CTNB1_MOUSE	23.70226332749167	24.120222805834814	0.2704014701715061	0.3431309946468724	-0.4179594783431426
MOUSE	CTNB1_MOUSE;PLAK_MOUSE	23.66885508799295	24.41715369782753	0.004557254803549814	0.024305990461852927	-0.7482986098345812
MOUSE	CTND1_MOUSE	24.174753478512258	24.592788341771765	0.3800058159553461	0.4380471450832946	-0.418034863259507
MOUSE	CTNL1_MOUSE	21.857398279313035	22.27579535051568	0.6220639367726521	0.6237618308769687	-0.41839707120264436
MOUSE	CTR2_MOUSE	21.387865102962422	21.821522127218014		1.0	-0.4336570242555915
MOUSE	CUL1_MOUSE	21.42040292432282	21.7362619963826	0.9757687324602684	0.8510389745107758	-0.31585907205978003
MOUSE	CUL2_MOUSE	21.706784034829838	22.107217301836336	0.6945454427234643	0.67486375264284	-0.4004332670064983
MOUSE	CUL3_MOUSE	22.522293382864916	22.919066956476247	0.5334968524642958	0.5593158740524501	-0.3967735736113305
MOUSE	CUL4A_MOUSE	19.58256513571756	20.5207020278498	0.057299439360576535	0.11320728876977443	-0.9381368921322419
MOUSE	CUL4B_MOUSE	21.038819540254476	21.24509913267606	0.5262861616606689	0.5533254773115346	-0.2062795924215841
MOUSE	CUL5_MOUSE	22.231205979768518	22.446006527870402	0.47593763662552635	0.5142878200474283	-0.2148005481018842
MOUSE	CUTC_MOUSE	20.5831602226541	20.856567782020672		1.0	-0.27340755936657146
MOUSE	CWC27_MOUSE	19.435403861755237	20.19345296637977	0.0652871161959975	0.12366421983565641	-0.7580491046245328
MOUSE	CX6B1_MOUSE	26.257371835852556	26.78847391216336	0.06421926806695141	0.12245683687570057	-0.5311020763108054
MOUSE	CX7A1_MOUSE	24.114310498350456	24.274197223651502	0.7335447369688121	0.7000855896119179	-0.15988672530104608
MOUSE	CX7A2_MOUSE	23.976196063981956	24.497939428885882	0.30015939125466556	0.370906865247396	-0.5217433649039265
MOUSE	CXB1_MOUSE	20.86446068950452	20.181243143812075	0.0011724424982901063	0.012693540300570422	0.6832175456924432
MOUSE	CXG3_MOUSE	23.202490991112242	23.688188446863403	0.34602178415174345	0.410183992823327	-0.4856974557511613
MOUSE	CY1_MOUSE	24.010810490601024	24.612029968185723	0.042729151547097326	0.09387306754688479	-0.6012194775846993
MOUSE	CYB5B_MOUSE	23.239438573007835	24.0610830275133	0.045903267545527586	0.09863751556958533	-0.8216444545054635
MOUSE	CYB5_MOUSE	24.849104409513057	25.629979093080074	0.007807541011179277	0.033314587810711734	-0.7808746835670171
MOUSE	CYBP_MOUSE	23.12200492514231	23.92488500532874	0.04731018288255883	0.10029715634071426	-0.80288008018643
MOUSE	CYC_MOUSE	26.761850171250302	26.86736287593203	0.3025191599714374	0.37146111747379584	-0.10551270468172902
MOUSE	CYFP1_MOUSE	22.603898162200448	23.197695094713126	0.10589008933880592	0.17609323014730965	-0.593796932512678
MOUSE	CYFP1_MOUSE;CYFP2_MOUSE	23.175924491232358	23.610455864473195	0.5657818157786269	0.5827896358140094	-0.4345313732408371
MOUSE	CYFP2_MOUSE	21.145513350570646	21.636215367112605	0.1822359372688313	0.2572088592031235	-0.49070201654195955
MOUSE	CYH1_MOUSE	20.818899603352147	20.785682320300264	0.14417722668480867	0.2172607059425725	0.03321728305188287
MOUSE	CYH3_MOUSE	22.62730005957414	23.184264700106226	0.183776436127006	0.2580696264093802	-0.5569646405320867
MOUSE	CYRIA_MOUSE	20.265159328635175	20.637851478820814	0.9046462688339948	0.8109896232299261	-0.37269215018563884
MOUSE	CYRIA_MOUSE;CYRIB_MOUSE	23.11506692424363	23.30538255623208	0.6646457875887671	0.6531729598457002	-0.19031563198844736
MOUSE	CYRIB_MOUSE	23.93628608745385	24.552593630194476	0.11256145060977502	0.18393655014928648	-0.6163075427406248
MOUSE	CYTB_MOUSE	22.68012671113948	23.246842299172798	0.31534080060948055	0.38365039680928353	-0.5667155880333183
MOUSE	CYTC_MOUSE	23.34338314243512	23.647272594309342	0.8977592486454052	0.8075086903460689	-0.3038894518742232
MOUSE	CYTSA_MOUSE	19.960151187884776	20.974414571594632		1.0	-1.0142633837098565
MOUSE	CZIB_MOUSE	22.835595088938334	23.09080944599011	0.5340159590507157	0.5595912448574225	-0.2552143570517771
MOUSE	D39U1_MOUSE	23.127059708953258	22.844252314357455	0.006967274087191344	0.03092369456436019	0.2828073945958032
MOUSE	DAB2P_MOUSE	18.772060799652603	19.805163589947096		1.0	-1.0331027902944925
MOUSE	DAG1_MOUSE	26.200451782691065	26.258095227598826	0.055593532016755	0.11075990341240072	-0.057643444907760966
MOUSE	DAZP1_MOUSE	22.345068903746494	23.31863987452797	0.006732105883321852	0.03025482048937413	-0.973570970781477
MOUSE	DBNL_MOUSE	22.315049408225658	23.073602947011878	0.05379073802028748	0.10812154812546845	-0.7585535387862201
MOUSE	DC1I1_MOUSE	22.36508710598592	23.350386250494633	0.11830787959089596	0.190281535793862	-0.985299144508712
MOUSE	DC1I2_MOUSE	22.970482778881262	23.70601398376254	0.14104034751445382	0.21412150719763626	-0.7355312048812763
MOUSE	DC1L1_MOUSE	24.2066848642968	24.731223444892112	0.2912220198502957	0.3619636224950191	-0.524538580595312
MOUSE	DC1L1_MOUSE;DC1L2_MOUSE	22.750131114515682	23.30597792682699	0.11605808441882018	0.18804868915629042	-0.5558468123113087
MOUSE	DC1L2_MOUSE	24.456686557750913	24.97378654252589	0.3177198531327297	0.38629136891409943	-0.5170999847749762
MOUSE	DCAF7_MOUSE	20.978276939996082	21.803892280803527	0.10853108954108724	0.1789993988261141	-0.8256153408074454
MOUSE	DCAF8_MOUSE	19.886057862570798	21.025109713808902	0.011445506269096364	0.04070347888227354	-1.1390518512381043
MOUSE	DCAKD_MOUSE	19.43097042075489	21.748245598636963		1.0	-2.317275177882074
MOUSE	DCLK1_MOUSE	23.165552851963238	23.4815231759046	0.9808258345784285	0.8546636235174468	-0.31597032394136093
MOUSE	DCLK2_MOUSE	21.41817564785908	20.989464719220187	0.026234099324930416	0.06809921618298463	0.4287109286388926
MOUSE	DCNL1_MOUSE	21.192478561932326	22.178954660493336	0.010905350717698653	0.03966689337597472	-0.9864760985610097
MOUSE	DCNL2_MOUSE	21.136119628201513	21.003196022570098	0.052795369114630585	0.10703631871358951	0.13292360563141514
MOUSE	DCPS_MOUSE	21.66121714014729	22.593315366804955	0.0025777921782668737	0.017931272167142995	-0.932098226657665
MOUSE	DCTN1_MOUSE	24.04844847928844	24.564310760258408	0.27602835302207823	0.34778933920795674	-0.5158622809699693
MOUSE	DCTN2_MOUSE	25.25465169825988	25.947816544348985	0.08178029316079767	0.14478357471720474	-0.693164846089104
MOUSE	DCTN3_MOUSE	23.372596221253858	23.95385363587027	0.08753776423221019	0.1525091057059013	-0.5812574146164131
MOUSE	DCTN4_MOUSE	23.11688784365183	23.563543324575505	0.39282798016351	0.4474452037489976	-0.446655480923674
MOUSE	DCTN5_MOUSE	22.81882936083218	23.277171312391776	0.6478101203858078	0.6423972736631341	-0.45834195155959634
MOUSE	DCUP_MOUSE	21.565815463239637	22.659347886929474	0.0003186079371106005	0.00841202268698495	-1.0935324236898367
MOUSE	DD19A_MOUSE	21.42460644386505	22.55202285863485	0.04500171137408714	0.09704919662339033	-1.127416414769801
MOUSE	DDAH1_MOUSE	26.954365487013128	26.722907874909378	0.011273230711931582	0.04044470915847232	0.2314576121037497
MOUSE	DDAH2_MOUSE	25.784103808923795	25.892244227488632	0.1453897086166281	0.21839374740161308	-0.1081404185648367
MOUSE	DDB1_MOUSE	23.93822746872943	23.8841929986127	0.03615094027559514	0.08361823477231022	0.05403447011672924
MOUSE	DDC_MOUSE	21.01891718565728	20.769602275347165	0.05357574284673536	0.10789130324547946	0.24931491031011532
MOUSE	DDHD2_MOUSE	18.319565183003732	20.1392577258803		1.0	-1.8196925428765667
MOUSE	DDI2_MOUSE	20.978600966977915	22.031656031817608	0.13795310214256995	0.2110109708020616	-1.0530550648396932
MOUSE	DDX17_MOUSE	22.09167083316575	23.254669609289028	0.002028172925890376	0.016199930335955754	-1.1629987761232776
MOUSE	DDX17_MOUSE;DDX5_MOUSE	24.77750207419848	25.76721912145008	0.009923580340559913	0.03779499542804952	-0.9897170472515988
MOUSE	DDX1_MOUSE	23.668000565214367	24.51427692236357	0.008700007218327858	0.03556287655318617	-0.846276357149204
MOUSE	DDX21_MOUSE	18.703658704429603	21.50365077446661	0.0005089858469025131	0.009882542901842073	-2.799992070037007
MOUSE	DDX3X_MOUSE	22.7932577032271	24.024779233546788	0.00026494201488366846	0.00841202268698495	-1.2315215303196894
MOUSE	DDX3X_MOUSE;DDX3Y_MOUSE	24.02423538308072	24.515051463997946	0.2769959579867661	0.3482284408702697	-0.4908160809172273
MOUSE	DDX3Y_MOUSE	22.486358886712804	23.656210024544745	0.01545023274863419	0.04950038415129672	-1.169851137831941
MOUSE	DDX42_MOUSE	20.140655950060072	21.13970643587416	0.07260142254221583	0.1329579534895046	-0.9990504858140881
MOUSE	DDX46_MOUSE	20.34874536791341	21.486104874234748	0.02709146527837219	0.06936646724030755	-1.1373595063213386
MOUSE	DDX5_MOUSE	23.647741864904432	24.49790987949208	0.010363365085194797	0.03854125672328815	-0.8501680145876485
MOUSE	DDX6_MOUSE	23.734797887957548	24.119519099071017	0.6156288027123795	0.6194136267111104	-0.3847212111134688
MOUSE	DECOY_ENTRAP_MAG_MOUSE	25.518157512910037	25.661395544052073	0.24858183373427986	0.32367149589900424	-0.1432380311420367
MOUSE	DECOY_ENTRAP_PRAX_MOUSE	24.837382073643578	24.987720643937084		1.0	-0.15033857029350628
MOUSE	DECOY_ENTRAP_TITIN_MOUSE	25.333660219378046	24.67042271308874	0.025492430118752175	0.0668448584824437	0.6632375062893061
MOUSE	DECR_MOUSE	24.867214782842183	25.188252060341966	0.994660458796373	0.8646002507747153	-0.3210372774997836
MOUSE	DEK_MOUSE	21.334298078323123	22.887606250605856	0.0011901587137085013	0.012741008490176387	-1.5533081722827333
MOUSE	DEMA_MOUSE	23.298792698229246	23.684193134777544	0.8999772138329829	0.8088231165798575	-0.3854004365482986
MOUSE	DENR_MOUSE	21.11982347562926	21.152356369247563	0.3012123466128762	0.371070506729951	-0.032532893618302694
MOUSE	DERM_MOUSE	23.909027570782257	23.88762126717887	0.1512932376843907	0.22563489736667472	0.021406303603388466
MOUSE	DESM_MOUSE	25.75052084513656	24.94088107880014	0.11734477483864304	0.18972639327553603	0.8096397663364208
MOUSE	DESM_MOUSE;VIME_MOUSE	23.21447177772997	24.08540075643674	0.04295023432481994	0.09414270782599346	-0.8709289787067718
MOUSE	DEST_MOUSE	24.57725276708765	25.258837785621463	0.09528845668576748	0.162431578691695	-0.6815850185338128
MOUSE	DFFA_MOUSE	23.48272419117239	23.5485019286074	0.48854451137215504	0.5232391042099588	-0.0657777374350097
MOUSE	DGKE_MOUSE	21.00166792824621	21.373520161055243	0.7970799865832958	0.7435130136929444	-0.371852232809033
MOUSE	DGKG_MOUSE	19.79304277722617	20.462581580906328		1.0	-0.6695388036801582
MOUSE	DGKH_MOUSE	21.988085979877823	22.346505468116423	0.9059050514229137	0.8109896232299261	-0.35841948823859937
MOUSE	DGKI_MOUSE	21.978557918180723	22.70570708727619	0.126942495867765	0.1983278007381834	-0.7271491690954655
MOUSE	DGKI_MOUSE;DGKZ_MOUSE	21.139664123486593	21.80108888593901	0.0817080777833853	0.14474579689716052	-0.6614247624524161
MOUSE	DGKZ_MOUSE	21.025829808367995	22.091313491562897	0.10409778289929748	0.17369539136028916	-1.065483683194902
MOUSE	DGUOK_MOUSE	21.003036005455986	21.565459768838494	0.15560325014023485	0.23019633834988745	-0.5624237633825082
MOUSE	DHB11_MOUSE	24.217376979126147	24.668119784512314	0.4777140409995526	0.5150379244060083	-0.4507428053861666
MOUSE	DHB12_MOUSE	23.773871778693167	25.167379882823575	0.0007630628196209606	0.010945696331345888	-1.393508104130408
MOUSE	DHB4_MOUSE	23.453887652017308	24.42321811908518	0.003712594076467675	0.021913761873662677	-0.9693304670678735
MOUSE	DHB7_MOUSE	21.653054676609568	23.1136114947087	0.0002387413582767857	0.00841202268698495	-1.460556818099132
MOUSE	DHB8_MOUSE	21.27601817897967	22.304084328745883	0.006602402136679888	0.029815900613228728	-1.0280661497662145
MOUSE	DHCR7_MOUSE	21.882579245302466	23.253948301328737	0.004905734103302018	0.02510242756384409	-1.3713690560262712
MOUSE	DHDH_MOUSE	23.43622723183087	23.285440636629044	0.0007357699462086047	0.010945696331345888	0.1507865952018257
MOUSE	DHE3_MOUSE	26.01907133165701	26.390319889779512	0.6503240705414748	0.644216586395927	-0.37124855812250246
MOUSE	DHH_MOUSE	22.12173793063788	21.912847020741072	0.10053077704959675	0.1694388932571297	0.2088909098968088
MOUSE	DHPR_MOUSE	25.126219582836775	25.32127042666951	0.12936603016607798	0.20101034817550328	-0.1950508438327354
MOUSE	DHR11_MOUSE	21.358036589937782	23.41029656740808	0.0035757210708133014	0.021344788181120296	-2.052259977470296
MOUSE	DHRS1_MOUSE	23.306139761462063	23.88613069613659	0.1076993074792002	0.1780403950700664	-0.5799909346745267
MOUSE	DHRS4_MOUSE	21.96224566923554	22.229830634573574		1.0	-0.26758496533803466
MOUSE	DHRS7_MOUSE	21.215016475261233	22.523398481024607	0.001856757852573353	0.015751213361301857	-1.3083820057633737
MOUSE	DHSO_MOUSE	24.285274108148492	24.243169597057285	0.10694838652724434	0.17710775841611404	0.04210451109120683
MOUSE	DHX15_MOUSE	22.463648385175645	23.259610480614608	0.010035032123057732	0.03791493359930855	-0.7959620954389628
MOUSE	DHX30_MOUSE	21.62625900841339	21.92812804568648	0.9451920798744872	0.8343461710595382	-0.301869037273093
MOUSE	DHX57_MOUSE	18.917667198023032	19.51071160691769		1.0	-0.5930444088946558
MOUSE	DHX9_MOUSE	23.144022749953837	23.96894453114183	0.01792446003282153	0.05385857102068949	-0.8249217811879923
MOUSE	DIAP1_MOUSE	18.711319391023288	19.6619003914292		1.0	-0.9505810004059114
MOUSE	DIAP2_MOUSE	20.219084963034213	20.981871138824502	0.046092402054305544	0.09882001774128756	-0.7627861757902892
MOUSE	DIC_MOUSE	22.29622055484169	23.527608600499423	0.0005169373475204943	0.009882542901842073	-1.2313880456577344
MOUSE	DIP2A_MOUSE	21.174506661623518	21.47295662481388	0.8906995658744343	0.8019193019233848	-0.298449963190361
MOUSE	DIP2B_MOUSE	21.390579794246893	22.123900992834024	0.025007795007287188	0.0662586965154134	-0.7333211985871309
MOUSE	DIRA1_MOUSE	22.952911073937734	23.002926843131313	0.06072148563847308	0.11820495407372028	-0.05001576919357831
MOUSE	DIRA2_MOUSE	22.52337102274855	22.626484703728458	0.5470619253290636	0.5694864127533195	-0.10311368097990936
MOUSE	DJB11_MOUSE	22.624541073671793	23.683222804600533	0.004362523445356789	0.023640952994428848	-1.0586817309287397
MOUSE	DJB12_MOUSE	19.02982078176592	20.931110711556272		1.0	-1.9012899297903516
MOUSE	DJC11_MOUSE	20.854710492338075	21.715275571638788	0.10444732140455587	0.17408056780660472	-0.8605650793007129
MOUSE	DKC1_MOUSE	19.632363140000447	20.725920875615444	0.04642640151465936	0.09901379406332428	-1.093557735614997
MOUSE	DLDH_MOUSE	25.901315483876562	26.256844733921334	0.7718217612082787	0.7256623725407664	-0.3555292500447713
MOUSE	DLG1_MOUSE	22.551183369968086	23.3275484097774	0.020118544526228695	0.057815977518662104	-0.7763650398093134
MOUSE	DLG2_MOUSE	20.92203140989303	21.494255298107056	0.34523210676019006	0.40941847797941033	-0.572223888214026
MOUSE	DLG3_MOUSE	19.8926565173101	20.110001219581417	0.7482947680955151	0.7105872465637043	-0.21734470227131553
MOUSE	DLG4_MOUSE	20.072085038143694	20.840193187682686	0.22006126586249325	0.29518171197831833	-0.7681081495389925
MOUSE	DLRB1_MOUSE	24.394524975688384	25.040770222916382	0.11382733702061734	0.18558277025675127	-0.6462452472279985
MOUSE	DMD_MOUSE	24.25287306879653	24.91889636748044	0.026568707626304294	0.06856139085367723	-0.6660232986839105
MOUSE	DMXL2_MOUSE	22.05580319634801	22.331479988423403	0.7110143073184112	0.6861789161290341	-0.2756767920753944
MOUSE	DNJA1_MOUSE	23.236655697985103	24.268376230082186	0.0017366670271665415	0.01524958613792546	-1.0317205320970828
MOUSE	DNJA2_MOUSE	23.37103132834114	23.84654094570473	0.12403911378572664	0.19627070217577425	-0.475509617363592
MOUSE	DNJA3_MOUSE	23.126163642441455	23.74985684803954	0.04067738763653914	0.09034215236768607	-0.6236932055980837
MOUSE	DNJA4_MOUSE	22.728693048993268	22.91530636746409	0.34288325239982653	0.4069608038826866	-0.18661331847082252
MOUSE	DNJB1_MOUSE	22.050903516676193	22.780515676011476	0.06692274227380844	0.12613410275662618	-0.7296121593352822
MOUSE	DNJB4_MOUSE	23.696560987619524	23.561083012579946	0.0010237655148286023	0.011843150441045055	0.1354779750395778
MOUSE	DNJB6_MOUSE	21.732117340534202	22.171855755634738	0.33468888469065156	0.40115131123686215	-0.43973841510053546
MOUSE	DNJC2_MOUSE	18.86442200006032	20.773615099761802		1.0	-1.9091930997014828
MOUSE	DNJC3_MOUSE	22.12933886600137	23.234528067051755	0.012329818189913029	0.04257120761209024	-1.1051892010503863
MOUSE	DNJC5_MOUSE	20.616851655732017	20.305722981344065	0.13549075903553395	0.20791530269062822	0.3111286743879518
MOUSE	DNJC7_MOUSE	21.375030640183677	22.052511895918308	0.11836608280313714	0.190281535793862	-0.6774812557346301
MOUSE	DNM1L_MOUSE	24.23151530268079	24.652422292103907	0.2886157839693142	0.3602983406980299	-0.42090698942311633
MOUSE	DNPEP_MOUSE	24.094655701793176	24.760390058327935	0.001437051171977141	0.013682961403634017	-0.6657343565347595
MOUSE	DOC10_MOUSE	19.900269869695595	21.758076058932428	3.1362629342120894e-06	0.0015979913868923751	-1.8578061892368325
MOUSE	DOC11_MOUSE	21.404160103879622	21.964816689471352	0.28312688015761756	0.3543791617747245	-0.5606565855917296
MOUSE	DOCK1_MOUSE	20.63439940533588	21.58240677620433	0.06190610428256002	0.1196133570230652	-0.9480073708684493
MOUSE	DOCK3_MOUSE	19.02019992348619	19.206093777929837		1.0	-0.18589385444364837
MOUSE	DOCK5_MOUSE	18.235918716612193	18.72685525759175		1.0	-0.49093654097955763
MOUSE	DOCK7_MOUSE	22.01048247716294	22.59269864107676	0.07697294831874295	0.13877704374204988	-0.5822161639138166
MOUSE	DOCK9_MOUSE	21.489923307476385	21.62814860402815	0.34171028527944675	0.40659776193262215	-0.13822529655176652
MOUSE	DOHH_MOUSE	20.019427991241926	20.639031696017273	0.21694199693091615	0.29213616376212326	-0.6196037047753471
MOUSE	DOPD_MOUSE	25.166715569325067	25.378527988522837	0.20549197999628446	0.2810723020762288	-0.21181241919776994
MOUSE	DP13A_MOUSE	22.30984724446162	22.896205058701742	0.16647153181724675	0.24176423169729655	-0.5863578142401238
MOUSE	DP13B_MOUSE	18.909277413510182	19.8152705716705	0.13045408240788747	0.20203891472276056	-0.9059931581603173
MOUSE	DPEP1_MOUSE	22.936979797198383	22.832871285035136	0.09917511963905278	0.16765060537545826	0.10410851216324701
MOUSE	DPM1_MOUSE	21.497787260778924	22.70815993311081	0.01867678035367463	0.05516978727119364	-1.2103726723318857
MOUSE	DPP2_MOUSE	21.02690960110792	22.132215808919657	0.003978288718241388	0.022647240363965405	-1.1053062078117364
MOUSE	DPP3_MOUSE	23.663073022835597	24.0486021420448	0.468644367271961	0.508507336466988	-0.3855291192092025
MOUSE	DPP4_MOUSE	22.912901309788452	22.484702983566947	0.06696558428178626	0.12613410275662618	0.428198326221505
MOUSE	DPP6_MOUSE	21.29353091235862	21.83465908516478	0.30860711095108356	0.37747024881696556	-0.541128172806161
MOUSE	DPP9_MOUSE	20.51865192519814	21.06080234491154	0.3403253665230477	0.405288872527584	-0.5421504197134013
MOUSE	DPTOR_MOUSE	22.464213734577385	22.580160712380987	0.2740357131674889	0.3465274554021346	-0.11594697780360264
MOUSE	DPYL1_MOUSE	24.85575437180243	25.024894330048003	0.39242486617152006	0.4474452037489976	-0.16913995824557304
MOUSE	DPYL1_MOUSE;DPYL2_MOUSE;DPYL3_MOUSE	26.26681111390283	26.54774110364941	0.8037327711970905	0.7487367546483344	-0.280929989746582
MOUSE	DPYL1_MOUSE;DPYL4_MOUSE	23.985504135407208	24.335915179739658	0.8842666053627398	0.7991623388878594	-0.35041104433244996
MOUSE	DPYL2_MOUSE	28.264088570447683	28.51120278752374	0.6325359098882261	0.6307683929913998	-0.24711421707605652
MOUSE	DPYL3_MOUSE	26.858178536294698	27.065190473222835	0.5435866730573864	0.5671137428880988	-0.20701193692813646
MOUSE	DPYL4_MOUSE	22.600604928194638	23.12623564888505	0.27544792450184635	0.34778933920795674	-0.5256307206904118
MOUSE	DPYL5_MOUSE	25.237417328905465	25.283217885756038	0.3570782021216013	0.41858154053066243	-0.045800556850572605
MOUSE	DREB_MOUSE	23.708962288915753	24.556626126606822	0.04406906882310452	0.09585452930014692	-0.8476638376910692
MOUSE	DRG1_MOUSE	21.65239390722866	22.480826844047577	0.002064538262149466	0.016315746319864256	-0.8284329368189169
MOUSE	DRG2_MOUSE	22.90891727109819	23.23720218204567	0.9641961681536997	0.8453512690613605	-0.328284910947481
MOUSE	DRP2_MOUSE	25.492968539403687	25.104445508727604	0.0003093287955908565	0.00841202268698495	0.3885230306760832
MOUSE	DRS7B_MOUSE	19.348376822426072	21.200824341711563	0.0008297430301580075	0.010945696331345888	-1.8524475192854908
MOUSE	DTNA_MOUSE	23.55692404640482	23.35141093139309	0.01226432457418915	0.04244810695532747	0.20551311501172975
MOUSE	DUS15_MOUSE	24.58898712328198	24.453902347678348	0.0010614102150269156	0.012080427623729939	0.13508477560363374
MOUSE	DUS23_MOUSE	21.884748282655707	21.599997094684884	0.01392941870433371	0.04602739018212202	0.2847511879708229
MOUSE	DUS29_MOUSE	20.239195427299354	20.110439965427158	0.22606390584714472	0.30166889705355365	0.12875546187219555
MOUSE	DUS3_MOUSE	23.525782944399673	24.054057599236057	0.19326101775320872	0.26836976681018143	-0.5282746548363839
MOUSE	DX39A_MOUSE;DX39B_MOUSE	23.620619854863843	24.674801802494763	0.001575906379395183	0.01437018398224034	-1.0541819476309193
MOUSE	DX39B_MOUSE	22.84798496883943	23.79562261982591	0.002265644054807014	0.016992258440429335	-0.9476376509864792
MOUSE	DYHC1_MOUSE	25.968121713718517	26.40529152566791	0.3914052116523307	0.447032795676254	-0.4371698119493921
MOUSE	DYL1_MOUSE	23.774420130826172	24.27211145378716	0.22937627349787806	0.30508736159339833	-0.49769132296098917
MOUSE	DYL1_MOUSE;DYL2_MOUSE	24.02087319779119	24.573016889446453	0.1746817550202098	0.2501572978507515	-0.5521436916552638
MOUSE	DYL2_MOUSE	21.547913668760366	22.040314991972448		1.0	-0.4924013232120821
MOUSE	DYLT3_MOUSE	22.187569551487403	23.005829632515724	0.013479530945165411	0.04506420655863622	-0.8182600810283205
MOUSE	DYN1_MOUSE	25.398201605425474	25.52115793983136	0.30226925197682214	0.37146111747379584	-0.12295633440588816
MOUSE	DYN1_MOUSE;DYN2_MOUSE;DYN3_MOUSE	25.535245606163137	25.572220770162	0.1695387371550924	0.24484386509559106	-0.03697516399886425
MOUSE	DYN2_MOUSE	22.40995396894727	23.22076585716682	0.018354483733062216	0.05473691384692241	-0.8108118882195505
MOUSE	DYN2_MOUSE;DYN3_MOUSE	22.83875119496881	23.18063076535575	0.9051312898668323	0.8109896232299261	-0.34187957038693995
MOUSE	DYN3_MOUSE	24.682079918531223	24.59460430084456	0.01068101067808463	0.039212471155955844	0.08747561768666401
MOUSE	DYSF_MOUSE	22.311206188072166	22.273911549250613	0.10335812298474957	0.17266983529141897	0.03729463882155315
MOUSE	DYST_MOUSE	23.428672932558726	23.95075388511468	0.0852611909304903	0.14945807478011017	-0.5220809525559531
MOUSE	DYST_MOUSE;MACF1_MOUSE	21.31461909508771	21.752121412602484	0.7091159775595897	0.6853341612057152	-0.43750231751477386
MOUSE	E41L1_MOUSE	19.363495579486983	20.06164559545691		1.0	-0.6981500159699259
MOUSE	E41L1_MOUSE;E41L2_MOUSE;E41L3_MOUSE	24.226560329289555	24.711824546194038		1.0	-0.48526421690448274
MOUSE	E41L2_MOUSE	27.23627516361367	27.326611495077838	0.02024403104344706	0.058059304807397925	-0.09033633146416875
MOUSE	E41L2_MOUSE;E41L3_MOUSE	23.645705525908333	23.798500713308194	0.39610982819979085	0.4504138523405179	-0.1527951873998603
MOUSE	E41L3_MOUSE	26.26855651546059	26.042344402719063	0.11844826408515463	0.190281535793862	0.22621211274152486
MOUSE	ECH1_MOUSE	23.24267625059251	23.747829952021572	0.09262779293850576	0.15913565374725913	-0.5051537014290624
MOUSE	ECHA_MOUSE	25.504581881918256	25.895916646241368	0.3409276107444917	0.4058361999995681	-0.391334764323112
MOUSE	ECHB_MOUSE	25.911771772696834	26.28269569697344	0.35948696829495586	0.42036597020448296	-0.3709239242766067
MOUSE	ECHD1_MOUSE	23.14890868577074	23.79278951666265	0.07569642580381129	0.13708366201713235	-0.6438808308919128
MOUSE	ECHM_MOUSE	25.17685739274507	25.559662623827627	0.49705735125009065	0.5296411852005118	-0.38280523108255693
MOUSE	ECI1_MOUSE	24.59934738954659	24.64259901769209	0.3012019045201067	0.371070506729951	-0.04325162814549799
MOUSE	ECI2_MOUSE	23.07561284452914	23.406941357104458	0.9527459528650244	0.8386722424835562	-0.33132851257531826
