specie	ProteinName	LT	Ctrl	p	q	log2(A,B)
MOUSE	ABR_MOUSE	22.018116122793412	22.411132453325997	0.7648072331562565	0.7209734301692223	-0.39301633053258556
MOUSE	ACACA_MOUSE	22.893658961652225	24.089832312573453	0.0006091805303455135	0.010556263392849439	-1.196173350921228
MOUSE	ACACA_MOUSE;ACACB_MOUSE	22.195678690516136	22.922094595242324	0.07993028115843276	0.14248362723091396	-0.7264159047261884
MOUSE	ACAD8_MOUSE	22.760730415108707	23.072056854192052	0.9172672727238522	0.8173037449683094	-0.311326439083345
MOUSE	ACAD9_MOUSE	23.93802954182826	23.85972521630642	0.06231214326941388	0.12010825042046346	0.07830432552184163
MOUSE	ACADL_MOUSE	26.471602122659185	26.538437511885256	0.1748006520227412	0.2501572978507515	-0.06683538922607113
MOUSE	ACADM_MOUSE	25.39941779746032	25.649273037287138	0.7295554730731516	0.6972138314051142	-0.24985523982681812
MOUSE	ACADS_MOUSE	24.533221738941737	24.946811484216695	0.6530999462279199	0.6457890141966166	-0.4135897452749582
MOUSE	ACADV_MOUSE	24.759348842158126	24.977239546140268	0.48394228321427035	0.5197144818893147	-0.2178907039821425
MOUSE	ACBD5_MOUSE	21.117512360190617	22.21609310489123	0.04896345328662558	0.10251905881510662	-1.0985807447006124
MOUSE	ACBD6_MOUSE	20.359282223870544	20.402601844907288	0.3351127228452608	0.40115131123686215	-0.04331962103674414
MOUSE	ACBG1_MOUSE	21.944283255424132	22.63005746735546	0.18283637883984677	0.25746054703064014	-0.6857742119313279
MOUSE	ACBP_MOUSE	27.330910673907262	27.967060907771504	0.02207715561924034	0.0613979674305899	-0.6361502338642424
MOUSE	ACD10_MOUSE	22.08117165767256	22.383492160142488	0.9264142295736155	0.8228341458885158	-0.3023205024699287
MOUSE	ACDSB_MOUSE	21.946935692832863	22.419747429251558	0.3543104799269641	0.41660851404585986	-0.472811736418695
MOUSE	ACES_MOUSE	20.326904347559587	20.524171891995277	0.7559837663962592	0.7155006002481521	-0.1972675444356895
MOUSE	ACE_MOUSE	21.640627588680037	22.382875308102435	0.04777885050403221	0.1009147410573895	-0.742247719422398
MOUSE	ACINU_MOUSE	20.74432048046468	22.459381536945436	0.004422287723257194	0.023783613141744063	-1.7150610564807565
MOUSE	ACL6A_MOUSE	21.516349083635532	22.632327073974157	0.0007763167287146304	0.010945696331345888	-1.1159779903386244
MOUSE	ACLY_MOUSE	26.322979609081504	26.52023034259241	0.41817577007375184	0.4680258363452931	-0.19725073351090572
MOUSE	ACO11_MOUSE	20.742974776479123	20.917046153789293	0.5730389987435625	0.5877115577289801	-0.1740713773101703
MOUSE	ACOC_MOUSE	22.41317647908673	23.26486015133141	0.0015293429617428437	0.01426564979168108	-0.851683672244679
MOUSE	ACON_MOUSE	27.294340583495128	27.415475214708202	0.35160776033587465	0.4147321061805623	-0.12113463121307433
MOUSE	ACOT1_MOUSE	24.027515125241273	24.17015558946722	0.16977468364568407	0.24493594754300627	-0.14264046422594845
MOUSE	ACOT1_MOUSE;ACOT2_MOUSE	23.452682312795805	23.745817858371737	0.7667591528453627	0.7221173699123412	-0.29313554557593235
MOUSE	ACOT9_MOUSE	23.119691978710268	23.532883713514885	0.2810366611605498	0.3519177392759514	-0.4131917348046166
MOUSE	ACOX1_MOUSE	23.274326022513844	23.207350016085243	0.25185497695239806	0.32703532718832456	0.06697600642860024
MOUSE	ACOX3_MOUSE	21.43988819159009	21.770865652883757	0.9751355097544004	0.851008465851324	-0.3309774612936671
MOUSE	ACPM_MOUSE	24.117562661835294	24.623879336416934	0.26504999097597837	0.3384984184988793	-0.5063166745816403
MOUSE	ACS2L_MOUSE	20.770849580576225	21.515669161800542	0.6540562299025782	0.646008041907664	-0.7448195812243164
MOUSE	ACSA_MOUSE	22.343631554140405	23.332710563592922	0.0009419924463399043	0.011601708498204154	-0.9890790094525173
MOUSE	ACSF2_MOUSE	22.54068920195734	23.18993359647193	0.018929497341719833	0.05557785912397548	-0.6492443945145929
MOUSE	ACSF3_MOUSE	20.41022244779696	20.827408033315727	0.8117050661884581	0.7534346927730937	-0.41718558551876583
MOUSE	ACSL1_MOUSE	24.402568335973147	24.605433516347844	0.6903553555332788	0.672630189503288	-0.20286518037469747
MOUSE	ACSL3_MOUSE	21.715093449749393	22.064974969862828	0.8740728561912693	0.7922145726057298	-0.3498815201134349
MOUSE	ACSL4_MOUSE	21.564963883818102	22.374524084822145	0.0012515664456261427	0.013135258666398525	-0.809560201004043
MOUSE	ACSL6_MOUSE	22.78011742655641	23.432804592290015	0.024055608417439745	0.06474822499683149	-0.6526871657336066
MOUSE	ACTBL_MOUSE	25.950919062007596	26.355388421341072	0.4310058185182196	0.47824630266169127	-0.4044693593334756
MOUSE	ACTB_MOUSE;ACTG_MOUSE	29.108684087726477	29.804598270466524	0.07298893685940915	0.13311253321283925	-0.6959141827400472
MOUSE	ACTH_MOUSE	25.192030763981727	25.31130416046567	0.4123272313914388	0.4633026939420046	-0.11927339648394408
MOUSE	ACTH_MOUSE;ACTS_MOUSE	31.722924807308658	31.310017284269364	0.018649455525737373	0.05516978727119364	0.41290752303929423
MOUSE	ACTN1_MOUSE	23.56481178694197	24.13922620919187	0.32578919571042514	0.39286216114557204	-0.5744144222499017
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE	26.812764995334266	26.22626943610619	0.07890046313853102	0.1412674689756465	0.5864955592280765
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN3_MOUSE	26.14449108951049	25.02486446988473	0.011930454674357842	0.04185261995410207	1.119626619625759
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN3_MOUSE;ACTN4_MOUSE	27.849749735509246	27.237978475255357	0.01618629196342777	0.05105371400022997	0.6117712602538887
MOUSE	ACTN1_MOUSE;ACTN4_MOUSE	24.961152580825402	25.70772102376517	0.02791894909398233	0.07079339153944848	-0.7465684429397683
MOUSE	ACTN2_MOUSE	26.85732861629461	25.9806825873386	0.08657926910424409	0.15102417189898756	0.8766460289560101
MOUSE	ACTN2_MOUSE;ACTN3_MOUSE	25.203399304341957	24.611254919013803	0.05130899488185714	0.1050939632608219	0.5921443853281545
MOUSE	ACTN3_MOUSE	28.146131619356517	26.906087813346176	0.01254251736070986	0.043135084279168	1.2400438060103411
MOUSE	ACTN4_MOUSE	24.850284882685482	25.412786307470988	0.11948663071592534	0.19130150916400096	-0.5625014247855056
MOUSE	ACTS_MOUSE	28.135979684550627	27.949963542871895	0.36313122069149795	0.4237565236890084	0.18601614167873137
MOUSE	ACTY_MOUSE	22.18199999806292	22.81911615963313	0.07708823341444154	0.13889687417540497	-0.6371161615702086
MOUSE	ACTY_MOUSE;ACTZ_MOUSE	23.677037066479155	24.426555618701503	0.009132984326811002	0.036669439128332766	-0.749518552222348
MOUSE	ACTZ_MOUSE	24.011797975604484	24.58398983794188	0.17822824738627271	0.2531939409936305	-0.5721918623373945
MOUSE	ACY1_MOUSE	21.72305495004226	22.166971184120616	0.33807029753557283	0.40335261382788784	-0.4439162340783547
MOUSE	ACY2_MOUSE	24.32278219736345	24.630670599001107	0.9056591860534836	0.8109896232299261	-0.3078884016376584
MOUSE	ACYP1_MOUSE	23.589868844128393	23.947580150572104	0.8051714471728192	0.7495861000621759	-0.3577113064437114
MOUSE	ACYP2_MOUSE	25.59895704914045	25.38060964769541	0.0007041513158888266	0.010945696331345888	0.21834740144503684
MOUSE	ADA10_MOUSE	24.79962093394874	25.168542971859484	0.5847321066992841	0.5958377786242162	-0.3689220379107425
MOUSE	ADA11_MOUSE	20.395639820672855	20.38671291343569	0.13424521801213643	0.20656104510327858	0.008926907237164272
MOUSE	ADA17_MOUSE	20.67449177853255	21.30448130070373	0.13287418100161133	0.20500582106067333	-0.6299895221711829
MOUSE	ADA22_MOUSE	22.3171249797825	22.554245450498296	0.34011125787765717	0.40520350562303264	-0.2371204707157979
MOUSE	ADA23_MOUSE	22.85966478191611	23.07620052054114	0.4750044652294797	0.514031479371429	-0.21653573862502995
MOUSE	ADAS_MOUSE	21.5207536890963	22.65823712894	0.00831195961305691	0.034371738183666886	-1.1374834398437024
MOUSE	ADDA_MOUSE	24.69270629403858	25.147875031281433	0.4378890903634107	0.4835183632419454	-0.4551687372428539
MOUSE	ADDB_MOUSE	23.90761614170393	24.229189752287766	0.9988463184856654	0.8674436837047818	-0.3215736105838367
MOUSE	ADDG_MOUSE	24.27017925184887	24.598439493100464	0.9701070971512353	0.8487259143546689	-0.3282602412515949
MOUSE	ADH1_MOUSE	23.539770504455497	22.585030916548387	0.20751594541401663	0.28292181822519713	0.9547395879071097
MOUSE	ADHX_MOUSE	25.132570521721775	25.232668961925043	0.02368405032466526	0.06411206539663118	-0.10009844020326852
MOUSE	ADIPO_MOUSE	21.984533926977846	22.672403851848568	0.19379699220641625	0.2686928963740727	-0.6878699248707214
MOUSE	ADK_MOUSE	24.217835929971336	24.40744848313566	0.20428860832442444	0.2796952658816155	-0.18961255316432357
MOUSE	ADPGK_MOUSE	22.48912978628617	23.347633829757342	0.010065571896526862	0.03792957815059315	-0.8585040434711715
MOUSE	ADPRH_MOUSE	22.69327650406773	23.303250018054698	0.0520836167416464	0.10606710442308327	-0.6099735139869686
MOUSE	ADPRS_MOUSE	21.986618760147138	22.129708594868504	0.38237808219988584	0.43972362979398805	-0.1430898347213656
MOUSE	ADRO_MOUSE	20.107509778063555	21.091574689261098	0.02107987111212093	0.05969272842977035	-0.9840649111975424
MOUSE	ADT1_MOUSE	27.467920606033424	27.839705683846635	0.7938339590070641	0.7409710148251919	-0.371785077813211
MOUSE	ADT1_MOUSE;ADT2_MOUSE	25.444171264795994	25.471564015975343	0.17473999176034505	0.2501572978507515	-0.027392751179348807
MOUSE	ADT2_MOUSE	26.174190998228564	26.966662480852744	0.009495744502484724	0.037106094863072814	-0.7924714826241797
MOUSE	AEBP1_MOUSE	21.20119166218342	21.48438255662837	0.8819918357182743	0.7983713506057288	-0.2831908944449495
MOUSE	AEDO_MOUSE	22.82551162058247	23.52266327872696	0.04062592117743196	0.09029833881089352	-0.6971516581444881
MOUSE	AF1L2_MOUSE	19.376094850242136	21.618682956372755	0.0026247049490443503	0.018111924501079405	-2.2425881061306185
MOUSE	AFAD_MOUSE	20.022499145385176	21.036782821843293	0.1682762016899651	0.24363891388666717	-1.014283676458117
MOUSE	AFAM_MOUSE	23.30456908699182	23.49923163067749	0.6499407976589124	0.6440611682818244	-0.19466254368566993
MOUSE	AFG32_MOUSE	22.259334191117382	22.889987210863644	0.05325387762193079	0.1075292834365084	-0.6306530197462621
MOUSE	AGAP3_MOUSE	21.482328135025796	21.49580519530237	0.5963666572318318	0.6044459199154714	-0.013477060276574804
MOUSE	AGK_MOUSE	21.964905028589417	22.863339385299543	0.09665903466941535	0.16437396129845153	-0.8984343567101263
MOUSE	AGM1_MOUSE	21.374328471929562	21.747609460356937	0.6693175673497149	0.656177485141058	-0.3732809884273749
MOUSE	AGO1_MOUSE;AGO2_MOUSE;AGO3_MOUSE	21.957928639166305	22.418477117197902	0.2979691274811073	0.3688992343019171	-0.4605484780315976
MOUSE	AGO2_MOUSE	21.413659459177122	22.04325903913469	0.04972288318596189	0.10356001695317862	-0.6295995799575671
MOUSE	AGO3_MOUSE	18.642270670667884	19.816539502662245		1.0	-1.174268831994361
MOUSE	AGRIN_MOUSE	23.62675794291467	23.59402179012737	0.06297273251642731	0.12080861252110298	0.03273615278729736
MOUSE	AHSA1_MOUSE	24.573675537418747	25.06079107768324	0.45241949162262196	0.496201239217652	-0.4871155402644938
MOUSE	AIF1L_MOUSE	23.181539664426353	23.991252233179907	0.013319367969573632	0.04482361150552173	-0.8097125687535538
MOUSE	AIFM1_MOUSE	23.583192296486942	24.101197166676467	0.1556159917044571	0.23019633834988745	-0.5180048701895252
MOUSE	AIMP1_MOUSE	24.252123743680436	25.013125625816944	0.03943623093910489	0.08890425667165935	-0.7610018821365081
MOUSE	AIMP2_MOUSE	23.310426672330184	24.132325903454547	0.016275534443011892	0.05116713337793249	-0.8218992311243625
MOUSE	AINX_MOUSE	25.3101344660219	24.824072561446588	0.014854312567079257	0.04826707851085802	0.48606190457531184
MOUSE	AINX_MOUSE;NFH_MOUSE;NFL_MOUSE;NFM_MOUSE	26.055340297020468	26.239427760617662	0.6814446042524669	0.6662298345566218	-0.1840874635971943
MOUSE	AINX_MOUSE;NFL_MOUSE;NFM_MOUSE	22.556282895748105	22.870279525388405		1.0	-0.3139966296403003
MOUSE	AIP_MOUSE	22.37884802729541	23.259588057599828	0.03245938723546346	0.0779693548570088	-0.8807400303044197
MOUSE	AK1A1_MOUSE	25.055126371985775	25.05630290834967	0.02904171852636152	0.0724776276444528	-0.0011765363638964743
MOUSE	AKA12_MOUSE	24.457969515358855	25.31452924741869	0.16900571679066229	0.24444634290943748	-0.8565597320598357
MOUSE	AKAP2_MOUSE	21.445214824727177	22.12597591768409	0.24536999460462078	0.3208108672071357	-0.6807610929569137
MOUSE	AKCL2_MOUSE	21.425994719336384	21.5788489540899	0.40073470338571937	0.4542236482202265	-0.15285423475351578
MOUSE	AKT1_MOUSE	20.775683729348426	21.495035578783575	0.03472172195252222	0.08137089205958054	-0.7193518494351494
MOUSE	AKT3_MOUSE	19.55908464533242	20.997622160338157	0.00024430364201304675	0.00841202268698495	-1.4385375150057378
MOUSE	AL1A1_MOUSE	25.164879939728667	24.84385535578919	0.007238816360021659	0.03162212983642449	0.32102458393947586
MOUSE	AL1A1_MOUSE;AL1A7_MOUSE	25.316279905891015	24.938558392024202	0.00025869654117082993	0.00841202268698495	0.3777215138668133
MOUSE	AL1A2_MOUSE	20.654789780039277	21.334769413780236	0.23430979712013042	0.30995051370870663	-0.6799796337409596
MOUSE	AL1L1_MOUSE	23.88712874123916	23.512918591145766	0.21798655830523822	0.2930897025065921	0.3742101500933934
MOUSE	AL3A2_MOUSE	23.32752362900019	24.149149484406543	0.019536724020270554	0.0566013464872731	-0.8216258554063529
MOUSE	AL3B1_MOUSE	22.73394710121042	22.858243539324558	0.11844645249957764	0.190281535793862	-0.12429643811413982
MOUSE	AL4A1_MOUSE	22.665856163246758	23.050232366275573	0.7022813083280114	0.6807529199863218	-0.3843762030288147
MOUSE	AL7A1_MOUSE	24.384300677797633	24.56778828430886	0.18419925602214435	0.2585357658836414	-0.1834876065112283
MOUSE	AL9A1_MOUSE	24.212769436589905	24.721633971379955	0.1244928164990273	0.19666582889519182	-0.5088645347900496
MOUSE	ALAT1_MOUSE	23.003665842553946	22.877073541901215	0.023083407459451692	0.06284491397533494	0.12659230065273164
MOUSE	ALAT2_MOUSE	21.605345884385354	22.06998098465951	0.6150666611017048	0.619207971477302	-0.46463510027415467
MOUSE	ALBU_MOUSE	32.21924564665586	32.35101384554422	0.29425772542418294	0.3649395808768072	-0.13176819888836633
MOUSE	ALD2_MOUSE	21.841626661675484	21.894809956155484	0.05540676579947483	0.11061529895605264	-0.05318329448000014
MOUSE	ALDH2_MOUSE	26.194624728130133	26.87172032885881	0.009460864121911751	0.037106094863072814	-0.677095600728677
MOUSE	ALDOA_MOUSE	30.07528627290254	29.84359421704189	0.026042606548841715	0.06772572090678257	0.2316920558606519
MOUSE	ALDOA_MOUSE;ALDOC_MOUSE	26.731427717774416	26.055983171913983		1.0	0.675444545860433
MOUSE	ALDOC_MOUSE	25.39265024998052	25.35036504594438	0.03684979763293484	0.08495842573296428	0.042285204036140556
MOUSE	ALDR_MOUSE	26.899169513172218	27.336738244887684	0.44692929251881774	0.4910934381538482	-0.43756873171546573
MOUSE	ALG2_MOUSE	22.093671625695194	22.902907709753265	0.029202933551092002	0.07275232638876442	-0.809236084058071
MOUSE	ALKB3_MOUSE	21.102712223414166	21.401747571445565	0.944827916726136	0.8342835676776211	-0.2990353480313992
MOUSE	ALR_MOUSE	20.248486020926922	20.566045808414135		1.0	-0.3175597874872125
MOUSE	AMBP_MOUSE	24.22162748236846	23.720893042584212	0.25916550340406125	0.33346320367434745	0.5007344397842495
MOUSE	AMFR_MOUSE	19.363901431519796	21.110633933621898		1.0	-1.7467325021021018
MOUSE	AMPB_MOUSE	22.577064911273116	23.198483585347663	0.010337331446200661	0.03854125672328815	-0.6214186740745475
MOUSE	AMPD1_MOUSE	24.775411473300267	25.082304659278684	0.9519971654356805	0.8382724749864497	-0.3068931859784172
MOUSE	AMPD2_MOUSE	22.021042228726866	22.138152708641336	0.5347170462571774	0.5599134495234079	-0.11711047991446932
MOUSE	AMPD3_MOUSE	21.326343381095366	21.99010239092846	0.09483777391832134	0.16185728845255454	-0.6637590098330932
MOUSE	AMPE_MOUSE	19.89283065394863	20.529916786130773	0.38547578839397245	0.4418570992088882	-0.6370861321821444
MOUSE	AMPH_MOUSE	23.810617626790837	24.405177559763157	0.4014473572021167	0.4543704106142551	-0.5945599329723201
MOUSE	AMPL_MOUSE	24.01507113560445	24.684351724885946	0.029956976458594225	0.07407255131709287	-0.6692805892814953
MOUSE	AMPN_MOUSE	23.271120788220408	23.443316079446365	0.43002693054282126	0.4773462959644797	-0.17219529122595745
MOUSE	AMRP_MOUSE	22.49577205867977	23.026643291808767	0.32363932434278264	0.3907394956631234	-0.5308712331289982
MOUSE	AN32A_MOUSE	23.259784477589402	24.437349152274596	0.000404407769807702	0.009264104671203892	-1.1775646746851933
MOUSE	AN32B_MOUSE	23.433612415604035	24.90049479776768	0.004114354020548584	0.02304222720153647	-1.4668823821636465
MOUSE	AN32E_MOUSE	22.532589885106486	23.399567607683043	0.011116312455501211	0.04003318679301774	-0.8669777225765571
MOUSE	ANFY1_MOUSE	20.049138544669717	21.438768918749435	0.005723964542241876	0.027541759971012134	-1.3896303740797187
MOUSE	ANGT_MOUSE	22.04208641294088	21.50928870801981	0.017046409271436556	0.052373118412072595	0.5327977049210695
MOUSE	ANK1_MOUSE	22.53833616667028	24.64538515808818	4.391017318459283e-06	0.0017846523117355244	-2.1070489914179014
MOUSE	ANK1_MOUSE;ANK3_MOUSE	21.373516116983456	22.56131655842348	2.5046863171975744e-06	0.0015979913868923751	-1.1878004414400252
MOUSE	ANK2_MOUSE	23.23132172267227	23.493470492603322	0.7247214412730243	0.6953971741688987	-0.2621487699310521
MOUSE	ANK3_MOUSE	24.032103903529872	24.14466943766385	0.021585935778814	0.0605365599970016	-0.11256553413397796
MOUSE	ANKR2_MOUSE	20.63940166969186	21.732052753623872	0.25407088655954685	0.32945466252918476	-1.0926510839320116
MOUSE	ANM1_MOUSE	22.52010424965935	23.23575864091122	0.018006495643609996	0.054039008474700556	-0.7156543912518707
MOUSE	ANM5_MOUSE	22.116067361014974	22.87835070138003	0.0025208216493066288	0.017778609872501884	-0.7622833403650553
MOUSE	ANO10_MOUSE	21.307134986409	22.049666302968177	0.14114943136753522	0.21417282724211434	-0.7425313165591767
MOUSE	ANO6_MOUSE	21.81251286030968	22.197933925237095	0.7169357393079605	0.6888558200472312	-0.3854210649274137
MOUSE	ANPRB_MOUSE	19.524005956957964	20.254734071075767	0.12444661762300613	0.19666582889519182	-0.7307281141178024
MOUSE	ANS1A_MOUSE	21.774502718422568	22.50205569496896	0.049923198321317676	0.10371818845895249	-0.7275529765463915
MOUSE	ANT3_MOUSE	24.89009050161688	25.087277556826965	0.5171566957299734	0.5461489077817084	-0.19718705521008673
MOUSE	ANX11_MOUSE	23.855976301603132	24.360029591751022	0.01764753861261263	0.05341248650514182	-0.5040532901478905
MOUSE	ANXA1_MOUSE	23.816815670959265	25.201335323236595	0.0036072221441190784	0.02142515062641559	-1.38451965227733
