specie	ProteinName	LT	ST	p	q	log2(A,B)
MOUSE	ACO11_MOUSE	20.378088078064007	21.36232422516241	0.05518764651245445	0.19474206217555923	-0.9842361470984038
MOUSE	ACOC_MOUSE	22.31507648064814	23.4017895730523	4.634009093574867e-05	0.006839454781026823	-1.0867130924041604
MOUSE	ACON_MOUSE	27.293499480067563	27.785283997824244	0.4399552292677875	0.6339455669643143	-0.4917845177566811
MOUSE	ACOT1_MOUSE	24.001445134115414	24.039083985548718	0.0403253313654915	0.1604086681946924	-0.0376388514333037
MOUSE	ACOT1_MOUSE;ACOT2_MOUSE	23.451099025893402	23.837090039088014	0.585092298287023	0.7410596070088328	-0.38599101319461226
MOUSE	ACOT9_MOUSE	22.99855668780045	23.43696454605549	0.312648334911923	0.5186538591895067	-0.43840785825504014
MOUSE	ACOX1_MOUSE	22.922534983333303	23.347773457801562	0.8245883262163545	0.8928727354130898	-0.4252384744682587
MOUSE	ACOX3_MOUSE	21.34491387731182	21.689971106896266	0.9077340358219521	0.9365750562344244	-0.3450572295844445
MOUSE	ACPM_MOUSE	24.097862899021518	24.538732714494177	0.6021708604064692	0.7519723194065868	-0.44086981547265935
MOUSE	ACS2L_MOUSE	20.68851176822339	20.357971028846798	0.12994950988272166	0.319659780085379	0.3305407393765911
MOUSE	ACSA_MOUSE	22.07695495656707	22.746244082455227	0.02601170975797677	0.1271638116634665	-0.6692891258881559
MOUSE	ACSF2_MOUSE	22.47640094537502	23.09290002181847	0.07412895253762687	0.23161148276623336	-0.6164990764434499
MOUSE	ACSF3_MOUSE	19.8951542574018	20.525664111581484	0.40910056640258663	0.603802186897402	-0.6305098541796852
MOUSE	ACSL1_MOUSE	24.13181499909302	24.923516339646365	0.14990540837737248	0.3467779471569315	-0.7917013405533453
MOUSE	ACSL3_MOUSE	21.333231071173625	21.864818894157516	0.31025688179648697	0.5172802881354661	-0.5315878229838908
MOUSE	ACSL4_MOUSE	21.27312400486963	22.03972202596399	0.07864657387635306	0.2396860457536408	-0.7665980210943601
MOUSE	ACSL6_MOUSE	22.8017359837868	23.35854398382383	0.25850493964424226	0.4702005701510736	-0.5568080000370301
MOUSE	ACTBL_MOUSE	24.77861204709685	24.556867253719467	0.31554369810739763	0.5216054669707344	0.22174479337738262
MOUSE	ACTBL_MOUSE;ACTH_MOUSE;ACTS_MOUSE	28.3642091583696	28.99546837074839	0.3154320774966811	0.5216054669707344	-0.6312592123787901
MOUSE	ACTB_MOUSE;ACTG_MOUSE	29.238414980798638	29.875198435087608	0.010437578514625661	0.08107944277630162	-0.6367834542889703
MOUSE	ACTH_MOUSE	24.850140964938653	25.485680577539142	0.5519805901494236	0.7169357806457116	-0.6355396126004891
MOUSE	ACTH_MOUSE;ACTS_MOUSE	31.785572920493276	32.18831251676222	0.785165375478905	0.8713128110245465	-0.4027395962689404
MOUSE	ACTN1_MOUSE	23.51299695100785	23.968568833677903	0.5400067951978942	0.7106831145710312	-0.45557188267005344
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE	26.810669737357497	27.114526978220546	0.9662891037271515	0.9636292359273961	-0.3038572408630493
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN3_MOUSE	26.150989781350354	26.099273920876207	0.3754189002137124	0.5784446143760827	0.05171586047414678
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN3_MOUSE;ACTN4_MOUSE	27.581644257074892	27.964141672308493	0.8660684838037785	0.9170930623559966	-0.38249741523360115
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN4_MOUSE	24.863074634851607	25.1992900106746	0.9692830049371326	0.9649034571875718	-0.33621537582299155
MOUSE	ACTN1_MOUSE;ACTN4_MOUSE	24.691070828542998	25.321948388697432	0.11393986445636335	0.2965157949987819	-0.6308775601544347
MOUSE	ACTN2_MOUSE	26.87991730470002	27.051289628184993	0.7806083703436117	0.8696809833442464	-0.17137232348497378
MOUSE	ACTN2_MOUSE;ACTN3_MOUSE	25.20578180131663	25.14423355293622	0.38547541229740373	0.5859537681307534	0.061548248380407955
MOUSE	ACTN3_MOUSE	28.120983153524463	27.987117462985346	0.3211236378344283	0.5280042805461579	0.13386569053911757
MOUSE	ACTN4_MOUSE	24.809522828979475	25.411531913342166	0.02258813271297617	0.11906576323515033	-0.6020090843626917
MOUSE	ACTS_MOUSE	28.30038521693178	29.229557644431086	0.1939151696846892	0.4019498973112704	-0.9291724274993065
MOUSE	ACTY_MOUSE	22.16421382473339	22.873856041502833	0.024409390103594712	0.12382251292026422	-0.7096422167694421
MOUSE	ACTY_MOUSE;ACTZ_MOUSE	23.634440469601135	24.452440298723186	0.007104231683690802	0.06713162626947083	-0.8179998291220514
MOUSE	ACTZ_MOUSE	23.955762639685467	24.571647845236733	0.12629790200913724	0.31594299124006664	-0.6158852055512654
MOUSE	ACY1_MOUSE	21.80770238344316	22.338395635896248	0.12602434966048626	0.3155697247469871	-0.5306932524530872
MOUSE	ACY2_MOUSE	24.31578833879896	24.663550612455417	0.8354034226412794	0.8971887496387992	-0.34776227365645695
MOUSE	ACY3_MOUSE	20.795007142375223	21.17550508459126	0.7767423449901809	0.8666198573706713	-0.3804979422160386
MOUSE	ACYP1_MOUSE	23.537536928165633	23.82185798053942	0.8055058087120739	0.8833014893786771	-0.28432105237378735
MOUSE	ACYP2_MOUSE	25.53405227272805	25.56737064341914	0.026132541576444207	0.1275368300214232	-0.033318370691088006
MOUSE	ADA10_MOUSE	24.777372382772683	25.28719851578809	0.14984763705028742	0.3467779471569315	-0.5098261330154088
MOUSE	ADA11_MOUSE	20.185314563151973	20.262747204440117	0.4262531856645636	0.6202573651521427	-0.07743264128814431
MOUSE	ADA17_MOUSE	20.609620426847684	21.508798683528187	0.07942234093285681	0.24063065067690512	-0.8991782566805036
MOUSE	ADA22_MOUSE	22.21065053736316	22.66547912615862	0.254661248006191	0.46787697792873817	-0.45482858879545773
MOUSE	ADA23_MOUSE	22.85796973516203	23.366220813880744	0.22952073060558228	0.4410333649891812	-0.5082510787187147
MOUSE	ADAS_MOUSE	21.279339849332597	22.647226229190085	8.288315459864291e-05	0.009210153942722468	-1.367886379857488
MOUSE	ADDA_MOUSE	24.69502387725933	25.062903013416886	0.7975823886384403	0.878434343858309	-0.36787913615755485
MOUSE	ADDB_MOUSE	23.96029153007242	24.48878196507434	0.4492299659213491	0.6413465905738518	-0.5284904350019204
MOUSE	ADDG_MOUSE	24.30986423456138	24.70824144975849	0.6152224475155244	0.7618249978360786	-0.3983772151971081
MOUSE	ADH1_MOUSE	23.50857087668477	22.906129635433423	0.3117262473964676	0.5186142099310901	0.6024412412513485
MOUSE	ADHX_MOUSE	25.116399093793454	25.347138527682002	0.2581535993317331	0.4701772541091475	-0.230739433888548
MOUSE	ADIPO_MOUSE	21.926304320626343	23.12685999174581	0.009773139474916717	0.07815330936774421	-1.2005556711194671
MOUSE	ADK_MOUSE	24.134776774622136	24.413879075131824	0.7048123897296179	0.8201089742678835	-0.2791023005096882
MOUSE	ADPGK_MOUSE	21.515629985949012	22.47055474310975	0.03774703011639274	0.15394966725631698	-0.9549247571607395
MOUSE	ADPRH_MOUSE	22.580115463647775	23.197076928218312	0.008131378697281805	0.07263042884537149	-0.6169614645705366
MOUSE	ADPRS_MOUSE	21.9785669212523	22.14779366110189	0.34792326370143883	0.5531455205522778	-0.16922673984959147
MOUSE	ADRO_MOUSE	20.269405802566467	20.259950099383417		1.0	0.009455703183050446
MOUSE	ADT1_MOUSE	27.46618946466896	28.184829719700975	0.037749260754791625	0.15394966725631698	-0.7186402550320139
MOUSE	ADT1_MOUSE;ADT2_MOUSE	25.443639650690873	25.37364723922725	0.05561685610661326	0.19588792190273815	0.06999241146362323
MOUSE	ADT2_MOUSE	26.210286995787516	26.98758192975518	0.04889632913766693	0.18018558430471582	-0.7772949339676636
MOUSE	AEBP1_MOUSE	21.238888669724002	21.834036077654968	0.24238813181580687	0.45531431304944064	-0.5951474079309662
MOUSE	AEDO_MOUSE	22.686954124950912	23.44686361836799	0.012905391622752496	0.0890858529793622	-0.7599094934170765
MOUSE	AF1L2_MOUSE	19.25536449484601	20.70974602018737	0.005305083415456578	0.05791424045343003	-1.4543815253413612
MOUSE	AFAD_MOUSE	19.863020726279057	20.458861849570596	0.5102937653780126	0.6897633315496338	-0.5958411232915388
MOUSE	AFAM_MOUSE	23.242363871788978	23.884511207145763	0.2291042028706091	0.4409830524056347	-0.6421473353567855
MOUSE	AFG32_MOUSE	22.277825705999252	22.84835117279451	0.0463497371713997	0.17519322972654497	-0.5705254667952566
MOUSE	AGAP3_MOUSE	21.40137919710303	21.26210746559237	0.45402327705753254	0.645513784886062	0.13927173151066086
MOUSE	AGK_MOUSE	22.023633557937604	22.892374385772136	0.005526185739251066	0.05891748014663487	-0.8687408278345323
MOUSE	AGM1_MOUSE	21.573598960525057	21.91565244738795	0.8951515827577456	0.9303283893736292	-0.3420534868628913
MOUSE	AGO1_MOUSE;AGO2_MOUSE;AGO3_MOUSE	21.990396066010803	22.39362861214779	0.624618206442048	0.768922070043368	-0.4032325461369872
MOUSE	AGO2_MOUSE	21.470318445125024	21.789911287319608	0.9890990939836526	0.9771905120965502	-0.3195928421945844
MOUSE	AGRIN_MOUSE	23.684967368555153	23.640449942217245	0.025052810963426816	0.12524161739382247	0.044517426337908006
MOUSE	AHSA1_MOUSE	24.57745330038913	25.025009586394667	0.5515480331331469	0.7167684032771544	-0.4475562860055362
MOUSE	AIF1L_MOUSE	23.13459270659475	23.899402563335244	0.002400635263270085	0.03895621101109314	-0.7648098567404951
MOUSE	AIFM1_MOUSE	23.48607269855009	24.038666910893017	0.16639900778765263	0.3685880640757223	-0.5525942123429282
MOUSE	AIMP1_MOUSE	24.265001367573063	24.68571939652478	0.5853028780902362	0.7410596070088328	-0.4207180289517183
MOUSE	AIMP2_MOUSE	23.282095990106694	23.807256904996336	0.248763533770519	0.4609908962704092	-0.5251609148896428
MOUSE	AINX_MOUSE	25.301786566232895	25.19289063751951	0.10768721359099484	0.2874493692714224	0.10889592871338394
MOUSE	AINX_MOUSE;NFH_MOUSE;NFL_MOUSE;NFM_MOUSE	26.045017854178056	26.63050400254807	0.5750077303578132	0.7335031788276067	-0.5854861483700127
MOUSE	AINX_MOUSE;NFL_MOUSE;NFM_MOUSE	22.693217556004598	23.128494708313475		1.0	-0.43527715230887765
MOUSE	AIP_MOUSE	22.322469348866772	23.051678602407318	0.09092401173860924	0.2607937677365657	-0.7292092535405459
MOUSE	AK1A1_MOUSE	25.05688656304269	25.052324289446528	0.014612700212384401	0.09530205177774877	0.004562273596160793
MOUSE	AKA12_MOUSE	24.403891266235	25.053385106862322	0.39041368652946623	0.5888397280959683	-0.6494938406273221
MOUSE	AKAP2_MOUSE	21.142001906829236	21.63976890397031	0.5587165543864938	0.7209454942547607	-0.4977669971410741
MOUSE	AKCL2_MOUSE	21.378757175941686	21.764830835148313	0.6704187434633343	0.7998174895659793	-0.38607365920662673
MOUSE	AKT1_MOUSE	20.721447472119845	21.284004325384988	0.27598277815583944	0.4873199721453596	-0.5625568532651428
MOUSE	AKT3_MOUSE	19.446492841782995	21.205343116379918		1.0	-1.7588502745969237
MOUSE	AL1A1_MOUSE	25.079872000759316	25.16237078753911	0.07041479246186878	0.22434405258670495	-0.08249878677979439
MOUSE	AL1A1_MOUSE;AL1A7_MOUSE	25.32186595048443	25.33005154093042	0.030457524604730085	0.13701221185664592	-0.008185590445989988
MOUSE	AL1L1_MOUSE	23.89733254069708	23.747555162325046	0.35839823267238075	0.5601880324119999	0.14977737837203264
MOUSE	AL3A2_MOUSE	23.34438260573387	24.28245755393099	0.001265910241344541	0.030653272029023702	-0.9380749481971193
MOUSE	AL3B1_MOUSE	22.917722800350415	23.21208696172134	0.784564454213968	0.8712655356451215	-0.29436416137092536
MOUSE	AL4A1_MOUSE	22.644588600394083	23.19042031568953	0.24897968147663732	0.4609908962704092	-0.5458317152954457
MOUSE	AL7A1_MOUSE	24.311934158681936	24.66676704261423	0.6837145419566638	0.8092001106510691	-0.35483288393229273
MOUSE	AL9A1_MOUSE	24.17977194018128	24.536218753147246	0.695605133832685	0.8144415739115962	-0.3564468129659666
MOUSE	ALAT1_MOUSE	22.90382743069182	23.202353635860007	0.8056582814410495	0.8833014893786771	-0.2985262051681872
MOUSE	ALAT2_MOUSE	21.760439091129342	22.058095248513332	0.9180733872218924	0.941600832919756	-0.2976561573839902
MOUSE	ALBU_MOUSE	31.798738665166706	32.2962666556446	0.2862856518590505	0.49583828417610487	-0.4975279904778951
MOUSE	ALD2_MOUSE	21.434262218037478	21.672536054084024		1.0	-0.23827383604654528
MOUSE	ALDH2_MOUSE	26.137126603201235	26.64355392726795	0.1851725834145455	0.3909619801483678	-0.5064273240667134
MOUSE	ALDOA_MOUSE	30.261341740538732	30.339036044831985	0.2367120420533657	0.4479095787908407	-0.07769430429325297
MOUSE	ALDOA_MOUSE;ALDOC_MOUSE	26.534772166219817	26.300281810159007	0.09623247251856612	0.26783016476728816	0.23449035606081026
MOUSE	ALDOC_MOUSE	25.392457229709922	25.261573543302745	0.08952609460412382	0.2588732454852727	0.13088368640717718
MOUSE	ALDR_MOUSE	26.89898083399096	27.373887038327823	0.1754999570861971	0.38004744068017	-0.47490620433686104
MOUSE	ALG2_MOUSE	21.89073333318844	22.49860974814281	0.29683869887200764	0.5058977075014988	-0.6078764149543687
MOUSE	ALKB3_MOUSE	21.343299050608106	21.17988449510013	0.14505289131431237	0.3405741106540733	0.1634145555079769
MOUSE	ALR_MOUSE	19.755030992255584	20.64706267312375		1.0	-0.8920316808681648
MOUSE	AMACR_MOUSE	20.32658474106222	20.735939800211938	0.6918541090030015	0.812709993804871	-0.4093550591497177
MOUSE	AMBP_MOUSE	24.205238442714435	24.008035341104335	0.422068584538852	0.6161932397028842	0.1972031016100999
MOUSE	AMFR_MOUSE	19.32619344718205	20.56673500738565		1.0	-1.2405415602035994
MOUSE	AMPB_MOUSE	22.57111177774634	23.049791174032027	0.1918006750210165	0.39978183619606206	-0.47867939628568834
MOUSE	AMPD1_MOUSE	24.767869264443902	25.715768381650175	0.07524962633681546	0.23393385897624575	-0.9478991172062727
MOUSE	AMPD2_MOUSE	22.196585118191205	22.67259072359862	0.5908560598463735	0.7456537857728085	-0.47600560540741554
MOUSE	AMPD3_MOUSE	21.279492432647448	21.53014781253196	0.6962438292372692	0.8144415739115962	-0.25065537988451325
MOUSE	AMPE_MOUSE	19.946097356183405	20.756820294061715	0.18628958648798022	0.3927852218649272	-0.8107229378783103
MOUSE	AMPH_MOUSE	24.115980853456513	24.584397293247022	0.647590423613184	0.7855854099236188	-0.4684164397905093
MOUSE	AMPL_MOUSE	24.02108395149785	24.367314494246052	0.7757999018830686	0.8662756038615936	-0.3462305427482022
MOUSE	AMPN_MOUSE	23.26752719521967	23.52468406278959	0.7034000062972053	0.8193264865467902	-0.2571568675699183
MOUSE	AMRP_MOUSE	22.143889344802396	21.916223172136984	0.0015721600703810774	0.0333755016220527	0.2276661726654119
MOUSE	AN32A_MOUSE	23.285980199966513	23.807312138691422	0.09412723098003703	0.2654614645398012	-0.5213319387249093
MOUSE	AN32B_MOUSE	23.199303005184227	23.832755672362058	0.003463999472224055	0.0464741977534825	-0.6334526671778313
MOUSE	AN32E_MOUSE	22.564253709979546	22.65990903198635	0.015946153137681617	0.09964560529197246	-0.09565532200680238
MOUSE	ANGT_MOUSE	22.080467975018124	21.708369151229103	0.019077204319143806	0.10754831334278823	0.37209882378902037
MOUSE	ANK1_MOUSE	22.423971879415493	24.061507107867143	0.0005969777871733473	0.022623599966590708	-1.6375352284516502
MOUSE	ANK1_MOUSE;ANK3_MOUSE	21.33996360038443	22.388803127483804	0.004078111518065178	0.05015825885780028	-1.048839527099375
MOUSE	ANK2_MOUSE	23.15864830971453	23.613812615983246	0.34952260902317867	0.5532666363066192	-0.45516430626871696
MOUSE	ANK2_MOUSE;ANK3_MOUSE	21.979503353942768	23.088611201221937		1.0	-1.1091078472791693
MOUSE	ANK3_MOUSE	24.025927111009427	24.43139702705814	0.4720139408527839	0.6584073443064862	-0.4054699160487125
MOUSE	ANKR2_MOUSE	20.555812610888736	21.888476829705063	0.2087360265552786	0.41848001397785467	-1.3326642188163262
MOUSE	ANM1_MOUSE	22.509484356928212	23.07594065096048	0.09328256802226544	0.26384069320322634	-0.5664562940322675
MOUSE	ANM5_MOUSE	22.107199193027007	22.767089413912938	0.06936168390321494	0.22278000547467247	-0.6598902208859307
MOUSE	ANO10_MOUSE	21.263482790465094	22.242347346028456	0.032973545319203476	0.14318195014971913	-0.9788645555633622
MOUSE	ANO6_MOUSE	21.76544879294362	22.350762431199005	0.17012358185057774	0.3742934423763424	-0.5853136382553856
MOUSE	ANPRB_MOUSE	19.35423137167999	20.218596738377705	0.1233711833295072	0.3111327610851397	-0.8643653666977151
MOUSE	ANS1A_MOUSE	21.806717364361187	22.44668010958105	0.16241814613187114	0.3654985956870034	-0.6399627452198615
MOUSE	ANT3_MOUSE	24.897854239953602	25.336815230458097	0.5599580683198444	0.7219964880113728	-0.4389609905044942
MOUSE	ANX11_MOUSE	24.018881758562696	24.64280960538925	0.008021027187934985	0.07225236979037745	-0.6239278468265539
