specie	ProteinName	Ctrl	ST	p	q	log2(A,B)
MOUSE	ACSL4_MOUSE	22.113585597462563	22.03972202596399	0.6409789596504265	0.742819714240374	0.07386357149857403
MOUSE	ACSL6_MOUSE	23.39155005599675	23.35854398382383	0.8468341650998517	0.8698718606401706	0.0330060721729204
MOUSE	ACTBL_MOUSE	24.462589160182688	24.556867253719467	0.49362486849254816	0.6318020899305402	-0.0942780935367793
MOUSE	ACTBL_MOUSE;ACTH_MOUSE;ACTS_MOUSE	28.28827100311631	28.99546837074839	0.03206747027628308	0.1335834698695049	-0.7071973676320802
MOUSE	ACTB_MOUSE;ACTG_MOUSE	29.840196065550032	29.875198435087608	0.6001186014654292	0.7152225079766682	-0.03500236953757607
MOUSE	ACTH_MOUSE	25.09523574037448	25.485680577539142	0.347047082046618	0.5094350731227648	-0.3904448371646616
MOUSE	ACTH_MOUSE;ACTS_MOUSE	31.378854337352866	32.18831251676222	0.01386746015484002	0.09052603134577694	-0.8094581794093507
MOUSE	ACTN1_MOUSE	24.11095063116034	23.968568833677903	0.4825963856755502	0.6213400874741801	0.14238179748243596
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE	26.234821358881728	27.114526978220546	0.04277604958961234	0.15276120668961962	-0.879705619338818
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN3_MOUSE	25.02735415488308	26.099273920876207	0.024064322282311215	0.11933870299672461	-1.071919765993126
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN3_MOUSE;ACTN4_MOUSE	27.0185415890421	27.964141672308493	0.026199544950357628	0.12449960155866267	-0.9456000832663918
MOUSE	ACTN1_MOUSE;ACTN2_MOUSE;ACTN4_MOUSE	24.262081974063946	25.1992900106746	0.02671498799608763	0.12539551099807378	-0.9372080366106523
MOUSE	ACTN1_MOUSE;ACTN4_MOUSE	25.445822781124996	25.321948388697432	0.3102293023888316	0.4745436769626166	0.12387439242756315
MOUSE	ACTN2_MOUSE	25.99416997703363	27.051289628184993	0.07646988901974724	0.20774121198539724	-1.057119651151364
MOUSE	ACTN2_MOUSE;ACTN3_MOUSE	24.350684152016346	25.14423355293622	0.0798798594601998	0.21294580529154783	-0.7935494009198756
MOUSE	ACTN3_MOUSE	26.89402774875477	27.987117462985346	0.03347303830146427	0.1354297839405533	-1.093089714230576
MOUSE	ACTN4_MOUSE	25.407516821580028	25.411531913342166	0.9680675386498219	0.9432244884230804	-0.004015091762138212
MOUSE	ACTS_MOUSE	28.030584929486132	29.229557644431086	0.023611992256954956	0.11830664872917733	-1.1989727149449543
MOUSE	ACTY_MOUSE	22.550960958665797	22.873856041502833	0.15773943996446993	0.31499756086999925	-0.32289508283703583
MOUSE	ACTY_MOUSE;ACTZ_MOUSE	24.422643511920647	24.452440298723186	0.732219237560084	0.8039382531668317	-0.029796786802538833
MOUSE	ACTZ_MOUSE	24.221945885277087	24.571647845236733	0.07967380877401796	0.21294580529154783	-0.3497019599596456
MOUSE	ACY1_MOUSE	22.331393354447204	22.338395635896248	0.884569401068569	0.8924275333818644	-0.007002281449043579
MOUSE	ACY2_MOUSE	24.61785038790545	24.663550612455417	0.6817382833665402	0.7718030441794309	-0.04570022454996803
MOUSE	ACY3_MOUSE	20.876394788337098	21.17550508459126	0.2494952097114258	0.41540812738237076	-0.2991102962541632
MOUSE	ACYP1_MOUSE	23.915585771134207	23.82185798053942	0.29188078538620904	0.45728212693784864	0.09372779059478731
MOUSE	ACYP2_MOUSE	25.32659811241782	25.56737064341914	0.01781867748016461	0.1016485593110359	-0.24077253100131912
MOUSE	ADA10_MOUSE	25.094157548029482	25.28719851578809	0.05809933318333508	0.18025257628477406	-0.19304096775860913
MOUSE	ADA11_MOUSE	20.253372741003325	20.262747204440117	0.9747945480938058	0.94749711483985	-0.009374463436792269
MOUSE	ADA17_MOUSE	21.124831048729014	21.508798683528187	0.10782789457364073	0.2505469077580099	-0.3839676347991734
MOUSE	ADA22_MOUSE	22.38966004522759	22.66547912615862	0.012520718044155985	0.08678034918354796	-0.27581908093102925
MOUSE	ADA23_MOUSE	23.05301229315519	23.366220813880744	0.009332346040699588	0.07826668052826344	-0.31320852072555283
MOUSE	ADAS_MOUSE	22.61555495561559	22.647226229190085	0.837444223809663	0.8647543162162902	-0.03167127357449573
MOUSE	ADDA_MOUSE	25.16435875358715	25.062903013416886	0.28762794996637286	0.4528110471621412	0.10145574017026249
MOUSE	ADDB_MOUSE	24.287891766021946	24.48878196507434	0.07496883027805584	0.20651514483031097	-0.20089019905239525
MOUSE	ADDG_MOUSE	24.633618213361757	24.70824144975849	0.5055828149349632	0.6414914659399505	-0.0746232363967323
MOUSE	ADH1_MOUSE	22.757324894927805	22.906129635433423	0.26038138370368263	0.42586620196260966	-0.14880474050561787
MOUSE	ADHX_MOUSE	25.219779458142312	25.347138527682002	0.16330873984733482	0.3225013624578532	-0.12735906953968978
MOUSE	ADIPO_MOUSE	22.52909068570722	23.12685999174581	0.009192035908408076	0.07801350353471916	-0.5977693060385896
MOUSE	ADK_MOUSE	24.387735130912517	24.413879075131824	0.777214205476746	0.8289241727573649	-0.026143944219306547
MOUSE	ADPGK_MOUSE	23.107002097581415	22.47055474310975	0.0034640049250245037	0.05906721835668527	0.6364473544716631
MOUSE	ADPRH_MOUSE	23.31559815429425	23.197076928218312	0.11902140811423789	0.2672444104151192	0.11852122607593785
MOUSE	ADPRS_MOUSE	22.128624916935703	22.14779366110189	0.8752528903972755	0.8869674451477089	-0.01916874416618697
MOUSE	ADRO_MOUSE	20.85739662602955	20.259950099383417		1.0	0.5974465266461344
MOUSE	ADT1_MOUSE	27.84010290052793	28.184829719700975	0.07998241298365569	0.21294580529154783	-0.3447268191730437
MOUSE	ADT1_MOUSE;ADT2_MOUSE	25.46154026232232	25.37364723922725	0.5207579237847524	0.6533188952623239	0.08789302309507008
MOUSE	ADT2_MOUSE	27.017451360341962	26.98758192975518	0.8500188912833562	0.8714912560853095	0.02986943058678193
MOUSE	AEBP1_MOUSE	21.552818076109965	21.834036077654968	0.12119317818635494	0.26997378694671226	-0.2812180015450032
MOUSE	AEDO_MOUSE	23.37857260083932	23.44686361836799	0.5792723439742452	0.6999407600177611	-0.06829101752866862
MOUSE	AF1L2_MOUSE	21.550384344132922	20.70974602018737	0.009466104378404363	0.07832751612397529	0.8406383239455515
MOUSE	AFAD_MOUSE	20.90124324668555	20.458861849570596	0.3689019182259541	0.5288055615291276	0.4423813971149535
MOUSE	AFAM_MOUSE	23.411734578099797	23.884511207145763	0.004105101866162262	0.06077118084929897	-0.47277662904596696
MOUSE	AFG32_MOUSE	22.953898324295317	22.84835117279451	0.22280098949320007	0.3893903379705471	0.10554715150080796
MOUSE	AGAP3_MOUSE	21.36911734497114	21.26210746559237	0.5104323808698796	0.6459199147860973	0.10700987937877215
MOUSE	AGFG1_MOUSE	21.37495614789847	21.01431724968607	0.03703918381415161	0.1420685095454161	0.36063889821240025
MOUSE	AGK_MOUSE	22.798029133864404	22.892374385772136	0.47015538733198503	0.6136189655706404	-0.09434525190773257
MOUSE	AGM1_MOUSE	21.916042596686815	21.91565244738795	0.997355988861996	0.9548778052839816	0.0003901492988660493
MOUSE	AGO1_MOUSE;AGO2_MOUSE;AGO3_MOUSE	22.423568107797816	22.39362861214779	0.819645362294804	0.8538739627741763	0.029939495650026515
MOUSE	AGO2_MOUSE	21.90592545782267	21.789911287319608	0.3612971209334809	0.5211355334288664	0.1160141705030604
MOUSE	AGRIN_MOUSE	23.708574749441894	23.640449942217245	0.6251834368965452	0.7342387289886446	0.06812480722464898
MOUSE	AHSA1_MOUSE	25.06828809775746	25.025009586394667	0.49609068602433304	0.633614817019196	0.043278511362792926
MOUSE	AIF1L_MOUSE	23.996047933994905	23.899402563335244	0.4058833830287888	0.5569142407819493	0.09664537065966172
MOUSE	AIFM1_MOUSE	24.015476306820023	24.038666910893017	0.841853918507469	0.8669646602105769	-0.023190604072993892
MOUSE	AIMP1_MOUSE	25.050511302702887	24.68571939652478	0.023902852467238177	0.11909829760097539	0.3647919061781053
MOUSE	AIMP2_MOUSE	24.126786224741263	23.807256904996336	0.03957427748897658	0.1472321927618803	0.3195293197449267
MOUSE	AINX_MOUSE	24.814269162323647	25.19289063751951	0.027245280421751672	0.12634117096967878	-0.37862147519586387
MOUSE	AINX_MOUSE;NFH_MOUSE;NFL_MOUSE;NFM_MOUSE	26.22296429770497	26.63050400254807	0.3399215520445877	0.5043265736678859	-0.4075397048430993
MOUSE	AINX_MOUSE;NFL_MOUSE;NFM_MOUSE	23.011470325089945	23.128494708313475	0.7576089309678606	0.8195001776260389	-0.11702438322353004
MOUSE	AIP_MOUSE	23.219004417365003	23.051678602407318	0.14713767531265898	0.30142262062529773	0.16732581495768528
MOUSE	AK1A1_MOUSE	25.050623807641546	25.052324289446528	0.9815343136185757	0.9494860497684228	-0.0017004818049812798
MOUSE	AKA12_MOUSE	25.258247083367635	25.053385106862322	0.3334547920259379	0.4980868597237472	0.20486197650531324
MOUSE	AKAP2_MOUSE	22.096554850422674	21.63976890397031	0.08120269664918518	0.21455735236360748	0.4567859464523636
MOUSE	AKCL2_MOUSE	21.62080495075647	21.764830835148313	0.28446110285922543	0.4493924262772152	-0.14402588439184427
MOUSE	AKT1_MOUSE	21.416410986651872	21.284004325384988	0.30237603471661945	0.4682848628001816	0.13240666126688438
MOUSE	AKT3_MOUSE	21.20533647349996	21.205343116379918	0.9999598397315476	0.9558827902818482	-6.642879959883885e-06
MOUSE	AKTS1_MOUSE	21.883912387366383	20.870607415196968		1.0	1.013304972169415
MOUSE	AL1A1_MOUSE	24.843134888514815	25.16237078753911	0.06900140953825018	0.19747148662035585	-0.31923589902429583
MOUSE	AL1A1_MOUSE;AL1A7_MOUSE	24.9180778047379	25.33005154093042	0.0033466308876576745	0.05906721835668527	-0.4119737361925182
MOUSE	AL1L1_MOUSE	23.568389209082827	23.747555162325046	0.23832513551311774	0.404431477376425	-0.17916595324221873
MOUSE	AL3A2_MOUSE	24.177733653221843	24.28245755393099	0.2837174838105291	0.44898058999633866	-0.10472390070914628
MOUSE	AL3B1_MOUSE	23.05454216331542	23.21208696172134	0.21816304611605372	0.3841888176238291	-0.15754479840591884
MOUSE	AL4A1_MOUSE	23.089554171483574	23.19042031568953	0.30423448858071694	0.46936653883603435	-0.10086614420595552
MOUSE	AL7A1_MOUSE	24.526807050966802	24.66676704261423	0.1423879109764297	0.2956215170420688	-0.13995999164742656
MOUSE	AL9A1_MOUSE	24.695400071951564	24.536218753147246	0.12282492137771762	0.271367546598462	0.1591813188043183
MOUSE	ALAT1_MOUSE	22.732317748261067	23.202353635860007	9.57401974916738e-05	0.027207581277503678	-0.47003588759893944
MOUSE	ALAT2_MOUSE	22.24922043655849	22.058095248513332	0.3321096676294693	0.4972042892306134	0.19112518804515588
MOUSE	ALBU_MOUSE	31.971915033412156	32.2962666556446	0.0002229035288929372	0.02904117778264241	-0.3243516222324452
MOUSE	ALD2_MOUSE	21.85635192900836	21.672536054084024		1.0	0.18381587492433482
MOUSE	ALDH2_MOUSE	26.81650832067738	26.64355392726795	0.06088424529633379	0.18393723598073558	0.1729543934094302
MOUSE	ALDOA_MOUSE	30.058296699763268	30.339036044831985	0.0280660134901142	0.1283088197328093	-0.2807393450687172
MOUSE	ALDOA_MOUSE;ALDOC_MOUSE	26.28242879241854	26.300281810159007	0.9557599636126137	0.9375195513850918	-0.017853017740467436
MOUSE	ALDOC_MOUSE	25.343706608528997	25.261573543302745	0.7144771470543713	0.7939449057021359	0.08213306522625174
MOUSE	ALDR_MOUSE	27.33569624336997	27.373887038327823	0.7596128490131047	0.8198399543575676	-0.0381907949578526
MOUSE	ALG2_MOUSE	22.831440882920095	22.49860974814281	0.11105469999582535	0.2563881612743431	0.33283113477728676
MOUSE	ALG5_MOUSE	22.107892778275357	22.472538640245144		1.0	-0.36464586196978743
MOUSE	ALKB3_MOUSE	21.321949282994357	21.17988449510013	0.5286908548754465	0.6588825968237755	0.1420647878942276
MOUSE	ALR_MOUSE	20.589656632092453	20.64706267312375		1.0	-0.057406041031295985
MOUSE	AMACR_MOUSE	20.565692014196646	20.735939800211938	0.5371534063860413	0.665037791050921	-0.17024778601529178
MOUSE	AMBP_MOUSE	23.68912728496873	24.008035341104335	0.13287481087527378	0.2856019718120655	-0.318908056135605
MOUSE	AMFR_MOUSE	21.209256021407896	20.56673500738565	0.05872016088558161	0.18135727945942046	0.6425210140222468
MOUSE	AMPB_MOUSE	23.180987614992624	23.049791174032027	0.29260827509048576	0.4582000851046223	0.13119644096059702
MOUSE	AMPD1_MOUSE	25.086381818763744	25.715768381650175	0.01769232386786637	0.1016485593110359	-0.629386562886431
MOUSE	AMPD2_MOUSE	22.62987047988778	22.67259072359862	0.6840451076566663	0.773613695991469	-0.042720243710839156
MOUSE	AMPD3_MOUSE	21.59646504432741	21.53014781253196	0.7613660041523751	0.8198399543575676	0.06631723179544835
MOUSE	AMPE_MOUSE	20.501171618110458	20.756820294061715	0.5266340377597108	0.6580351443777758	-0.2556486759512566
MOUSE	AMPH_MOUSE	24.69097335486462	24.584397293247022	0.42208765006421	0.571150429965043	0.10657606161759858
MOUSE	AMPL_MOUSE	24.667003554082928	24.367314494246052	0.02976445764612295	0.13011305705668738	0.29968905983687577
MOUSE	AMPN_MOUSE	23.430257285800433	23.52468406278959	0.5258879231115404	0.6574612864295	-0.09442677698915602
MOUSE	AMRP_MOUSE	22.563626027364165	21.916223172136984	0.005682143336111651	0.06494228493556124	0.6474028552271811
MOUSE	AN32A_MOUSE	24.482286957059944	23.807312138691422	0.0001594745763424964	0.027207581277503678	0.674974818368522
MOUSE	AN32B_MOUSE	24.679408150237524	23.832755672362058	0.0002243082235940994	0.02904117778264241	0.846652477875466
MOUSE	AN32E_MOUSE	23.453448659335535	22.65990903198635	9.665886244068906e-05	0.027207581277503678	0.7935396273491868
MOUSE	ANFY1_MOUSE	21.04303240274552	21.02981203549912	0.9423860838457262	0.9316281963579691	0.013220367246400855
MOUSE	ANGT_MOUSE	21.496611760908646	21.708369151229103	0.2038426517270428	0.3671605580993277	-0.21175739032045726
MOUSE	ANK1_MOUSE	24.550210136404093	24.061507107867143	0.008020849702376926	0.07396432532368158	0.4887030285369498
MOUSE	ANK1_MOUSE;ANK3_MOUSE	22.521340204397667	22.388803127483804	0.24107414961478987	0.40581170302463554	0.13253707691386296
MOUSE	ANK2_MOUSE	23.516342305095502	23.613812615983246	0.4598459386746576	0.605781821644636	-0.0974703108877435
MOUSE	ANK2_MOUSE;ANK3_MOUSE	23.042406841545443	23.088611201221937		1.0	-0.04620435967649428
MOUSE	ANK3_MOUSE	24.088405241111005	24.43139702705814	0.026877457926334086	0.1255347593069617	-0.34299178594713453
MOUSE	ANKR2_MOUSE	21.7339618536838	21.888476829705063	0.7765895614232254	0.8289241727573649	-0.15451497602126096
MOUSE	ANM1_MOUSE	23.206107062292716	23.07594065096048	0.25701408852901686	0.42232824973390853	0.13016641133223672
MOUSE	ANM5_MOUSE	22.8999548361686	22.767089413912938	0.23492853267459293	0.4018307701091256	0.13286542225566222
MOUSE	ANO10_MOUSE	21.98201849018394	22.242347346028456	0.282886812329588	0.4479616633599722	-0.2603288558445165
