specie	ProteinName	Ctrl	ST	p	q	log2(A,B)
MOUSE	DYN1_MOUSE;DYN2_MOUSE;DYN3_MOUSE	25.57113969520884	25.621352479687555	0.7237300285455636	0.798988862285376	-0.0502127844787168
MOUSE	DYN2_MOUSE	23.168065779830926	23.099595445838453	0.4616151175813853	0.6071240650322399	0.06847033399247238
MOUSE	DYN2_MOUSE;DYN3_MOUSE	23.04264791508846	23.170677350359895	0.6481231491869424	0.747862536807621	-0.1280294352714364
MOUSE	DYN3_MOUSE	24.536219939097663	24.686401390528243	0.21722756240902327	0.3831668232862486	-0.15018145143057993
MOUSE	DYSF_MOUSE	22.230673796989652	22.416512270394833	0.37870476736233616	0.538091449172605	-0.18583847340518034
MOUSE	DYST_MOUSE	23.938921071906737	23.96482504560992	0.7900591408944826	0.8359670566714983	-0.025903973703183425
MOUSE	DYST_MOUSE;MACF1_MOUSE	22.861010589541973	23.07516761781724	0.10728015174977472	0.24967396099912859	-0.21415702827526673
MOUSE	E41L1_MOUSE	20.312674487732053	20.285059365255265	0.8676484112290822	0.8822997890580805	0.027615122476788656
MOUSE	E41L1_MOUSE;E41L2_MOUSE;E41L3_MOUSE	24.799625516802706	25.07930921834109	0.06196818526720621	0.18576058763972342	-0.27968370153838507
MOUSE	E41L2_MOUSE	27.466024760381597	27.73457964177948	0.0009200854295766047	0.04344160862430322	-0.26855488139788264
MOUSE	E41L2_MOUSE;E41L3_MOUSE	24.00563015113307	24.24715131895741	0.03380655642724947	0.13585699604131518	-0.24152116782434163
MOUSE	E41L3_MOUSE	26.02197108711624	26.283298770092266	0.13192272932265184	0.284377069532636	-0.2613276829760274
MOUSE	ECH1_MOUSE	23.73229110820801	23.64358245915205	0.2744517209130142	0.44064055814319536	0.08870864905595965
MOUSE	ECHA_MOUSE	25.93539264978038	25.879161638940094	0.31162305408448315	0.4762255170078222	0.05623101084028548
MOUSE	ECHB_MOUSE	26.28227100868368	26.410410008354734	0.002571232490139591	0.05428444117237619	-0.12813899967105513
MOUSE	ECHD1_MOUSE	23.738601253504743	23.703899420559456	0.8106567523853937	0.8492253300566363	0.03470183294528795
MOUSE	ECHM_MOUSE	25.558482685300415	25.665206720518228	0.1132148760209728	0.2591996948003637	-0.10672403521781249
MOUSE	ECI1_MOUSE	24.702105699905765	25.00180102422621	0.029711073521622	0.13011305705668738	-0.2996953243204459
MOUSE	ECI2_MOUSE	23.188540302652385	23.107001192679306	0.5573330153216625	0.6822795555971021	0.0815391099730789
MOUSE	ECM1_MOUSE	21.833441669254693	22.137220277001795	0.16864822283997064	0.3276542534782388	-0.30377860774710186
MOUSE	ECM29_MOUSE	22.8752380193968	22.57476489262723	0.03584747797202868	0.13979432850431384	0.30047312676957105
MOUSE	EDC4_MOUSE	22.31699942244176	21.531489026541315	0.007240209048827642	0.07134619833987833	0.7855103959004452
MOUSE	EDF1_MOUSE	22.366034672293406	21.99884983762778	0.0368621086624857	0.1417967546158242	0.36718483466562546
MOUSE	EEA1_MOUSE	23.292649566900774	23.004652989030376	0.0009532556137778133	0.04344160862430322	0.28799657787039834
MOUSE	EEPD1_MOUSE	22.007996317818833	21.681346948229294	0.04015141964766953	0.14784991134828482	0.32664936958953916
MOUSE	EF1A1_MOUSE	27.547098896905922	27.368623708148778	0.015351986205406017	0.09494976942624003	0.17847518875714385
MOUSE	EF1A1_MOUSE;EF1A2_MOUSE	28.352077218038712	28.07438937555411	0.10539804233466908	0.24712381997093189	0.2776878424846032
MOUSE	EF1A2_MOUSE	26.69702817336359	26.831902467669767	0.25217908704461905	0.41751429013740443	-0.1348742943061758
MOUSE	EF1B_MOUSE	26.287713260100354	25.66145609899442	0.004979337649028931	0.0633345184839284	0.6262571611059329
MOUSE	EF1B_MOUSE;EF1D_MOUSE	22.829592678589353	21.945985949227083		1.0	0.8836067293622705
MOUSE	EF1D_MOUSE	26.216426283855274	25.864131140650727	0.0032165182989369622	0.05906721835668527	0.3522951432045467
MOUSE	EF1G_MOUSE	26.494797896963995	26.14979564201914	0.0647708477781211	0.19078006858608565	0.3450022549448555
MOUSE	EF2_MOUSE	26.602259277495452	26.429311850863165	0.06390762055420443	0.1892524559682763	0.17294742663228746
MOUSE	EFGM_MOUSE	22.35825967246823	22.080752263983108	0.07449222773172492	0.20555213325217883	0.27750740848512123
MOUSE	EFHD1_MOUSE	22.579878689931256	22.28583960586027	0.09340972629613871	0.2316811103996942	0.29403908407098456
MOUSE	EFHD2_MOUSE	23.18312371802932	22.886788798727135	0.06313539496992761	0.18799763927837726	0.29633491930218625
MOUSE	EFL1_MOUSE	20.888906965157204	20.937618072761857	0.7488256859701081	0.8143166067785759	-0.04871110760465314
MOUSE	EFNB1_MOUSE	21.260733890719674	21.13599773365807	0.6044101348229742	0.7176536940414701	0.12473615706160501
MOUSE	EFTS_MOUSE	21.454836771129965	21.09119947725126	0.1703052725856611	0.3292334905801311	0.3636372938787069
MOUSE	EFTU_MOUSE	25.441008634262605	25.36073380223671	0.37321430245465104	0.5332401476572665	0.08027483202589636
MOUSE	EGFR_MOUSE	23.439176122651233	23.18372795120897	0.1900541527203455	0.3511173578340281	0.2554481714422643
MOUSE	EHBP1_MOUSE	21.111764052639707	21.122006397515268	0.9624249548311865	0.9402741087688257	-0.01024234487556086
MOUSE	EHD1_MOUSE	24.350757306374554	24.598058938585915	0.020589790883261332	0.10961182146798505	-0.2473016322113608
MOUSE	EHD1_MOUSE;EHD2_MOUSE	24.03173426246285	23.88403446986713	0.697359491967197	0.7829267150825081	0.14769979259571997
MOUSE	EHD1_MOUSE;EHD3_MOUSE	23.98490370894351	24.19932694673122	0.1685346001364429	0.3276542534782388	-0.21442323778770955
MOUSE	EHD2_MOUSE	25.001402467219343	25.499223427739032	0.01831897536036876	0.1025846493336214	-0.4978209605196895
MOUSE	EHD3_MOUSE	24.78536831860469	24.968056224695484	0.022687944168365764	0.1156459578655187	-0.18268790609079488
MOUSE	EHD4_MOUSE	25.038172755209114	25.24249975385627	0.015069280968806331	0.09476394157312322	-0.2043269986471543
MOUSE	EI2BB_MOUSE	21.613428567555285	21.23816813740118	0.05256352987249693	0.17013495888059077	0.3752604301541069
MOUSE	EI2BD_MOUSE	21.375122533180587	20.715200948674262	0.0051501805210367796	0.0633345184839284	0.6599215845063249
MOUSE	EI2BE_MOUSE	21.37875311959981	21.408094216760922	0.7671413495694688	0.822744892489156	-0.029341097161111662
MOUSE	EI3JA_MOUSE;EI3JB_MOUSE	23.46777837484576	22.871408873515016	0.006761318046395558	0.06968010748216831	0.5963695013307451
MOUSE	EIF1B_MOUSE;EIF1_MOUSE	23.951595127742706	23.900522222018356	0.7777022898960334	0.8289241727573649	0.05107290572435019
MOUSE	EIF2A_MOUSE	23.265244609493358	22.979347794304548	0.05845000681220118	0.1810411558996273	0.28589681518880994
MOUSE	EIF3A_MOUSE	24.14396125670538	23.91022305439934	0.14430995692974913	0.29846333904796896	0.2337382023060428
MOUSE	EIF3B_MOUSE	24.0892935709456	23.791755366555975	0.03339483309951069	0.1354297839405533	0.29753820438962464
MOUSE	EIF3C_MOUSE	24.421236305362843	24.122474678102527	0.06731273119622751	0.19540307016667793	0.2987616272603155
MOUSE	EIF3D_MOUSE	23.55029078349584	23.396758586372773	0.36750787820561803	0.5270406735172493	0.15353219712306654
MOUSE	EIF3E_MOUSE	23.47853174203444	23.286244658440033	0.23622525273472925	0.40246673755410484	0.19228708359440816
MOUSE	EIF3F_MOUSE	23.900991393837526	23.648100800312516	0.12323405288106759	0.2719002807081058	0.2528905935250094
MOUSE	EIF3G_MOUSE	24.09568278458976	23.392914204703146	0.008985629279000257	0.07763873725156892	0.7027685798866123
MOUSE	EIF3H_MOUSE	23.85094018157103	23.631297862710845	0.5137217308321553	0.6485134003327595	0.21964231886018482
MOUSE	EIF3I_MOUSE	23.434502926041205	22.89646372602664	0.0016952310892373664	0.04851769683748447	0.5380392000145662
MOUSE	EIF3K_MOUSE	23.3667042250349	23.18665123801201	0.09632088504332675	0.235473217201561	0.18005298702288997
MOUSE	EIF3L_MOUSE	23.31760784920474	22.89622595770075	0.025671059765074493	0.12255158302616351	0.42138189150399086
MOUSE	EIF3M_MOUSE	23.32929807140958	23.075201872997308	0.15951253753357117	0.317333783005317	0.25409619841227027
MOUSE	EIPR1_MOUSE	22.815460696237633	22.466108035144398	0.07755908383452202	0.20954866117387097	0.34935266109323493
MOUSE	ELAP2_MOUSE	20.365224612274304	19.94122226081189	0.31766694314520216	0.4824414739328549	0.4240023514624127
MOUSE	ELAV1_MOUSE	24.41976820063489	23.964376183426545	0.0028249004200095055	0.05575301182299205	0.45539201720834654
MOUSE	ELAV2_MOUSE	24.606081008428227	23.8526770382336	0.00752748034332094	0.07208451287433856	0.7534039701946256
MOUSE	ELAV2_MOUSE;ELAV3_MOUSE;ELAV4_MOUSE	24.152128764293515	22.617465447479788		1.0	1.5346633168137274
MOUSE	ELAV2_MOUSE;ELAV4_MOUSE	24.5871411362901	24.023653369747038	0.06642055387828955	0.19403128979255663	0.5634877665430622
MOUSE	ELAV3_MOUSE	22.766536187533937	21.78407485809563	0.009498056192332516	0.07832751612397529	0.9824613294383084
MOUSE	ELAV4_MOUSE	23.41267983290776	23.069278919184743	0.3736005868019503	0.5334148078056279	0.3434009137230163
MOUSE	ELMO1_MOUSE	21.517179015192802	21.24263625301846	0.2523376158733304	0.41756316731335075	0.2745427621743417
MOUSE	ELMO2_MOUSE	20.316826675232353	19.922756468150535	0.26655591063141726	0.43333732208077375	0.3940702070818176
MOUSE	ELOB_MOUSE	25.764788136699696	25.716910286565717	0.7280935643293458	0.8018564821880965	0.04787785013397894
MOUSE	ELOC_MOUSE	24.376480083893284	24.343076393713694	0.7618998241334503	0.8198399543575676	0.03340369017958977
MOUSE	ELP1_MOUSE	20.800413606307465	20.81119540339247	0.9554291931732124	0.9375195513850918	-0.010781797085005707
MOUSE	ELP2_MOUSE	21.489251005328445	21.009604604612832	0.06762488507037245	0.19595773232966002	0.4796464007156125
MOUSE	ELP3_MOUSE	20.150380853116854	19.969299643533173	0.5378207482575978	0.6652387491571152	0.1810812095836809
MOUSE	EM55_MOUSE	24.80625096082181	24.479430467687582	0.008945193415528508	0.07763873725156892	0.32682049313422823
MOUSE	EMAL1_MOUSE	24.2881917893514	24.510720552112566	0.01680746244691548	0.09875739845840925	-0.22252876276116496
MOUSE	EMAL2_MOUSE	24.699807600765713	24.882364336701425	0.056537543256612054	0.17725911566087799	-0.1825567359357123
MOUSE	EMAL4_MOUSE	21.33006123186018	21.67937686371508	0.027997164700881393	0.12817510341315447	-0.3493156318548998
MOUSE	EMC10_MOUSE	21.971161112516715	21.38944911306342	0.03422975416037577	0.13690404874530918	0.5817119994532938
MOUSE	EMC1_MOUSE	23.17960946908006	23.03203720453835	0.3942878804129485	0.5486719469543262	0.1475722645417079
MOUSE	EMC2_MOUSE	22.61880517807226	22.11340336308129	0.00142173872778644	0.04851769683748447	0.5054018149909716
MOUSE	EMC3_MOUSE	22.737262749581884	22.28957475198536	0.03502553751520493	0.13802226949628035	0.44768799759652467
MOUSE	EMC4_MOUSE	22.406749888196707	22.196436236702674	0.23119278602503207	0.39735228411435625	0.21031365149403314
MOUSE	EMC7_MOUSE	21.996983023660583	21.59734743248489	0.02565994545321603	0.12255158302616351	0.3996355911756915
MOUSE	EMC8_MOUSE	21.214296548470674	21.148593880790507	0.7845645591531867	0.8323299389579956	0.06570266768016708
MOUSE	EMD_MOUSE	21.651970063395492	21.265031423217827	0.051494903161183735	0.1691498655250604	0.38693864017766444
MOUSE	EMIL1_MOUSE	20.741425399646708	20.062180825285125	0.17972762619318183	0.33953956421046627	0.6792445743615829
MOUSE	ENAH_MOUSE	21.048082556493085	20.706382161973167	0.1662765823529952	0.32598157543526163	0.3417003945199184
MOUSE	ENDD1_MOUSE	25.901507674941065	26.085656202935436	0.03738421326820301	0.14248631892439212	-0.18414852799437043
MOUSE	ENOA_MOUSE	27.369761599988752	27.4225934813342	0.5799773324214419	0.6999407600177611	-0.052831881345447584
MOUSE	ENOA_MOUSE;ENOB_MOUSE	25.178718526401692	25.18602328417862	0.9744346624771536	0.9474318212571106	-0.007304757776928739
MOUSE	ENOA_MOUSE;ENOB_MOUSE;ENOG_MOUSE	28.845537387769298	29.231640144773337	0.022197587880282598	0.11440767987631868	-0.3861027570040392
MOUSE	ENOA_MOUSE;ENOG_MOUSE	27.221699700114794	27.329239347950818	0.19609107757971428	0.35794903277898404	-0.10753964783602399
MOUSE	ENOB_MOUSE	28.080224788687485	29.064689198948297	0.006638318579702109	0.06968010748216831	-0.9844644102608129
MOUSE	ENOG_MOUSE	26.84535636687354	26.983078074388327	0.21074164351381547	0.3756155443148748	-0.13772170751478896
MOUSE	ENOPH_MOUSE	23.136661532462146	23.17180636000183	0.7292650941302148	0.8020923959553986	-0.03514482753968551
MOUSE	ENPL_MOUSE	27.000695666887356	26.55405650009981	0.011535730907011543	0.08287199661929129	0.4466391667875449
MOUSE	ENPL_MOUSE;HS90B_MOUSE	26.07447180859979	25.736089420521512	0.027404504338494645	0.1267164360124235	0.33838238807827636
MOUSE	ENPP1_MOUSE	22.012919673746776	22.010107815888606	0.9879853928043598	0.9514220418615751	0.0028118578581697307
MOUSE	ENSA_MOUSE	22.271033089594077	21.829900382604542		1.0	0.441132706989535
MOUSE	ENTP1_MOUSE	19.92433675843562	20.120374560679377		1.0	-0.1960378022437581
MOUSE	ENTP2_MOUSE	26.007350327679166	26.404319673583824	0.009783216911730825	0.0787706932751915	-0.39696934590465816
MOUSE	EP15R_MOUSE	23.57662496671445	23.358880184146937	0.1016413385216376	0.2422588458547439	0.2177447825675145
MOUSE	EPB41_MOUSE	23.9771303618185	23.60516908755159	0.008770725375432883	0.07763873725156892	0.3719612742669085
MOUSE	EPB42_MOUSE	23.845527059142164	22.996939937347502	0.00726460182959289	0.07134619833987833	0.8485871217946617
MOUSE	EPDR1_MOUSE	26.05939173362661	25.57200112806928	0.009069078679778372	0.07765696403497102	0.48739060555733005
MOUSE	EPMIP_MOUSE	22.253013761460952	22.235968825034625	0.8925485086253868	0.8980840789431161	0.017044936426326984
MOUSE	EPN1_MOUSE	22.217353976283785	21.933695817001677	0.08181426064432183	0.21582089312667221	0.28365815928210836
MOUSE	EPN2_MOUSE	22.509706475122986	22.414922610293598	0.4011798317529336	0.5537660939873625	0.09478386482938816
MOUSE	EPN4_MOUSE	22.628731055956486	21.97807767327944	0.026351450855650212	0.1245153799684073	0.6506533826770458
MOUSE	EPS15_MOUSE	23.511897796682145	23.24595187291208	0.052027318548592286	0.16959650622667333	0.2659459237700652
MOUSE	ERAP1_MOUSE	21.94830543719656	21.412710762565986	0.06859388619785514	0.19714539878362655	0.5355946746305733
MOUSE	ERF1_MOUSE	23.485456981146566	23.190155833247783	0.04566981934061325	0.15742465112499102	0.29530114789878326
MOUSE	ERF3A_MOUSE	23.06830676991555	23.099537607398982	0.855673589028948	0.8742718357934933	-0.031230837483430918
MOUSE	ERF3B_MOUSE	19.423568979738043	17.887687191842076		1.0	1.535881787895967
MOUSE	ERG24_MOUSE	22.096182157732756	22.270740709660192	0.23759344115218778	0.4037928654393592	-0.1745585519274364
MOUSE	ERGI1_MOUSE	22.24039549072912	22.112620643425785	0.3807905644383641	0.5396337666630694	0.12777484730333555
MOUSE	ERI3_MOUSE	21.008453585052898	20.991183425621397		1.0	0.017270159431500787
MOUSE	ERLN2_MOUSE	24.379137848137038	24.361579240165543	0.8931487756121907	0.8980840789431161	0.017558607971494666
MOUSE	ERMP1_MOUSE	23.022336711174233	22.754114842650022	0.1216211729859325	0.2703689726806444	0.26822186852421126
MOUSE	ERO1A_MOUSE	22.249709528543047	21.59248806153539	0.008372424961180874	0.07549037438706892	0.6572214670076555
MOUSE	ERP29_MOUSE	25.283744800840992	24.7629927020571	0.003590790936855825	0.059602509706622016	0.5207520987838912
MOUSE	ERP44_MOUSE	24.548622898789752	24.02478560827575	0.018382652484015813	0.10276344419437977	0.5238372905140025
MOUSE	EST1C_MOUSE	26.137082422712087	26.94559015584374	0.0006921613020802424	0.03941886346906181	-0.8085077331316519
MOUSE	EST1C_MOUSE;EST1D_MOUSE	26.680102793980804	27.349340426022113	0.002462554125888659	0.05428444117237619	-0.6692376320413089
MOUSE	EST1D_MOUSE	21.093451630771003	21.678893805349457	0.06724211255378157	0.19540307016667793	-0.5854421745784535
MOUSE	ESTD_MOUSE	24.958115913630895	25.021284215355934	0.5004915564079466	0.637797335017885	-0.06316830172503884
MOUSE	ESYT1_MOUSE	24.63286273871773	24.66190763806477	0.7513784255529605	0.8163892095155034	-0.029044899347038466
MOUSE	ESYT2_MOUSE	23.016218639894667	23.012263464862396	0.9665594412786198	0.9427177138889478	0.00395517503227083
MOUSE	ETFA_MOUSE	26.80964155925742	26.85985795069564	0.5973555755394755	0.7137283615460044	-0.05021639143821943
MOUSE	ETFB_MOUSE	26.35858193322833	26.38765554593734	0.7660165907568839	0.8220833963657966	-0.02907361270900921
MOUSE	ETFD_MOUSE	23.721425428717364	23.780828283075497	0.59949177737078	0.7152225079766682	-0.059402854358133084
MOUSE	ETHE1_MOUSE	22.65694328055288	23.40948874306521	0.00013916708370632032	0.027207581277503678	-0.7525454625123302
MOUSE	EVL_MOUSE	20.335398169678005	19.89943412660064	0.026613108552498	0.12538567044757595	0.4359640430773659
MOUSE	EWS_MOUSE	22.15792326511412	21.848500918764056	0.09583199330016658	0.23504879909370854	0.3094223463500647
MOUSE	EXC6B_MOUSE	20.86183685227007	21.059578815296806	0.40152305810476063	0.5537660939873625	-0.1977419630267363
MOUSE	EXOC1_MOUSE	21.50615872626996	21.30799158262636	0.28815605828446533	0.4532015875108947	0.1981671436435981
MOUSE	EXOC2_MOUSE	21.029638168888372	21.004990550113977	0.8835100388792162	0.8922124482731879	0.02464761877439514
MOUSE	EXOC3_MOUSE	20.69634839068188	20.41832566917566	0.2686085707497979	0.4353623205246295	0.27802272150622187
MOUSE	EXOC4_MOUSE	21.875352525521485	21.617993943678222	0.19528275034826667	0.35730993198331745	0.2573585818432633
MOUSE	EXOC5_MOUSE	21.258630246804888	21.29628778487146	0.8043753323489249	0.8442156765244705	-0.037657538066572016
MOUSE	EXOC7_MOUSE	21.97868125255446	22.018049931014776	0.7927905169664358	0.8371233418182669	-0.039368678460316886
MOUSE	EXOC8_MOUSE	22.39621374953747	22.404481028488537	0.9491298267555122	0.9346246759004302	-0.008267278951066714
MOUSE	EXOS7_MOUSE	19.852822228444303	18.596694608152866		1.0	1.256127620291437
MOUSE	EXTL2_MOUSE	22.094111199398625	21.313855940747814	0.0008356651724275943	0.0416129001328446	0.7802552586508114
MOUSE	EZRI_MOUSE	23.603670258695082	23.12135518284931	0.00107502598255194	0.045510145881091146	0.48231507584577216
MOUSE	EZRI_MOUSE;MOES_MOUSE;RADI_MOUSE	27.012916257653046	26.883159860842554	0.09618010447709226	0.235405209965587	0.12975639681049245
MOUSE	F10A1_MOUSE	26.1819109544094	26.180278089914513	0.9865613967862272	0.9514220418615751	0.0016328644948870874
MOUSE	F1142_MOUSE	21.793059894473686	21.678811155088486	0.27958981364279123	0.44475422297846073	0.11424873938520008
MOUSE	F120A_MOUSE	22.93456283919948	22.502384601679385	0.029039400349122037	0.12946729122154302	0.43217823752009465
MOUSE	F120C_MOUSE	21.876092970701066	21.68426807116281	0.20355336003216873	0.36694995660591695	0.19182489953825765
MOUSE	F13A_MOUSE	23.833824846271078	23.49618143621582	0.054773985245313225	0.17449768538962088	0.3376434100552572
MOUSE	F13B_MOUSE	20.412496558278278	20.00769077661257		1.0	0.4048057816657078
MOUSE	F162A_MOUSE	23.410850876196516	23.469058473889085	0.6308266116940042	0.7378033836214618	-0.05820759769256867
MOUSE	F16B1_MOUSE	20.266750784537535	20.308056596493795		1.0	-0.04130581195625993
MOUSE	F16P2_MOUSE	21.86628053702757	22.47472316427841	0.013667216474027253	0.09006422026885734	-0.6084426272508381
MOUSE	F177A_MOUSE	23.256017253745988	23.068394140375432	0.28214932473018395	0.44708574666234363	0.18762311337055593
MOUSE	F234A_MOUSE	21.75476343151684	21.70860835581007	0.6905707701139666	0.7780035955870279	0.04615507570676769
MOUSE	F91A1_MOUSE	21.107408660586476	21.230435845500065	0.24689892666046034	0.41186580180715104	-0.12302718491358888
MOUSE	FA12_MOUSE	21.04500030483734	21.436145159061795	0.021414344995706002	0.1117283415562458	-0.39114485422445355
MOUSE	FA2H_MOUSE	22.131696328250094	22.5324089436821	0.047072168661247735	0.16037978982221657	-0.4007126154320062
MOUSE	FA98A_MOUSE	22.581283729922408	22.489475443694452	0.3785739421970037	0.538091449172605	0.09180828622795545
MOUSE	FA98B_MOUSE	22.7507377855967	22.429402995388585	0.09529422932514295	0.23455780424788977	0.32133479020811606
MOUSE	FAAA_MOUSE	22.50201583463719	22.438538162175465	0.7213379665281536	0.7984518282170984	0.06347767246172609
MOUSE	FAAH1_MOUSE	21.320352332187124	21.235165809631226	0.612746914900324	0.7234912573516875	0.08518652255589743
MOUSE	FABP4_MOUSE	26.82635347760624	27.2151298388431	0.025001654238191777	0.12152828234370974	-0.3887763612368609
MOUSE	FABP5_MOUSE	25.296424260288404	25.128303726645484	0.13794609352440337	0.2913788856008894	0.16812053364292012
MOUSE	FABP7_MOUSE	26.247176701336347	25.46951511083578	0.007108572178250253	0.07134619833987833	0.7776615905005677
MOUSE	FABPH_MOUSE	21.260749604310686	21.032172446724196		1.0	0.22857715758648922
MOUSE	FACE1_MOUSE	21.79651298836904	21.152573584673288		1.0	0.6439394036957538
MOUSE	FACR1_MOUSE	22.53020183310166	22.13032829270395	0.14681498315832228	0.3011427547797749	0.39987354039771006
MOUSE	FAD1_MOUSE	21.03049909776706	21.18048103125365	0.35179669965135124	0.5133938192917579	-0.14998193348658972
MOUSE	FAF1_MOUSE	22.076490626199686	21.732598294742832	0.014191341104989659	0.09168425306398177	0.3438923314568534
MOUSE	FAF2_MOUSE	22.965396085481814	22.76149969696232	0.2036048985481514	0.36694995660591695	0.20389638851949243
MOUSE	FAHD1_MOUSE	19.736422742318993	19.738459116169146	0.9933898022985682	0.9532622487509819	-0.0020363738501529838
MOUSE	FAHD2_MOUSE	21.6979072951031	21.711093337357628	0.9497123342874823	0.9346246759004302	-0.013186042254528019
MOUSE	FAIM1_MOUSE	21.97406495287088	22.02408555815954	0.6801693220919731	0.7713866336457261	-0.05002060528866181
MOUSE	FAK1_MOUSE	21.24081786003823	21.538582503095146	0.10321812839587834	0.24414097617315383	-0.2977646430569152
MOUSE	FARP2_MOUSE	20.085607052018073	20.20577177601655	0.7381352691674015	0.8069866154391252	-0.120164723998478
MOUSE	FAS_MOUSE	26.479724128827485	26.41383012744863	0.5159148902181145	0.6500144278545266	0.06589400137885448
MOUSE	FBLN1_MOUSE	22.720062255792943	23.0297749165123	0.019061873188721774	0.10457373085505867	-0.3097126607193559
MOUSE	FBLN2_MOUSE	20.533905402045864	20.384094424071723	0.524370766116127	0.6567116480386185	0.14981097797414122
MOUSE	FBLN3_MOUSE	24.344762073150466	24.380385845253493	0.829916222887453	0.8618000004136745	-0.03562377210302614
MOUSE	FBLN4_MOUSE	21.21463001772597	21.174636341138573	0.8841926825424413	0.8923947253290629	0.03999367658739672
MOUSE	FBLN5_MOUSE	25.75233376813949	25.610829550211868	0.4099689230073327	0.5610852217254226	0.14150421792762202
MOUSE	FBN1_MOUSE	25.163122963704183	25.72161021432647	0.13508215212995137	0.2875944746464114	-0.5584872506222887
MOUSE	FBN2_MOUSE	21.497842012418648	21.51812212621353	0.9769751990778512	0.948192987275244	-0.02028011379488248
MOUSE	FBRL_MOUSE	24.127177986737543	23.76965688052749	0.021677745914513342	0.1124445912481552	0.3575211062100543
MOUSE	FBX22_MOUSE	21.466199133652864	21.151265993915818	0.11848786808518035	0.26670062750587337	0.31493313973704673
MOUSE	FBX2_MOUSE	26.843867696630575	26.925018011302786	0.3702990627049083	0.5305733351442224	-0.08115031467221101
MOUSE	FBX3_MOUSE	20.94459487581646	20.98373223644644	0.8385865156155304	0.8655274756434181	-0.03913736062997941
MOUSE	FBX6_MOUSE	22.03699806482295	22.1598578000366	0.5932736565872678	0.7102787353820915	-0.12285973521365179
MOUSE	FBX7_MOUSE	22.351638104225685	22.296211500528944	0.7985523319052569	0.8407707727111795	0.05542660369674124
MOUSE	FCGRN_MOUSE	22.450247467089234	22.19813775257519	0.3042345770406922	0.46936653883603435	0.2521097145140452
MOUSE	FCL_MOUSE	22.724540151453493	22.48630516177997	0.12963207182215825	0.28059681407345005	0.23823498967352208
MOUSE	FCSK_MOUSE	19.888471701489028	19.730076110585852		1.0	0.1583955909031758
MOUSE	FDFT_MOUSE	23.829765633095136	23.417324817187104	0.022583065156182254	0.1156459578655187	0.41244081590803106
MOUSE	FERM2_MOUSE	23.917490634856414	23.919327513823905	0.9882387511364936	0.9514220418615751	-0.0018368789674916286
MOUSE	FETUA_MOUSE	26.464838022586022	26.59289191495091	0.11352929864523169	0.2593266458003202	-0.12805389236488907
MOUSE	FETUB_MOUSE	23.516353126683555	24.11666890884116	0.09843108520268572	0.23775875229592355	-0.6003157821576046
MOUSE	FGF1_MOUSE	24.343879505171863	24.41166605667837	0.38578149153714336	0.541930751923787	-0.06778655150650792
MOUSE	FHIT_MOUSE	21.86035311613749	20.999912974153943	0.010430232451585628	0.07931760114655097	0.8604401419835455
MOUSE	FHL1_MOUSE	26.760709881571763	27.46258476080539	0.019493565230767236	0.10622185191956542	-0.7018748792336282
MOUSE	FIBA_MOUSE	26.48726127421603	26.241157878695386	0.1337404586647714	0.28637973790801774	0.2461033955206453
MOUSE	FIBB_MOUSE	25.412203259233976	25.129323506006603	0.06883327649924803	0.19747148662035585	0.28287975322737324
MOUSE	FIBG_MOUSE	25.73722096579972	25.649759199250298	0.5865984885987847	0.7050397845434726	0.08746176654942417
MOUSE	FINC_MOUSE	25.03759674767123	24.978506873645635	0.6452935177130152	0.7462140848196945	0.05908987402559518
MOUSE	FKB10_MOUSE	22.392933327686844	22.201041939977898	0.5853367255290847	0.7047536997534704	0.19189138770894587
MOUSE	FKB15_MOUSE	21.014995366885167	20.963370589643983	0.7965462270238874	0.8398111715494537	0.05162477724118375
MOUSE	FKB1A_MOUSE	25.937407766589626	25.89723620256733	0.6432022736392613	0.7445315081435507	0.040171564022294604
MOUSE	FKB1B_MOUSE	23.430693981147055	23.0734723991415	0.1972628614179938	0.35890409917606136	0.357221582005554
MOUSE	FKBP2_MOUSE	25.80437459679565	25.37324606178863	0.006973951580659086	0.07100295306861286	0.4311285350070193
MOUSE	FKBP3_MOUSE	25.73653118658613	25.584269875005955	0.10810837155227654	0.2508384775051871	0.15226131158017608
MOUSE	FKBP4_MOUSE	24.573206883243778	24.181915502661774	0.01040934216398038	0.07931760114655097	0.39129138058200397
MOUSE	FKBP5_MOUSE	21.827882920005464	22.036883022582312	0.34013909347129867	0.5043265736678859	-0.20900010257684798
MOUSE	FKBP8_MOUSE	23.83825313336985	23.32172821427028	0.026495316147604964	0.12501266929300883	0.5165249190995702
MOUSE	FKBP9_MOUSE	23.345280885783733	23.115942395175583	0.14054539444640307	0.29401101002245267	0.22933849060814993
MOUSE	FLII_MOUSE	21.5366682375748	21.317064215719675	0.2103328441463731	0.37553231896626643	0.21960402185512606
MOUSE	FLNA_MOUSE	25.99199387575212	25.585262923130518	0.028698101359799683	0.12919349660039267	0.40673095262160075
MOUSE	FLNA_MOUSE;FLNB_MOUSE;FLNC_MOUSE	25.113075214268235	25.358843751327946	0.007925745802991787	0.07335423787869552	-0.24576853705971047
MOUSE	FLNA_MOUSE;FLNC_MOUSE	23.132280849972496	23.34911462661152	0.4008737667850787	0.5537660939873625	-0.21683377663902448
