specie	ProteinName	ST	LT	p	q	log2(A,B)
MOUSE	CLD1_MOUSE	23.71416750586709	23.148301685681478	0.32288394194143516	0.5229065716060571	0.5658658201856106
MOUSE	CLGN_MOUSE	22.465252957274302	21.6746340321536	0.25054647655471457	0.4475260327541206	0.7906189251207003
MOUSE	CLH1_MOUSE	27.03402015573887	26.306302626873755	0.0014477425310486754	0.03131487927862817	0.7277175288651136
MOUSE	CLIC1_MOUSE	24.627703419110478	24.049641830099254	0.079558322728137	0.23702383348757775	0.5780615890112237
MOUSE	CLIC4_MOUSE	23.55794083137046	22.903035587548942	0.05462455690924216	0.1878871554319914	0.654905243821517
MOUSE	CLIP1_MOUSE	22.116896764765556	21.94291165328465	0.5995945067035775	0.7471599651976966	0.17398511148090634
MOUSE	CLIP1_MOUSE;CLIP2_MOUSE	22.95912783890231	22.428549913261698	0.3756562823832542	0.5739346487786947	0.530577925640614
MOUSE	CLIP2_MOUSE	23.614031455265074	22.997320718337903	0.1379265188474336	0.3195686616064441	0.6167107369271712
MOUSE	CLPP_MOUSE	22.273206608967634	22.10546580126922	0.34738517456157025	0.5452498667904696	0.16774080769841504
MOUSE	CLPT1_MOUSE	22.070914905536426	21.630640431355367	0.6545911533944619	0.7839209417099445	0.44027447418105936
MOUSE	CLUS_MOUSE	24.753844982907943	25.015822565239556	0.03428827254852595	0.14533420957384274	-0.26197758233161395
MOUSE	CLU_MOUSE	22.248017810609408	21.7532284660058	0.2953362369404361	0.4963662237502597	0.4947893446036069
MOUSE	CLYBL_MOUSE	22.177322528992917	22.15204232215437	0.07569783686890089	0.22963866018813883	0.02528020683854848
MOUSE	CMBL_MOUSE	23.710564467614198	23.361303894029366	0.7879549857243998	0.866471068698289	0.3492605735848322
MOUSE	CMC1_MOUSE	25.50849044144175	24.844934255491115	0.09119187671137541	0.2550533212455544	0.663556185950636
MOUSE	CMC1_MOUSE;CMC2_MOUSE	25.302958413564294	24.685302041781267	0.11990394694643632	0.2985924606313102	0.6176563717830277
MOUSE	CMC2_MOUSE	21.841799650049595	20.697880345139907	0.0019931227109697565	0.03487154687143251	1.1439193049096872
MOUSE	CMPK2_MOUSE	23.044429936500176	22.795165338337146	0.6729908067588823	0.7960972806498161	0.24926459816303037
MOUSE	CN37_MOUSE	27.97429239283769	27.481154227233183	0.16193312104359725	0.34978451418736006	0.4931381656045062
MOUSE	CNBP_MOUSE	22.222550598322055	21.582616399861703	0.45298118086382444	0.6340935401124703	0.6399341984603524
MOUSE	CNDP2_MOUSE	25.52564261154077	25.22777320759772	0.8560312402045215	0.9041296056212085	0.29786940394305006
MOUSE	CNN3_MOUSE	24.861909238354475	23.853776376263003	3.120219067456296e-05	0.008957868150156756	1.0081328620914718
MOUSE	CNOT1_MOUSE	20.27682289560483	19.51160697863537	0.052601438497441644	0.18568562946495248	0.7652159169694599
MOUSE	CNPY2_MOUSE	23.246429787246363	22.63949950276223	0.05705084821605219	0.19207530518584467	0.6069302844841324
MOUSE	CNPY3_MOUSE	21.523405703870345	21.42833284160247	0.30615904832078233	0.5070008304627611	0.0950728622678767
MOUSE	CNPY4_MOUSE	21.835890284666533	21.261216124058507	0.24900797049055068	0.4464567757837832	0.5746741606080263
MOUSE	CNRP1_MOUSE	22.95971814521717	22.43914990476885	0.213191893384654	0.40729595556284254	0.5205682404483198
MOUSE	CNTF_MOUSE	26.176590079052218	25.62488859200628	0.3599248567305724	0.5588215638800813	0.5517014870459391
MOUSE	CNTN1_MOUSE	24.719320732430763	24.504119467725893	0.3628727686332881	0.5625687627378728	0.21520126470487
MOUSE	CNTN2_MOUSE	22.647677275862765	22.96901470956064	0.0029668530110921027	0.04220416578530316	-0.3213374336978738
MOUSE	CNTP1_MOUSE	23.959142298735387	23.792809569672407	0.34519386302109745	0.5426194962296081	0.16633272906297947
MOUSE	CNTP2_MOUSE	22.24856931255408	21.72843121534847	0.2095982044764776	0.4031679922308347	0.52013809720561
MOUSE	CO1A1_MOUSE	27.948124827553492	26.975144331953892	0.1290724483593177	0.3092394677579449	0.9729804955996002
MOUSE	CO1A2_MOUSE	25.79038633049681	24.254963675448824	0.09753334036774435	0.2650691801636235	1.5354226550479844
MOUSE	CO2A1_MOUSE	22.201609661574526	20.019059254636932		1.0	2.182550406937594
MOUSE	CO3_MOUSE	26.54999137804394	26.307066160305187	0.6566118752139866	0.786042822151359	0.24292521773875464
MOUSE	CO4A2_MOUSE	24.185660479642998	24.194635492569162	0.5997624782334678	0.7471599651976966	-0.008975012926164538
MOUSE	CO4B_MOUSE	23.11034132341159	22.786552413422868	0.9771368427210128	0.9601117410770483	0.32378890998872123
MOUSE	CO5A1_MOUSE	22.20396693538508	21.053388983500515		1.0	1.1505779518845642
MOUSE	CO5_MOUSE	21.627477930546483	21.46929863262931	0.4839149003468429	0.6607020077179049	0.15817929791717233
MOUSE	CO6A1_MOUSE	26.670733533871083	25.97850953574436	0.3004805175229145	0.5019025762303585	0.6922239981267211
MOUSE	CO6A2_MOUSE	26.100344801743027	25.29896982477471	0.2226656630738805	0.41890975889692567	0.8013749769683187
MOUSE	CO6A5_MOUSE	22.20270948393854	21.934771135071713	0.8455272580075824	0.8977437101966492	0.2679383488668279
MOUSE	CO8A_MOUSE	22.296585632805506	21.135199875592214	0.01420773171888639	0.09084375194246216	1.1613857572132922
MOUSE	CO8B_MOUSE	22.339947108240256	21.138119955073304	0.008740292986239814	0.07399960877926937	1.2018271531669527
MOUSE	CO8G_MOUSE	21.8766539719306	20.557736834595836	0.006649037291787152	0.0658386585940009	1.3189171373347648
MOUSE	CO9_MOUSE	21.124485564975338	20.433239851446967	0.1865180958716918	0.3800069934613538	0.6912457135283709
MOUSE	COA3_MOUSE	21.872388373314525	21.158376329074926		1.0	0.714012044239599
MOUSE	COASY_MOUSE	22.212046806084956	21.334660336046536	0.009018499866718157	0.07514625774167091	0.8773864700384202
MOUSE	COBL1_MOUSE	20.79071550594441	19.549449169673597	0.013479222146689238	0.0888469930433522	1.2412663362708116
MOUSE	COCA1_MOUSE	25.588296770694804	25.425270998067393	0.46422842886050397	0.6432794414314913	0.16302577262741025
MOUSE	COEA1_MOUSE	26.259814247105616	24.863537497798987	0.00017383124734927794	0.013684114195182534	1.3962767493066295
MOUSE	COF1_MOUSE	25.72842431251053	25.311139138516733	0.6536414555845418	0.7836751619766853	0.41728517399379683
MOUSE	COF2_MOUSE	24.498242003545208	24.046353862445287	0.2614243588840504	0.4596761633004127	0.45188814109992137
MOUSE	COFA1_MOUSE	27.547221313747862	27.03540460259895	0.20492997481024092	0.39825788759767544	0.5118167111489136
MOUSE	COG1_MOUSE	20.216209368435603	19.48543659195832	0.43570773170275834	0.6229273520718354	0.7307727764772842
MOUSE	COG6_MOUSE	20.53538442159295	19.957992118149686	0.31464068902265696	0.5140380825618183	0.5773923034432649
MOUSE	COG7_MOUSE	20.75549446265978	19.817200262969436	0.051812815131682254	0.18428134972542287	0.9382941996903433
MOUSE	COIA1_MOUSE	24.870482094192763	24.705771274002117	0.44130285407240666	0.6270320550235979	0.16471082019064553
MOUSE	COMD2_MOUSE	21.11501675798943	20.14246574969264		1.0	0.9725510082967901
MOUSE	COMD3_MOUSE	21.44358263155478	20.641846384055512	0.07848016186477379	0.23536603077096843	0.8017362474992673
MOUSE	COMP_MOUSE	21.954438791120452	22.103792369384003	0.35669107988945103	0.5554392457608637	-0.14935357826355045
MOUSE	COMT_MOUSE	22.836255316722166	22.12982464751216	0.023123421658063848	0.11729880944058184	0.7064306692100075
MOUSE	COPA_MOUSE	24.635268513501664	24.106639459177746	0.1559968247437468	0.3429586656100797	0.5286290543239183
MOUSE	COPB2_MOUSE	24.12978018061555	23.426693138541207	0.007873571712151554	0.07023939948040298	0.703087042074344
MOUSE	COPB_MOUSE	23.84799265634781	23.09474804719744	0.005789308179557987	0.060338749425340676	0.753244609150368
MOUSE	COPD_MOUSE	23.379094482035466	22.84053194605548	0.17554933010396406	0.36738566050454774	0.5385625359799846
MOUSE	COPE_MOUSE	23.341698123313442	22.55297794621009	0.018491311504345253	0.10262843655428137	0.7887201771033538
MOUSE	COPG1_MOUSE	22.313409309326317	21.418853523614285	0.03345205503347434	0.1437301000933463	0.8945557857120328
MOUSE	COPG1_MOUSE;COPG2_MOUSE	20.43154061505646	19.159206084463772		1.0	1.272334530592687
MOUSE	COPG2_MOUSE	22.657838181023152	21.932289338582933	0.04563702479071705	0.17198301952723055	0.7255488424402188
MOUSE	COPZ1_MOUSE	21.85306671951865	22.380064700690983	0.0052446827706066155	0.05824571054825032	-0.5269979811723324
MOUSE	COPZ2_MOUSE	21.000190974127698	19.577775568254165		1.0	1.422415405873533
MOUSE	COQ3_MOUSE	22.38802587726476	22.20675215180436	0.551663050135613	0.716008143569784	0.18127372546040021
MOUSE	COQ5_MOUSE	21.019229732195853	19.986776868725972	0.08892593043197436	0.25299835863333725	1.0324528634698815
MOUSE	COQ8A_MOUSE	23.187827896384526	22.655899332939853	0.6071614236498544	0.7528646608539413	0.5319285634446729
MOUSE	COQ9_MOUSE	21.934542508871825	21.42344510927061	0.6987660407154295	0.8146957412203266	0.5110973996012156
MOUSE	COR1A_MOUSE	23.89283606276956	23.280859520402426	0.21856640600124963	0.4143054806810612	0.6119765423671346
MOUSE	COR1B_MOUSE	23.8372113354334	23.047737899304526	0.005901567382814984	0.0609936068267357	0.7894734361288727
MOUSE	COR1C_MOUSE	23.05418017383922	22.562092571321884	0.2482090472651408	0.4453661487800929	0.4920876025173371
MOUSE	COR2A_MOUSE	22.269131756671605	21.806342838255155	0.2753542526593355	0.4777851691721915	0.4627889184164502
MOUSE	COR2B_MOUSE	22.67880438224834	22.219833056100466	0.32162976328168424	0.5216807054055362	0.45897132614787495
MOUSE	CORO6_MOUSE	22.378926005553403	22.415007205833486	0.01223570573903819	0.08526898545520514	-0.036081200280083436
MOUSE	CORO7_MOUSE	24.686397084537305	23.9322118941549	0.2221638550195128	0.4183623604330803	0.7541851903824046
MOUSE	COSA1_MOUSE	25.047204790025738	25.081105940944155	0.03384146364964991	0.1443436958858064	-0.0339011509184175
MOUSE	COX15_MOUSE	20.395790703245247	19.451316160982856	0.016760913701743086	0.09822768409424551	0.944474542262391
MOUSE	COX20_MOUSE	20.464970002403277	19.73053642330489		1.0	0.7344335790983862
MOUSE	COX2_MOUSE	26.278451723995506	25.5673876729602	0.07727814274925533	0.23286684429530025	0.7110640510353043
MOUSE	COX41_MOUSE	27.55274683493678	26.814090366076186	0.002947624817460066	0.04212037171689917	0.7386564688605937
MOUSE	COX5A_MOUSE	26.603766841044195	26.16471006282137	0.5286434597340034	0.6982252528455554	0.43905677822282385
MOUSE	COX5B_MOUSE	27.69847069510105	27.458535122923774	0.21620762679403743	0.41106797332743483	0.23993557217727712
MOUSE	COX6C_MOUSE	23.296251606917977	22.897629790227725	0.6971466070080675	0.813780531470541	0.39862181669025176
MOUSE	CP51A_MOUSE	22.614578719556903	21.23497854594415	0.00020363894248900014	0.014290933021607322	1.3796001736127543
MOUSE	CPEB2_MOUSE;CPEB3_MOUSE	20.32897058955896	20.236400266687017		1.0	0.09257032287194278
MOUSE	CPIN1_MOUSE	22.666926155080223	22.060285798054736	0.5108043295299634	0.6842548876406979	0.606640357025487
MOUSE	CPLX1_MOUSE	25.21844919359329	24.488210910092143	0.5248402921565094	0.6955542554859989	0.7302382835011478
MOUSE	CPN2_MOUSE	22.1871206897001	22.050984262532314	0.5018731302014765	0.6767360597194347	0.13613642716778784
MOUSE	CPNE1_MOUSE	23.44464286927392	22.971220089813684	0.14665249101831496	0.33270740998196163	0.47342277946023614
MOUSE	CPNE2_MOUSE	21.818176039646133	21.423949985361332	0.5952299301467288	0.7451556726999113	0.3942260542848004
MOUSE	CPNE3_MOUSE	23.734886326825617	23.21138842463415	0.045763628585230316	0.17204950627941687	0.5234979021914654
MOUSE	CPNE6_MOUSE	25.84640869809856	25.77893841849952	0.14749130895566934	0.33389082622789884	0.06747027959903917
MOUSE	CPNS1_MOUSE	25.03619871590556	24.915038541526393	0.30094538291285106	0.5019025762303585	0.12116017437916682
MOUSE	CPSF5_MOUSE	21.91257042851161	21.302316361798983	0.4560392369633496	0.6362134837613126	0.6102540667126277
MOUSE	CPSF6_MOUSE	22.748418537167332	22.11546769881028	0.10347776252909256	0.2748384176090025	0.6329508383570506
MOUSE	CPT1A_MOUSE	23.27757726936187	22.594880190601728	0.07225823671480913	0.22332536880186005	0.6826970787601425
MOUSE	CPT1B_MOUSE	22.80829128477924	22.46575041467264	0.9735922781269106	0.9590160315829375	0.3425408701065997
MOUSE	CPT2_MOUSE	23.87623567360134	23.172578951937304	0.005628614961138374	0.059648227281458535	0.7036567216640357
MOUSE	CRBN_MOUSE	22.670872167196443	22.436644962574896	0.6683451255949693	0.7926109511528314	0.234227204621547
MOUSE	CREL1_MOUSE	23.233432447312843	22.918269500212126	0.9498201415782934	0.9501213069478068	0.3151629471007169
MOUSE	CREL2_MOUSE	21.582649434723148	20.647221813859094	0.01650186966834668	0.0979566185578568	0.9354276208640542
MOUSE	CRIP2_MOUSE	24.19191834033855	23.794490768276322	0.8433686511327647	0.8963574147416714	0.39742757206222734
MOUSE	CRKL_MOUSE	24.31349072138139	23.91137834441728	0.370412899053732	0.5692283742955024	0.4021123769641086
MOUSE	CRK_MOUSE	24.328462054697074	23.975047576843938	0.8424230380846209	0.8963574147416714	0.3534144778531356
MOUSE	CRLF3_MOUSE	20.939856172095528	20.31073555390877	0.03367908183671631	0.14411730954261776	0.6291206181867572
MOUSE	CRNS1_MOUSE	20.324624202632155	19.15836407651745	0.009273293135474243	0.07578311370675347	1.1662601261147039
MOUSE	CRYAB_MOUSE	27.110457711476684	26.838796655982083	0.6045630794723178	0.7510664104386676	0.27166105549460084
MOUSE	CRYL1_MOUSE	21.85580811629091	21.162701959831665	0.12113892289231892	0.299197128204564	0.693106156459244
MOUSE	CRYM_MOUSE	20.611602590312305	20.57447437617503	0.02563331424214294	0.12362550320937689	0.03712821413727596
MOUSE	CS025_MOUSE	20.13752737194299	19.526766847267766	0.3007684378154068	0.5019025762303585	0.610760524675225
MOUSE	CSAD_MOUSE	22.981629168475916	22.18157275330152	0.00667851412870622	0.0658386585940009	0.8000564151743959
MOUSE	CSCL2_MOUSE	21.36688487624025	21.06134969208753	0.9614102963776139	0.9526452280291337	0.3055351841527205
MOUSE	CSDE1_MOUSE	23.28448186227334	23.091596663721177	0.36833719354341027	0.5674191361366085	0.1928851985521618
MOUSE	CSK21_MOUSE	23.00424661682195	22.501246325422162	0.11552929003368584	0.2918732916509797	0.5030002913997862
MOUSE	CSK22_MOUSE	21.13767299702775	20.323615170869637	0.228916771003377	0.4262496426538931	0.8140578261581126
MOUSE	CSK2B_MOUSE	23.193237269561713	22.794493300880806	0.40870140153082035	0.6025580946104737	0.39874396868090756
MOUSE	CSKI1_MOUSE	20.97873044375023	20.7917299218443	0.6868752705409831	0.8051792122611711	0.18700052190592942
MOUSE	CSKP_MOUSE	22.201413118887455	21.256381100022686	0.011573236202833258	0.08361804264518229	0.9450320188647687
MOUSE	CSK_MOUSE	23.069965242341045	22.517881176378456	0.24994970376451314	0.44696569469724384	0.552084065962589
MOUSE	CSN1_MOUSE	23.438237111305995	23.235132321674964	0.5089731758206295	0.6839104786124136	0.2031047896310305
MOUSE	CSN2_MOUSE	23.42769327904521	22.99662640258507	0.43480602863312734	0.6224469072528194	0.4310668764601431
MOUSE	CSN3_MOUSE	22.668026700948054	22.188858311705065	0.4130867012339289	0.6054700262870074	0.47916838924298943
MOUSE	CSN4_MOUSE	24.334639538324836	23.85458509246941	0.16723413200830803	0.3575663897903389	0.48005444585542634
MOUSE	CSN5_MOUSE	23.06606271002033	22.454726289374857	0.08940868588452179	0.2530183904300301	0.6113364206454719
MOUSE	CSN6_MOUSE	23.59467122946794	23.15002289195321	0.056993502061971506	0.19207530518584467	0.44464833751473165
MOUSE	CSN7A_MOUSE	23.489309129476435	23.1075918931523	0.6713600938494899	0.7947184603679186	0.38171723632413546
MOUSE	CSN7B_MOUSE	20.90474367785012	20.68474062495488	0.6605249186353797	0.7889328138845001	0.22000305289524036
MOUSE	CSN8_MOUSE	24.30474216055214	23.81119857252567	0.12337462014161682	0.30202881780243895	0.4935435880264727
MOUSE	CSPG2_MOUSE	22.541408185069034	22.515961647933786	0.23547575501211454	0.43174785149978523	0.025446537135248803
MOUSE	CSPG4_MOUSE	23.695174645741833	23.12432823834957	0.1334303497546152	0.31480864749381576	0.5708464073922634
MOUSE	CSRP1_MOUSE	25.65251209355073	25.463454079212394	0.49210976075389834	0.6677572502170027	0.18905801433833602
MOUSE	CSRP3_MOUSE	23.928446974600895	23.331926768463923	0.578829643069449	0.7355913872010401	0.5965202061369723
MOUSE	CSTF2_MOUSE	20.799791453531117	20.618387707862095	0.5165966480490078	0.6882743448072934	0.18140374566902295
MOUSE	CSTF3_MOUSE	20.70895702393793	19.657140883683514		1.0	1.0518161402544166
MOUSE	CSTN1_MOUSE	21.70241982592504	20.83125905213203	0.043126734374024416	0.16629337081017945	0.8711607737930116
MOUSE	CT027_MOUSE	23.12042136163582	22.771618467254026	0.8904394480926998	0.9234839658642042	0.34880289438179446
MOUSE	CTBP1_MOUSE	23.902711979523062	23.308067582344066	0.05047201910453489	0.18174536748942216	0.5946443971789961
MOUSE	CTIF_MOUSE	21.667760937899228	20.87296879010264	0.2783948508018051	0.4814738334595117	0.7947921477965885
MOUSE	CTL1_MOUSE	24.95535884773119	24.521322150727798	0.28170262346038305	0.48454094188036784	0.43403669700339265
MOUSE	CTL2_MOUSE	24.533997398411998	24.60580223533678	0.21264398946245222	0.40674132853174233	-0.07180483692478035
MOUSE	CTNA1_MOUSE	24.011078149870027	23.140190117978268	0.0007295091229169237	0.02266588350361481	0.8708880318917593
MOUSE	CTNA1_MOUSE;CTNA2_MOUSE	22.989180280043715	22.219634132784396	0.007049378080377326	0.06586373696692624	0.7695461472593195
MOUSE	CTNA2_MOUSE	20.25137957978698	19.61886728153561	0.16072513778097153	0.34905380231612093	0.6325122982513705
MOUSE	CTNA3_MOUSE	23.93002902373781	23.290315240579744	0.04207916072284629	0.16419535034575708	0.639713783158065
MOUSE	CTNB1_MOUSE	24.346631231013887	23.70226332749167	0.004344883604512419	0.05371131180730509	0.6443679035222161
MOUSE	CTNB1_MOUSE;PLAK_MOUSE	24.51818639655761	23.66885508799295	0.0016952694510858238	0.03296502598190849	0.8493313085646612
MOUSE	CTND1_MOUSE	24.81510738049963	24.174753478512258	0.016413318358332107	0.0979566185578568	0.6403539019873712
MOUSE	CTNL1_MOUSE	22.57155307860082	21.857398279313035	0.04914122161869014	0.17940812425938057	0.7141547992877868
MOUSE	CUL1_MOUSE	22.019838005239617	21.42040292432282	0.17003288144095244	0.3608629107891224	0.5994350809167983
MOUSE	CUL2_MOUSE	22.38267459966688	21.706784034829838	0.06470513448459862	0.20808439921394228	0.6758905648370437
MOUSE	CUL3_MOUSE	22.94152065707344	22.522293382864916	0.4254540172051725	0.6159332376367666	0.4192272742085237
MOUSE	CUL4A_MOUSE	20.65211059248606	19.58256513571756	0.07476281053876091	0.2281015054803629	1.0695454567685019
MOUSE	CUL4B_MOUSE	21.04482080953109	21.038819540254476	0.14597362691223717	0.3316437850090085	0.0060012692766129305
MOUSE	CUL5_MOUSE	22.703312546955733	22.231205979768518	0.09529750740302789	0.2612409935679504	0.47210656718721467
MOUSE	CUTA_MOUSE	24.14445982874158	24.079008358370395	0.01286867845346359	0.08701700282900526	0.06545147037118682
MOUSE	CUTC_MOUSE	20.60760215835603	20.5831602226541		1.0	0.02444193570192965
MOUSE	CWC27_MOUSE	19.76027116032295	19.435403861755237	0.9878658831102571	0.9645710079530135	0.3248672985677139
MOUSE	CX6B1_MOUSE	26.858256453406533	26.257371835852556	0.026492449678016273	0.12567680820696825	0.6008846175539766
MOUSE	CX7A1_MOUSE	25.011617568574252	24.114310498350456	0.19684888660118555	0.3895216937947672	0.8973070702237962
MOUSE	CX7A2_MOUSE	24.614563925251172	23.976196063981956	0.064909113062311	0.20852802093839465	0.6383678612692165
MOUSE	CXB1_MOUSE	20.346139484213033	20.86446068950452	0.005494683355732693	0.05922257878767011	-0.5183212052914854
MOUSE	CXG3_MOUSE	24.1572759896204	23.202490991112242	0.015168903038361003	0.09358947122735051	0.9547849985081562
MOUSE	CY1_MOUSE	24.81984698045638	24.010810490601024	0.007985845646328696	0.0707515013402478	0.8090364898553553
MOUSE	CYB5B_MOUSE	24.023601588051395	23.239438573007835	0.005449468600318915	0.05918504605780011	0.7841630150435606
MOUSE	CYB5_MOUSE	25.66576798585886	24.849104409513057	0.0022158903772828303	0.03637104992515025	0.8166635763458032
MOUSE	CYBP_MOUSE	23.585035266656558	23.12200492514231	0.4976885681117097	0.672241659777047	0.4630303415142478
MOUSE	CYC_MOUSE	26.95405959064632	26.761850171250302	0.5526652193268944	0.7161745263029247	0.19220941939601843
MOUSE	CYFP1_MOUSE	23.305426981485624	22.603898162200448	0.032432063923984615	0.1416375243980886	0.7015288192851763
MOUSE	CYFP1_MOUSE;CYFP2_MOUSE	23.664171536628672	23.175924491232358	0.31004563905402743	0.5104247520576961	0.4882470453963137
MOUSE	CYFP2_MOUSE	21.72070132523102	21.145513350570646	0.2825467921554977	0.48546412126430505	0.5751879746603734
MOUSE	CYH1_MOUSE	21.058708006389526	20.818899603352147	0.7761788141444553	0.8655415756173878	0.2398084030373795
MOUSE	CYH3_MOUSE	22.83164439613528	22.62730005957414	0.4245866922100211	0.6156040631614772	0.20434433656114237
MOUSE	CYRIA_MOUSE	20.890724088441523	20.265159328635175	0.4442753595755581	0.6280313491835579	0.6255647598063483
MOUSE	CYRIA_MOUSE;CYRIB_MOUSE	23.452830222517264	23.11506692424363	0.9471500238456658	0.9488467572812711	0.3377632982736323
MOUSE	CYRIB_MOUSE	24.533185991902133	23.93628608745385	0.13164945656586413	0.3125933208624967	0.5968999044482821
MOUSE	CYTB_MOUSE	23.21600913963117	22.68012671113948	0.3968658446757312	0.5920182986103874	0.5358824284916892
MOUSE	CYTC_MOUSE	23.30824787898681	23.34338314243512	0.01359064581955691	0.08885977892164802	-0.03513526344831064
MOUSE	CYTSA_MOUSE	20.797301021725268	19.960151187884776		1.0	0.8371498338404919
MOUSE	CZIB_MOUSE	23.14215952577453	22.835595088938334	0.8676525411005355	0.9103148175314909	0.3065644368361973
MOUSE	D39U1_MOUSE	22.77636534303879	23.127059708953258		1.0	-0.35069436591446745
MOUSE	DAB2P_MOUSE	19.651330512375072	18.772060799652603		1.0	0.8792697127224685
MOUSE	DAG1_MOUSE	26.40937495987264	26.200451782691065	0.4738129328969195	0.6515892159559585	0.20892317718157472
MOUSE	DAZP1_MOUSE	22.84639468912137	22.345068903746494	0.31250422985745324	0.5124032572125293	0.5013257853748776
MOUSE	DBNL_MOUSE	22.891752257929802	22.315049408225658	0.17214647229722385	0.3628295074593035	0.5767028497041444
MOUSE	DC1I1_MOUSE	23.31294040572016	22.36508710598592	0.11998534243350123	0.2985924606313102	0.9478532997342377
MOUSE	DC1I2_MOUSE	23.4722170959936	22.970482778881262	0.41272595417006597	0.6054700262870074	0.5017343171123372
MOUSE	DC1L1_MOUSE	24.782080688910746	24.2066848642968	0.21376835182715015	0.4081503451564504	0.5753958246139455
MOUSE	DC1L1_MOUSE;DC1L2_MOUSE	23.31036483666519	22.750131114515682	0.18656536037230725	0.3800069934613538	0.5602337221495084
MOUSE	DC1L2_MOUSE	24.87075797413444	24.456686557750913	0.5261261509933968	0.6964061190608721	0.41407141638352485
MOUSE	DCAF7_MOUSE	21.57954999366556	20.978276939996082	0.28329682569922526	0.4859596206258075	0.6012730536694768
MOUSE	DCAF8_MOUSE	20.22062375531797	19.886057862570798		1.0	0.33456589274717174
MOUSE	DCAKD_MOUSE	21.48313850503017	19.43097042075489		1.0	2.05216808427528
MOUSE	DCLK1_MOUSE	23.466377121638043	23.165552851963238	0.9109921618412686	0.9339550755198617	0.3008242696748056
MOUSE	DCLK2_MOUSE	21.264447059674477	21.41817564785908	0.10935727051807607	0.2837718740363295	-0.15372858818460244
MOUSE	DCNL1_MOUSE	21.935647480706596	21.192478561932326	0.10298401103049612	0.2744503044776787	0.7431689187742698
MOUSE	DCNL2_MOUSE	21.437110207524444	21.136119628201513	0.9191033938072428	0.9359978863469504	0.3009905793229315
MOUSE	DCPS_MOUSE	22.235242764150925	21.66121714014729	0.05749254827705312	0.19253397565025798	0.5740256240036352
MOUSE	DCTN1_MOUSE	24.5072249564755	24.04844847928844	0.4170058788732893	0.60742849930225	0.4587764771870617
MOUSE	DCTN2_MOUSE	25.727203712458817	25.25465169825988	0.4179972420822603	0.608591845321383	0.47255201419893567
MOUSE	DCTN3_MOUSE	23.88410977683338	23.372596221253858	0.23752367784699768	0.4331179704698795	0.5115135555795227
MOUSE	DCTN4_MOUSE	23.443675487069687	23.11688784365183	0.9730286353754369	0.9590160315829375	0.3267876434178554
MOUSE	DCTN5_MOUSE	23.281748390792174	22.81882936083218	0.6441335433001802	0.7758441463408694	0.4629190299599948
MOUSE	DCUP_MOUSE	21.9768758004909	21.565815463239637	0.5547154341021201	0.7179475003812579	0.41106033725126423
MOUSE	DD19A_MOUSE	22.315955000234187	21.42460644386505	0.13161164033656045	0.3125933208624967	0.8913485563691381
MOUSE	DDAH1_MOUSE	26.96738736167604	26.954365487013128	0.0903283837901015	0.2541870177741071	0.01302187466291116
MOUSE	DDAH2_MOUSE	25.990241595723685	25.784103808923795	0.40235735517064164	0.5971634366673253	0.20613778679988926
MOUSE	DDB1_MOUSE	23.868454803237	23.93822746872943	0.005688753281123251	0.05987295815268164	-0.06977266549242955
MOUSE	DDC_MOUSE	21.691217217558595	21.01891718565728	0.0874407164893717	0.25006115100103826	0.6723000319013153
MOUSE	DDHD2_MOUSE	20.371274953133636	18.319565183003732		1.0	2.0517097701299036
MOUSE	DDI2_MOUSE	21.72412180200992	20.978600966977915	0.40339267630287867	0.5975208625826233	0.7455208350320035
MOUSE	DDX17_MOUSE	22.79262621158272	22.09167083316575	0.0067345355988128585	0.0658386585940009	0.7009553784169711
MOUSE	DDX17_MOUSE;DDX5_MOUSE	25.17313894197225	24.77750207419848	0.6056142803572369	0.7517808603738014	0.3956368677737707
MOUSE	DDX1_MOUSE	24.212097249451407	23.668000565214367	0.08011380638874435	0.23778484647238488	0.54409668423704
MOUSE	DDX21_MOUSE	20.540882632521342	18.703658704429603	0.002940405623327941	0.04212037171689917	1.8372239280917384
MOUSE	DDX3X_MOUSE	23.344195307081502	22.7932577032271	0.30640515002770075	0.5071424387481112	0.550937603854404
MOUSE	DDX3X_MOUSE;DDX3Y_MOUSE	24.111051235167338	24.02423538308072	0.13338343778821546	0.31480864749381576	0.08681585208661957
MOUSE	DDX3Y_MOUSE	23.213859352409667	22.486358886712804	0.255506269419226	0.45305393418460144	0.7275004656968633
MOUSE	DDX42_MOUSE	20.817389299873838	20.140655950060072	0.36565514676964067	0.5649409602058282	0.676733349813766
MOUSE	DDX46_MOUSE	20.686666556096718	20.34874536791341	0.9549760892757384	0.9510613226326574	0.33792118818330863
MOUSE	DDX5_MOUSE	23.883234086090642	23.647741864904432	0.44299957272287827	0.6270493376713203	0.2354922211862096
MOUSE	DDX6_MOUSE	23.941403854885184	23.734797887957548	0.2877273762589962	0.4885927132885188	0.20660596692763633
MOUSE	DECOY_ENTRAP_MAG_MOUSE	25.739297049505527	25.518157512910037	0.7129180596516893	0.8247397932542648	0.22113953659549068
MOUSE	DECOY_ENTRAP_MYH14_MOUSE	22.677753789699434	21.503780546135534		1.0	1.1739732435638999
MOUSE	DECOY_ENTRAP_PRAX_MOUSE	25.100773572303297	24.837382073643578	0.7843007422878892	0.8659720018329303	0.26339149865971834
