specie	ProteinName	metastatic	primary	p	q	log2(A,B)
O00287	O00287	20.96487086399803	20.33201335594657	0.8961470710001057	1.0	0.6328575080514582
O00291	O00291	25.54047320385282	24.651225221789737	0.5179750046638124	0.8357712958929459	0.8892479820630825
O00299	O00299	28.785456949119762	28.68067911467271	0.17601187299863227	0.5341351431369755	0.10477783444705224
O00303	O00303	26.06086505651245	25.85404199991894	0.03435567261445987	0.2733810747117153	0.2068230565935103
O00330	O00330	25.326189701593087	24.65108008999811	0.8011722949609051	0.9956474289057184	0.6751096115949764
O00391	O00391	22.591291969943544	20.91206946103762	0.10704778343251246	0.43219169645558886	1.679222508905923
O00401	O00401	25.21440015690433	25.489894686659223	0.006907430372404218	0.13315473204156839	-0.2754945297548943
O00410	O00410	26.445171839473826	26.759334926991315	0.019795014888866515	0.2196715433183353	-0.314163087517489
O00411	O00411	23.533069953227777	23.94239885006112	0.19649126138235426	0.5621706684671448	-0.40932889683334395
O00418	O00418	22.482273942990517	22.54752603566612		1.0	-0.06525209267560328
O00422	O00422	25.351867933428373	24.763047221295224	0.9916999266675512	1.0	0.588820712133149
O00429	O00429	26.060173844765306	25.772831354151766	0.16987898214858457	0.5220990278894206	0.2873424906135398
O00442	O00442	23.215703203066084	23.3557098652117	0.012992486807264904	0.1820725005130527	-0.1400066621456162
O00443	O00443	23.708551578833372	23.64048439206105	0.03695378574306784	0.2820306792166041	0.06806718677232126
O00459	O00459	22.19730914317964	23.406818848902553	0.00023346902193868623	0.020396286256127612	-1.2095097057229118
O00461	O00461	23.451443223220885	22.583637180267342	0.46286550262833426	0.7945355455377235	0.8678060429535428
O00468	O00468	23.5691353100339	22.258178973737245	0.08625483031318147	0.4070838423456272	1.3109563362966554
O00469	O00469	25.399005586617154	22.469051469478792	0.19963519495092447	0.565793200879019	2.9299541171383616
O00471	O00471	25.550664302897793	25.25546283898991	0.14653660146190053	0.4867963763729128	0.29520146390788327
O00487	O00487	25.87372265498153	25.953505483029815	0.0014358195583835636	0.06227398627483435	-0.07978282804828396
O00499	O00499	24.909933309628908	24.023112801185505	0.6477305734706225	0.9132335045456796	0.8868205084434031
O00507;Q93008	O00507;Q93008	24.403153749624366	23.472387093734923	0.3584352763905839	0.7161302687528522	0.9307666558894425
O00512	O00512	22.896406852969427	22.608618901239353	0.4950365643148962	0.8216880860198784	0.2877879517300741
O00522	O00522	21.151469695979642	20.67188844038738	0.6202094551067265	0.9004895352807316	0.4795812555922616
O00541	O00541	23.876515424821267	24.001710227175025	0.03592109814774889	0.27724113318422516	-0.12519480235375724
O00562	O00562	21.29607919535637	20.09765541942715	0.0742234599215855	0.3828668982229271	1.1984237759292213
O00566	O00566	22.668364885977347	22.278848247759708	0.4962596972437282	0.8224521573583718	0.38951663821763916
O00567	O00567	26.451154477652768	25.925538254844767	0.8278412678893052	1.0	0.5256162228080008
O00571	O00571	25.793576884238277	24.77556409566383	0.079006812012948	0.393767414167748	1.0180127885744454
O00571;O15523	O00571;O15523	26.536114951531115	25.72903973765097	0.46753433247086607	0.7971446334591513	0.8070752138801431
O00584	O00584	23.150027390087843	22.575052447652066	0.9808659687936194	1.0	0.5749749424357766
O00625	O00625	25.155795550124935	24.0217812479555	0.5189353282192419	0.8357712958929459	1.1340143021694367
O00629	O00629	24.718907092807225	23.68191379704803	0.08138858485515109	0.39767809002910026	1.0369932957591956
O00635	O00635	21.8308419917589	21.1078014998979	0.2898270290260549	0.6553038708306917	0.7230404918609992
O00716	O00716	21.733240458142234	21.460420575921926	0.25621965417570486	0.6177567297622135	0.2728198822203076
O00743	O00743	23.03536946098364	22.957706131302892	0.008190933486981203	0.14559320685714527	0.07766332968074963
O00746	O00746	22.97084101308936	21.417746052029266	0.09234716921260698	0.41304807126049603	1.5530949610600935
O00750	O00750	22.279992982154408	21.652145553815078	0.9013943047330069	1.0	0.6278474283393294
O00754	O00754	24.155640826092828	24.05010466188429	0.15994420308635587	0.5033702805686373	0.10553616420853729
O00762	O00762	23.878016410998512	23.3012413074436	0.9840039356980621	1.0	0.5767751035549118
O00763;Q13085	O00763;Q13085	23.613981580556853	23.27551478994891	0.4929750170544298	0.820359814862817	0.33846679060794216
O14497	O14497	24.20921597595442	23.54466686244721	0.8205094407292643	1.0	0.6645491135072099
O14523	O14523	21.42439459162904	20.603282629383358	0.37362677866037153	0.7251645974975021	0.8211119622456806
O14561	O14561	27.602856273312103	27.08177565963898		1.0	0.5210806136731243
O14578	O14578	23.69658158920271	23.3229067125166	0.6693883810975216	0.9273186544956493	0.3736748766861133
O14617	O14617	25.82997324304624	25.694693196361843	0.020435356832168815	0.22183095969229089	0.13528004668439664
O14640;P54792	O14640;P54792	21.507861447293365	21.69137147073632	0.13489989874938124	0.4760816858900593	-0.18351002344295608
O14641	O14641	24.23707160730744	23.737022729970985	0.8468968170430271	1.0	0.5000488773364538
O14646	O14646	23.022812096625188	23.016479304694986	0.03207778089482823	0.2659062251603423	0.006332791930201864
O14647	O14647	22.121790667680038	21.514239842326408	0.9240383784326538	1.0	0.6075508253536306
O14653	O14653	22.036739297694837	21.95430071663269	0.09219268439417773	0.41304807126049603	0.08243858106214574
O14662	O14662	23.29982450178001	22.674005138885978	0.8601732020568593	1.0	0.6258193628940312
O14672	O14672	25.034495331791554	24.40051069092281	0.8997331159620385	1.0	0.6339846408687428
O14686	O14686	22.74512106135862	21.994087628361527	0.5229961200241724	0.8375295494948931	0.7510334329970938
O14713	O14713	22.510326417029347	21.957150827926096	0.7855314251618398	0.9887791487349324	0.553175589103251
O14727	O14727	21.41000803435759	21.03262565000988	0.47847674683000785	0.8064979080234485	0.3773823843477082
O14734	O14734	25.45003935629392	24.025023680050836	0.2538591412677122	0.6165557018964088	1.4250156762430848
O14744	O14744	25.1500136599158	24.562374515409083	0.9856345009083833	1.0	0.5876391445067171
O14745	O14745	22.09628268499221	21.76274360435375		1.0	0.3335390806384595
O14763	O14763	24.986596524784847	24.749545542185505	0.584989757190947	0.8798432517323295	0.23705098259934232
O14772	O14772	23.650342341367555	22.84834780363388	0.5108923936148864	0.8314891429501529	0.8019945377336732
O14776	O14776	23.71219777510165	23.04160506300424	0.7728195454398329	0.9840732603066488	0.6705927120974096
O14787	O14787	24.561317527243332	24.250835218681488	0.20649447594910306	0.5713404451912901	0.3104823085618449
O14802	O14802	22.82904590667027	22.000550311228984	0.18757157046909076	0.548945255837651	0.8284955954412858
O14818	O14818	25.903390203005287	25.552670737188148	0.14358148039359653	0.4839602818664507	0.3507194658171393
O14828	O14828	26.485902895251158	25.88223859441705	0.952709130004116	1.0	0.603664300834108
O14874	O14874	22.03516796623147	22.140109785409482		1.0	-0.10494181917801271
O14879	O14879	23.719394311319654	20.943133763529143		1.0	2.7762605477905105
O14907	O14907	25.444131702060858	23.42827877394462	0.0001076303923261689	0.012774383860214062	2.0158529281162387
O14908	O14908	25.038984356041098	24.86906878299697	0.13860580844708573	0.4781920075894309	0.16991557304412908
O14920	O14920	23.18288503758847	22.983875446042845	0.27867460241472425	0.6410307489897349	0.19900959154562514
O14929	O14929	24.880810645747175	24.3246023173521	0.9519859159511033	1.0	0.5562083283950763
O14933	O14933	25.362756509893874	23.93906590109018	0.3324605139971353	0.7020756569584999	1.4236906088036925
O14936	O14936	23.598457662498383	22.854066107437642	0.5757304810368079	0.8751192755793488	0.7443915550607407
O14950;P19105;P24844	O14950;P19105;P24844	26.261375434957685	25.42287234328084		1.0	0.838503091676845
O14965	O14965	22.97643210389053	22.195408699435074		1.0	0.7810234044554569
O14974	O14974	24.710434336210447	23.868617745381993	0.12565567730555496	0.46397760705269486	0.8418165908284543
O14976	O14976	24.14620507402712	24.636723702194345	0.10450766172581157	0.42825269223176626	-0.49051862816722647
O14979	O14979	28.524261097370275	28.24141907494962	0.27973843823411765	0.6427576968882935	0.28284202242065604
O14980	O14980	26.59957894681127	26.093648772821638	0.5049698044505384	0.8287347191577639	0.5059301739896327
O14981	O14981	22.372848137404706	21.39652920890738	0.19976510069861486	0.565793200879019	0.9763189284973244
O14983;P16615	O14983;P16615	26.187753499783394	24.8009519811882	0.0008817034503650549	0.04976966503651562	1.3868015185951954
O14983;P16615;Q93084	O14983;P16615;Q93084	25.28866486435582	24.188815955754965		1.0	1.0998489086008547
O15013	O15013	22.827208341667156	21.312297734939797	0.0019835092504370835	0.0733720990993503	1.5149106067273586
O15014	O15014	22.833405132965602	22.835431917924772	0.07924767255914537	0.393767414167748	-0.0020267849591704135
O15027	O15027	23.22931755571586	23.929154123525677	0.001576969012043792	0.0667530505990633	-0.6998365678098182
O15031	O15031	23.765375934142885	23.473372712778385	0.5408014497005076	0.8523165462732964	0.2920032213644994
O15042	O15042	23.55110968214217	22.977326199740222	0.971034108225374	1.0	0.5737834824019465
O15047	O15047	23.164021875774925	22.931369272035532	0.08957120044118935	0.41176399387535734	0.23265260373939256
O15061	O15061	23.99531971773633	24.99671415659626	0.054909688472216465	0.3304785976670624	-1.0013944388599292
O15067	O15067	24.812546227891804	23.79773003077871	0.06900220893651467	0.36900923345374137	1.0148161971130953
O15084	O15084	23.799477570381075	24.060100481751974	0.00011925694785889758	0.01329110801041057	-0.26062291137089844
O15085	O15085	24.177660069486564	23.685018399962715	0.8153962116382832	1.0	0.4926416695238487
O15091	O15091	22.71793862689093	23.02513281587739	0.010991366558322967	0.16592142928667752	-0.3071941889864611
O15111	O15111	23.44016009062986	22.872331995949924	0.9636275097779601	1.0	0.5678280946799354
O15116	O15116	23.35224290521079	23.148789596406022	0.15605491917009578	0.49748649143946655	0.20345330880476808
O15118	O15118	24.777470575287495	24.862630393999552	0.1099969976336923	0.4346433104822759	-0.08515981871205724
O15121	O15121	23.610775498600937	21.834998572942656	0.006262820435141555	0.12899026962410926	1.7757769256582812
O15126	O15126	26.142248083488703	25.5469388656765	0.9815102654994067	1.0	0.5953092178122041
O15143	O15143	27.31636384654442	26.856368363700376	0.44090118726953065	0.7789773626670152	0.4599954828440431
O15160	O15160	24.776650384361783	24.217564298104882	0.7905832002531696	0.9906250135008303	0.5590860862569009
O15164	O15164	22.15774709885013	21.652664703981753	0.7460968407724674	0.9673125674079395	0.5050823948683778
O15169	O15169	22.641495972470896	22.721291114012722	0.30973021241691706	0.6746707910291545	-0.0797951415418261
O15173	O15173	25.825944608376926	24.774478029439216	0.13356934858983743	0.4757408232026668	1.0514665789377098
O15211	O15211	23.03542725636553	23.159092461283258	0.25858285511974144	0.6212656703114866	-0.12366520491772803
O15213	O15213	23.582042140741642	23.332962076860657	0.3730031846274016	0.725141946111373	0.24908006388098514
O15226	O15226	23.203965381647354	23.329842421888593	0.141549526088634	0.4819264962437304	-0.1258770402412388
O15228	O15228	23.75215242111667	22.51512328486416	0.10198745322695547	0.42730735072374076	1.2370291362525094
O15234	O15234	22.92616110976787	22.528923335706214	0.14608050154110824	0.4867963763729128	0.39723777406165794
O15254	O15254	23.36742931037487	23.222739201122224	0.4010914618005359	0.7476981851833971	0.1446901092526467
O15269	O15269	24.678984690998245	24.33741144580048	0.23796858284420955	0.6029338982075358	0.34157324519776466
O15270	O15270	23.26404876232033	23.06892741670591	0.16760202607624194	0.5178142238793565	0.1951213456144174
O15294	O15294	23.554618125023346	23.3031793424687	0.37590693272361975	0.72565891976929	0.25143878255464713
O15305	O15305	22.991954915152377	22.586911910628437	0.4008637518370338	0.7476981851833971	0.4050430045239395
O15327	O15327	23.649919102350925	23.628915809270637	0.2659062601060961	0.630627247765418	0.021003293080287477
O15355	O15355	26.61257192508384	26.013349058834017	0.9360399730218919	1.0	0.5992228662498249
O15357	O15357	23.846036762442374	23.647378887361484	0.01376317725147449	0.18712484457226686	0.19865787508089028
O15371	O15371	24.51109885283192	23.51933701886208	0.31856398445451856	0.6856135884168528	0.9917618339698429
O15372	O15372	23.928947357331673	22.512886679503655		1.0	1.4160606778280176
O15379	O15379	21.724625056139654	21.11563488382151		1.0	0.6089901723181441
O15381	O15381	23.613497383562645	22.620611945687887	0.2111812085580552	0.5767435075472644	0.992885437874758
O15382	O15382	25.110232676784435	24.19255168834036	0.6056439574613801	0.8932393568626931	0.9176809884440758
O15397	O15397	23.173278682709665	21.24545740072073	0.06057378151879678	0.3430570689647465	1.9278212819889333
O15439	O15439	23.199658951186525	22.634448677241267	0.9749023677119203	1.0	0.565210273945258
O15440	O15440	22.81996307709148	22.51135270647442	0.5125652416221209	0.832185252854736	0.3086103706170604
O15446	O15446	25.183692307642687	24.737094025093143	0.4860092952019396	0.8152180734838705	0.4465982825495445
O15460	O15460	24.50349532796563	21.742937790698306	0.1523963747437428	0.4928474600480881	2.7605575372673243
O15484	O15484	22.578223270859553	21.39894926699586		1.0	1.1792740038636929
O15498	O15498	25.629177927725387	25.011209049144963	0.9137275874156398	1.0	0.6179688785804238
O15504	O15504	21.170776933428133	20.734034644397894		1.0	0.4367422890302386
O15511	O15511	25.062648143794174	23.824831858398625		1.0	1.2378162853955494
O15514	O15514	24.473834695047056	24.105545240475287	0.16145724858788932	0.5057195744674268	0.3682894545717694
O15516	O15516	20.902667244793523	21.101069792012094		1.0	-0.19840254721857065
O15530;Q6A1A2	O15530;Q6A1A2	22.627850461305894	22.623981655277227	0.0652457910906363	0.3586341088609769	0.0038688060286666826
O15534	O15534	20.01056105689205	18.488718398685347		1.0	1.5218426582067046
O43143	O43143	26.84169308760516	26.784475225648144	0.10906442206728188	0.4335976494067515	0.05721786195701739
O43148	O43148	22.533489872919397	22.773170994266817		1.0	-0.23968112134742015
O43149	O43149	24.258835684972638	23.728536899036587	0.8487053782882432	1.0	0.5302987859360506
O43150	O43150	24.044726858727866	23.201438059967156	0.36654562329960805	0.7207334633566742	0.8432887987607103
O43156	O43156	21.909468563352107	21.44038345709493	0.6420080412325473	0.9101391232276372	0.46908510625717525
O43159	O43159	23.162176454300063	23.620810100125162	2.4582663206010495e-05	0.007658945431534869	-0.458633645825099
O43164	O43164	22.4819921266036	22.14330068428688	0.11679333506183431	0.4486008037029801	0.3386914423167191
O43166	O43166	20.02452109853178	20.362404539771198	0.09478597539697947	0.41669366685818865	-0.3378834412394198
O43172	O43172	25.160998852100846	24.5819706790126	0.9811772616232479	1.0	0.579028173088247
O43181	O43181	25.868833514534728	25.26437405162676	0.8804233607006482	1.0	0.6044594629079683
O43189	O43189	21.968489297093694	21.218611988832073	0.434304746404801	0.7749927675052617	0.7498773082616204
O43237	O43237	25.432457875497946	24.866472367756085	0.9650366047135654	1.0	0.5659855077418605
O43242	O43242	26.60102153514014	26.69021569862839	0.0013986803434310321	0.06227398627483435	-0.08919416348824782
O43251	O43251	23.510274099557645	23.55265233303966	0.08885856629905826	0.41176399387535734	-0.042378233482015304
O43252	O43252	24.401704951517555	23.37358406963988	0.2325360142111296	0.5978675752754891	1.0281208818776761
O43264	O43264	24.085432817624955	23.60167381969249	0.5928534109515099	0.8848514644998059	0.48375899793246546
O43290	O43290	25.44413076812742	24.784342155735402	0.6386323706965851	0.9091018610717848	0.6597886123920169
O43294	O43294	23.516911662134255	21.4789961569538	0.2092682453919249	0.5759094467203572	2.037915505180454
O43299	O43299	22.906644041740677	22.30030431018658	0.9568295964227933	1.0	0.6063397315540975
O43301	O43301	22.337945907508086	22.578454879547106	0.03230971380010214	0.26639340000084216	-0.2405089720390201
O43303	O43303	20.256898945430866	19.05181470099723	0.008411328817395597	0.14696585348189886	1.2050842444336354
O43306	O43306	20.89549056054714	21.39730246124607		1.0	-0.5018119006989288
O43310	O43310	21.16695804348382	19.97537033620175		1.0	1.1915877072820713
O43314	O43314	24.00500338636078	23.821661378919494	0.13577315281947036	0.4760816858900593	0.18334200744128637
O43318	O43318	22.133953774067443	21.7488694610315	0.13792519807053186	0.47750576561044344	0.3850843130359429
O43379	O43379	22.36996307862885	21.47393301142991	0.38534403554571284	0.733812708953027	0.8960300671989394
O43390	O43390	25.899693905689052	25.59144294450253	0.26918166013112443	0.6324784608264832	0.3082509611865234
O43395	O43395	22.43325398666523	21.833524741935232	0.9612906165307419	1.0	0.5997292447299962
O43396	O43396	26.64111150295807	26.424051606462125	0.06713974485568093	0.36329031384844346	0.21705989649594315
O43399	O43399	27.7144793055875	26.92255030420277	0.5190256309820889	0.8357712958929459	0.7919290013847302
O43402	O43402	23.66111214050603	23.2157889589668	0.5427907993889858	0.85321393514152	0.44532318153923
O43422	O43422	25.47217641912155	24.79637091216204	0.7653678805893289	0.9786634530902569	0.6758055069595095
O43426	O43426	22.75037468000386	22.347310444637024	0.4809410743455822	0.8096545511028336	0.4030642353668341
O43427	O43427	22.77572090423575	22.19069156512508	0.999822734083643	1.0	0.5850293391106725
O43432	O43432	23.02190527666033	23.588747555812997	5.0115552047512775e-05	0.00938198282949396	-0.5668422791526666
O43464	O43464	24.64928830386079	24.82869157901155		1.0	-0.1794032751507615
O43488	O43488	25.464653547417747	25.449689579227986		1.0	0.01496396818976109
O43491	O43491	26.71207325894985	25.710223844093186	0.26724859400345474	0.6306463308395565	1.0018494148566646
O43493	O43493	24.19605281240077	24.442831683024757	0.11837892138118002	0.45215319794537323	-0.24677887062398796
O43502	O43502	21.417687945264664	20.966916097310296		1.0	0.45077184795436764
O43504	O43504	24.741076236054177	24.259166024202145	0.6260491493812121	0.9030356379698178	0.481910211852032
O43505	O43505	23.466553359456324	22.66251101119156	0.19434207827067354	0.5591940762590293	0.8040423482647618
O43513	O43513	22.715248704498563	22.479531279749082	0.009320205865901866	0.1555643542787493	0.2357174247494811
O43516	O43516	25.80947384503799	25.53020884145046	0.6524537541432723	0.9165171828576363	0.27926500358752904
O43572	O43572	22.755427018068957	22.01337080755683	0.689295383752613	0.9374798665232519	0.7420562105121284
O43583	O43583	24.682776844189448	24.861188428158687	0.014125718951295897	0.18892606463330108	-0.17841158396923973
O43592	O43592	24.931816975139384	24.400123370721225	0.7564376343911904	0.9735295814645205	0.5316936044181588
O43598	O43598	24.043911220709475	22.73091365724076	0.4002844574136434	0.7476981851833971	1.3129975634687163
O43615	O43615	26.121684661485226	25.577619481467345	0.5679663324666107	0.8694163163550908	0.5440651800178813
O43660	O43660	23.23324918122468	22.71567328682074	0.7617016336877682	0.9781663176228311	0.5175758944039401
O43665	O43665	23.450419110591934	25.18321771303343	0.0017971383478343856	0.07075465208625369	-1.7327986024414948
O43681	O43681	25.3024260791713	25.031363804444464	0.09192392075234299	0.41304807126049603	0.2710622747268374
O43684	O43684	25.545300212514295	25.049217679116556	0.7209836142554383	0.9552964067470899	0.49608253339773967
O43707	O43707	28.73549756463049	28.62503086372935	0.1427364899755652	0.48276526900998007	0.11046670090113864
O43707;P12814;P35609	O43707;P12814;P35609	24.86453567918942	24.53710818067725	0.7804232147317518	0.9862348744016869	0.32742749851216857
O43709	O43709	23.244180098497427	22.226995749218123	0.3366587055518582	0.7028252589896329	1.0171843492793045
O43716	O43716	23.76726786692138	23.080414264730525	0.40090883283524437	0.7476981851833971	0.6868536021908547
O43719	O43719	24.86993101901081	24.751067259829625	0.07898375392073659	0.393767414167748	0.11886375918118475
O43747	O43747	24.390734156291494	23.952943522550736	0.4737010790671279	0.8037482298590377	0.43779063374075733
O43765	O43765	24.63805380814385	24.8370382348405	0.009392549466414497	0.15587436103154337	-0.19898442669664718
O43766	O43766	20.911477197224123	20.556479377677302		1.0	0.35499781954682064
O43776	O43776	27.44250103327711	27.550149256608496	0.011370582367052956	0.16977342384215272	-0.10764822333138468
O43795	O43795	26.358032753045414	24.18611651020293	0.08921101443064383	0.41176399387535734	2.171916242842485
O43809	O43809	26.469327358904028	26.016923811134177	0.46768585406787955	0.7971446334591513	0.45240354776985114
O43813	O43813	24.456543917678303	24.153035808204002	0.27039863310159334	0.6324784608264832	0.3035081094743006
O43815	O43815	24.74067451275822	24.33598139104986	0.3320253186169137	0.7020756569584999	0.4046931217083589
O43818	O43818	24.436521301066914	24.066392433735633	0.40615158962379294	0.7508605571024534	0.3701288673312817
O43823	O43823	23.013900042387814	22.711669377979867	0.32106973249927556	0.6884149298621782	0.3022306644079471
O43824	O43824	22.011047973496666	21.30417926620319		1.0	0.7068687072934772
O43837	O43837	25.77603664420469	24.5139754178997	0.3519132430765115	0.711451631261222	1.26206122630499
O43847	O43847	21.514001764670333	20.539037745060117	0.14260158950369778	0.4827066234849695	0.9749640196102156
O43852	O43852	29.117923223146192	28.327798258118623	0.5110487020506501	0.8314891429501529	0.7901249650275695
O43865	O43865	23.868007499112004	23.67367323879806	0.1564421344598447	0.4975961436113866	0.19433426031394418
O43900	O43900	21.399164481011425	21.63286833508271	0.05513332921751151	0.3304785976670624	-0.23370385407128325
O43929	O43929	21.760038698073913	21.68439049318268	0.07530566426903401	0.386301244426245	0.07564820489123392
O43933	O43933	21.679927873954586	21.868799967911254	0.034248681744707035	0.2733810747117153	-0.18887209395666815
O60216	O60216	24.988157444206728	24.87711700949343	0.19980485368391174	0.565793200879019	0.11104043471329916
O60231	O60231	23.870208684172987	23.302408600253564	0.9125680539257902	1.0	0.5678000839194226
O60232	O60232	22.145995025233766	21.96278901696745	0.04915030141011732	0.31194163806447295	0.1832060082663176
O60237	O60237	21.396926474342155	19.409525726437543		1.0	1.987400747904612
O60238	O60238	22.745609377393688	21.70233330148829	0.27061580847994876	0.6324784608264832	1.0432760759053963
O60244	O60244	23.05486454766039	22.671598324796822	0.36360821171855345	0.7195074154148055	0.3832662228635684
O60256	O60256	24.164701510835506	23.450565858996185	0.5785287673028142	0.8759008875692773	0.7141356518393209
O60264	O60264	24.737366926498304	23.95222913045791	0.17912002327286464	0.5387312578564083	0.7851377960403951
O60271	O60271	25.58907849366721	25.646974458446763	0.11648696695428735	0.4478429864641876	-0.057895964779554276
O60282;P33176;Q12840	O60282;P33176;Q12840	24.560022661710335	24.117470042097455	0.4071686353846047	0.7513875480476606	0.4425526196128793
O60287	O60287	23.626741794896542	23.67732565588254	0.0087215663233832	0.1486690322163295	-0.05058386098599854
O60291	O60291	20.760396789806624	20.522282016974543	0.5657862878387188	0.8678081794379701	0.2381147728320805
O60294	O60294	20.950252581497125	20.487944651674862	0.658428242172146	0.9213028466935517	0.46230792982226276
O60296	O60296	22.29236645474077	22.120586268111172	0.44225870142083623	0.7797384886584134	0.17178018662959715
