"","logFC","se","df","t","pval","adjPval"
"A0A096LP01",-0.603460129296665,0.709309876696095,10.9137230002665,-0.850770797253706,0.413173415282765,0.736254398216697
"A0A0B4J2D5;P0DPI2",0.0428195974940671,0.22310158701804,12.305018448971,0.191928699685156,0.850928954395494,0.953187212279608
"A0A0K0K1C4",-0.0360814928358677,0.420771167209757,5.82695854760738,-0.0857508680433915,0.934534710405055,0.980158185763872
"A0A0U1RRE5",0.418630298383372,0.637191000400298,7.14352028293066,0.656993426021992,0.531774109375008,0.810648432276521
"A0A0U1RRL7",-0.296844410704118,0.341539267669707,12.8438543936412,-0.869136988930913,0.400722583331984,0.725994580474779
"A0A1B0GTU1;P0DQW0",NA,NA,NA,NA,NA,NA
"A0A1W2PQ72",-0.847325786595852,0.390966549812292,8.66714887346143,-2.16725903278084,0.0595103900394845,0.335063321515151
"A0A3B3IRV3",-0.132530956781024,1.72300267268116,7.14352028293066,-0.0769186019745361,0.940798429652117,0.982112123812588
"A0AV96",1.04693316001682,1.02228108467088,7.99822560662572,1.02411477206767,0.335754630779898,0.6794220930572
"A0AVT1",0.284350025142146,0.188889466050295,12.7458345021997,1.50537788627362,0.156600742792071,0.501891559401143
"A0FGR8",-0.388246538837944,0.430273639358084,13.1435202829307,-0.902324714609893,0.383122713126165,0.716705212251135
"A0JLT2",0.0213198847242985,0.267726036248217,12.3625896522924,0.0796332139490989,0.937803558142724,0.980989108779744
"A0JNW5",-0.0210369975834037,0.152361519775982,12.7959939768994,-0.138072904591228,0.89233189233983,0.966315907887541
"A0MZ66",-0.0225486243761222,0.480829694835073,12.6597259613052,-0.0468952409103114,0.963328416250367,0.987763955657607
"A0PJZ3",NA,NA,NA,NA,NA,NA
"A0PK00",-0.479942258725348,0.404382128283964,7.04549886685274,-1.1868532884033,0.273757814472332,0.631434760141651
"A1A4S6",0.157027449080757,0.346013972828915,12.1343587683266,0.453818231087444,0.65796946316348,0.880085268114347
